Unnamed: 0,argument,sa_argument,hypothesis,is_fallacy
27,Researchers are frauds who don’t earn their salaries,MSK<0> are frauds who do n’t earn MSK<0> salaries ,This argument is fallacious.,1
1972,"Three congressional representatives have had affairs. Therefore, members of Congress are adulterers.","Three MSK<0> representatives have had affairs . Therefore , members of MSK<0> are adulterers . ",This argument is fallacious.,1
1864,"Marty: Doc, I'm from the future. I came here in a time machine that you invented. Now, I need your help to get back to the year 1985.
Doc: I've had enough practical jokes for one evening. Good night, future boy!","MSK<0> : MSK<1> , MSK<0> 'm from the MSK<2> . MSK<0> came here in a time machine that MSK<3> invented . Now , MSK<0> need MSK<3> help to get back to the year 1985 . MSK<1> : MSK<0> 've had enough practical jokes for one MSK<4> . Good MSK<4> , MSK<2> boy ! ",This argument is fallacious.,1
2068,"""Every time I go to sleep the sun goes down. Therefore, my sleeping causes the sun to set.""",""" Every time MSK<0> go to MSK<1> MSK<2> goes down . Therefore , MSK<0> MSK<1> causes MSK<2> to set . "" ",This argument is fallacious.,1
302,"Since many people believe this, then it must be true","Since many people believe this , then it must be true ",This argument is fallacious.,1
2181,"Dr. Fauci says we need to wear masks, but Dr. Fauci is the oldest, meanest doctor around. I’m sure what he says isn’t true at all.","MSK<0> says we need to wear masks , but MSK<0> is the oldest , meanest doctor around . MSK<0> ’m sure what MSK<0> says is n’t true at all . ",This argument is fallacious.,1
1507,What type of appeal taps into the desire to belong to a group?,What type of appeal taps into the desire to belong to a group ? ,This argument is fallacious.,1
251,"""Jews are lice; They cause typhus (Painful/deadly disease).""",""" MSK<0> are lice ; MSK<0> cause typhus ( Painful / deadly disease ) . "" ",This argument is fallacious.,1
602,His political party wants to spend your precious tax dollars on big government. But my political party is planning strategic federal investment in critical programs.,MSK<0> wants to spend your precious tax dollars on big government . But MSK<0> is planning strategic federal investment in critical programs . ,This argument is fallacious.,1
1513,"Person A: ""What's the weather like?""
Person B: ""It's 2:00""","MSK<0> A : "" What 's MSK<1> ? "" MSK<0> B : "" MSK<1> 's 2:00 "" ",This argument is fallacious.,1
2264,"a connection between two ideas that doesn't always mean that one causes the other (correlation vs. causation)

una conexión entre dos ideas que no siempre significa que una causa la otra (correlación vs. causación)",a connection between two MSK<0> that doesn't always mean that one causes the other ( correlation MSK<1> causation ) MSK<2> conexión entre dos MSK<0> MSK<3> no siempre significa MSK<3> MSK<2> MSK<4> la otra ( correlación MSK<1> MSK<4> ) ,This argument is fallacious.,1
2332,"After I listened to the first song of my favorite musician’s new vinyl record, I knew I’d hate the entire record, so I converted it into a Frisbee.","After MSK<0> listened to the first song of MSK<0> , MSK<0> knew MSK<0> ’d hate MSK<1> , so MSK<0> converted MSK<1> into a Frisbee . ",This argument is fallacious.,1
2126,Parents today would rather their kids suppress their identity rather than just be who they are even if it doesn't go with the norm.,MSK<0> today would rather MSK<0> kids suppress MSK<0> identity rather than just be who MSK<0> are even if it doesn't go with the norm . ,This argument is fallacious.,1
1363,"My roommate said her philosophy class was difficult, and the one I’m in is difficult, too. All philosophy classes must be hard.","MSK<0> roommate said her MSK<2> was MSK<3> , and the one MSK<0> ’m in is MSK<3> , too . All MSK<2> must be hard . ",This argument is fallacious.,1
1698,"Before I refute my opponent's argument, I would like to draw attention to the fact that he is sweating and clearly does not have much experience on the debate team.","Before MSK<0> refute MSK<0> opponent 's argument , MSK<0> would like to draw attention to the fact that he is sweating and clearly does not have much experience on the debate team . ",This argument is fallacious.,1
670,"peer pressure, persuasion based on the the foundation that everybody’s doing it.","peer pressure , persuasion based on the the foundation that everybody ’s doing it . ",This argument is fallacious.,1
1851,"Jeff is preparing to create a commercial for a new energy drink. He visits a local high school and surveys students in an English class about their beverage preferences. The majority of the class says they prefer grape flavored drinks, so Jeff tells his superiors that grape is the flavor favored most by high school students. What error in reasoning has Jeff made?http://www.funtrivia.com","MSK<0> is preparing to create a commercial for a new energy MSK<1> . MSK<0> visits MSK<2> in MSK<3> . The majority of MSK<3> says MSK<2> prefer MSK<4> MSK<5> MSK<1> , so MSK<0> tells MSK<0> superiors that MSK<4> is the MSK<5> favored most by high school students . What error in reasoning has Jeff made?http : / / www.funtrivia.com ",This argument is fallacious.,1
1317,"Alley ate a slice of pizza for dinner and a few hours later she had a fever. Therefore, pizza causes fevers.","MSK<0> ate a slice of MSK<1> for dinner and a few hours later MSK<0> had a MSK<2> . Therefore , MSK<1> causes MSK<2> . ",This argument is fallacious.,1
2099,"Mom: (looking at report card) How do you have an F in English?!
Son: I don’t know.  Did you see that loaded the dishwasher?  I was about to go mow the lawn.  Need me to do anything else?",Mom : ( looking at report card ) How do MSK<0> have an F in English ?! Son : MSK<0> do n’t know . Did MSK<0> see that loaded the dishwasher ? MSK<0> was about to go mow the lawn . Need MSK<0> to do anything else ? ,This argument is fallacious.,1
981,"Jack: You should stop smoking - it's bad for you.
Jill: Look who's talking! You smoke three packs a day!",Jack : MSK<0> should stop MSK<1> - it 's bad for MSK<0> . Jill : Look who 's talking ! MSK<0> MSK<1> three packs a day ! ,This argument is fallacious.,1
162,"If we don’t teach teens to work harder, the human race is doomed.","If we do n’t teach teens to work harder , the human race is doomed . ",This argument is fallacious.,1
1836,All four year olds talk too much.,All four year olds talk too much . ,This argument is fallacious.,1
562,If we ban cell phones because they are bad for teenagers next the government will ban all iPods and eventually all video games as well.,If we MSK<0> cell phones because they are bad for teenagers next the government will MSK<0> all iPods and eventually all video games as well . ,This argument is fallacious.,1
1166,"I wore my lucky red shirt when I took the test, so that is probably why I did so well on the test.","MSK<0> wore MSK<0> lucky red shirt when MSK<0> took MSK<1> , so that is probably why MSK<0> did so well on MSK<1> . ",This argument is fallacious.,1
2148,"surgeons have X-rays to guide them during an operation, lawyers have briefs to guide them during a trial, carpenters have blueprints to guide them when they are building a house. Why, then, shouldn’t students be allowed to look at their textbooks during an examination?","MSK<0> have X-rays to MSK<1> MSK<0> during an operation , lawyers have briefs to MSK<1> MSK<0> during a trial , carpenters have blueprints to MSK<1> MSK<0> when MSK<0> are building a house . Why , then , should n’t students be allowed to look at MSK<0> textbooks during an examination ? ",This argument is fallacious.,1
1405,"James' mom is concerned when she finds out that he skipped class one day. She tells him that she is concerned that since he skipped one class, he will start skipping more frequently. Then he will drop out altogether, never graduate or get into college, and end up unemployed and living at home for the rest of his life. What type of fallacy has James' mom committed?","MSK<0> is MSK<1> when MSK<2> finds out that MSK<0> MSK<3> MSK<4> one day . MSK<2> tells MSK<0> that MSK<2> is MSK<1> that since MSK<0> MSK<3> one MSK<4> , MSK<0> will start MSK<3> more frequently . Then MSK<0> will drop out altogether , never graduate or get into college , and end up unemployed and living at home for the rest of MSK<0> life . What type of fallacy has MSK<0> committed ? ",This argument is fallacious.,1
543,"P1. Lead poisoning can contribute to violent behavior.
P2. Many inner city children have dangerous levels of lead in their blood.
C. Therefore, violent crime in the inner city can be solved by curing the lead problem.","MSK<3> . MSK<0> poisoning can contribute to MSK<1> behavior . MSK<3> . MSK<2> have dangerous levels of MSK<0> in MSK<2> blood . C. Therefore , MSK<1> crime in the inner city can be solved by curing the MSK<0> problem . ",This argument is fallacious.,1
638,You oversleep and then fail a test; so you assume that oversleeping causes you to fail tests,MSK<0> MSK<3> and then MSK<1> a MSK<2> ; so MSK<0> assume that MSK<3> causes MSK<0> to MSK<1> MSK<2> ,This argument is fallacious.,1
2215,"Look, you are going to have to make up your mind. Either you decide that you can afford this stereo, or you decide you are going to do without music for a while","Look , MSK<0> are going to have to make up MSK<0> mind . Either MSK<0> MSK<1> that MSK<0> can afford this stereo , or MSK<0> MSK<1> MSK<0> are going to do without music for a while ",This argument is fallacious.,1
666,"We should offer movies on our company’s website. REPLY: No, we’ve built our company’s fortune by renting movies only through our stores.","MSK<0> should offer MSK<1> on MSK<2> website . REPLY : No , MSK<0> ’ve built MSK<2> fortune by renting MSK<1> only through MSK<0> stores . ",This argument is fallacious.,1
1366,"America keeps telling China to be more respecting of journalism, but why don't they stop the American propaganda first?","MSK<0> keeps telling China to be more respecting of journalism , but why don't MSK<0> stop the American propaganda first ? ",This argument is fallacious.,1
1432,Covid-19 is like 10 people doing arts and crafts together and one of them is working with glitter. How many art projects in the group get glitter on them?,Covid - 19 is like MSK<0> doing MSK<1> and crafts together and one of MSK<0> is working with MSK<2> . How many MSK<1> projects in the group get MSK<2> on MSK<0> ? ,This argument is fallacious.,1
245," Circular definition: a definition that is circular.
",MSK<0> MSK<1> : a MSK<1> that is MSK<0> . ,This argument is fallacious.,1
39,Everyone is/is not doing it! It must/must not be a good thing!,Everyone is / is not doing MSK<0> ! MSK<0> must / must not be a good thing ! ,This argument is fallacious.,1
731,The accident was caused by the taxi parking in the street,The accident was caused by the taxi parking in the street ,This argument is fallacious.,1
1727,"""If you don't buy the warranty for your chromebook, you could find yourself without one for the rest of the schoolyear and having to pay thousands of dollars in expensive repairs"" IS an example of this fallacy.",""" If MSK<0> don't buy the warranty for MSK<0> chromebook , MSK<0> could find MSK<1> without one for the rest of MSK<1> and having to pay MSK<1> in expensive repairs "" IS an example of MSK<1> . ",This argument is fallacious.,1
971,People who read are smart.,People who read are smart . ,This argument is fallacious.,1
2067,"BILL CLINTON: But when Joe McCarthy went around this country attacking people’s patriotism, he was wrong. He was wrong. And a senator from Connecticut stood up to him named Prescott Bush. Your father was right to stand up to Joe McCarthy, you were wrong to attack my patriotism. I was opposed to the war but I loved my country… Debate 1,
October 11, 1992
St. Louis, Missouri
What logical fallacy did Clinton’s statement employ?","BILL MSK<0> : But when MSK<1> went around MSK<2> , MSK<1> was MSK<3> . MSK<1> was MSK<3> . And a senator from Connecticut MSK<4> up to MSK<1> named Prescott Bush . MSK<1> was right to MSK<4> up to MSK<1> , coref3 were MSK<3> to attack MSK<5> . MSK<5> was opposed to the war but MSK<5> loved MSK<2> … Debate 1 , October 11 , 1992 St. Louis , Missouri What logical fallacy did MSK<0> ’s statement employ ? ",This argument is fallacious.,1
2014,"While in math class, the student next to you says “math makes no sense, it can’t be real so I must not need this.” What fallacy did this student commit?","While in math class , MSK<0> says MSK<2> MSK<1> makes no sense , MSK<1> ca n’t be real so I must not need this . MSK<2> What fallacy did MSK<0> commit ? ",This argument is fallacious.,1
2328,"Murder is morally wrong. Therefore, abortion is morally wrong.","Murder is MSK<1> . Therefore , abortion is MSK<1> . ",This argument is fallacious.,1
2096,"Dean, the company you work for just filed for bankruptcy! How can I trust you with our money?","Dean , the company MSK<0> work for just filed for bankruptcy ! How can I trust MSK<0> with our money ? ",This argument is fallacious.,1
609,"If you break your diet and have one cookie tonight, you will just want to eat 10 cookies tomorrow, and before you know it, you will have gained back the 15 pounds you lost.","If MSK<0> break MSK<0> and have one MSK<2> , MSK<0> will just want to eat 10 MSK<2> , and before MSK<0> know coref1 , MSK<0> will have gained back the 15 pounds MSK<0> lost . ",This argument is fallacious.,1
37,"assumes that if many people act or believe a certain way, it must be the right way","assumes that if many people act or believe a certain MSK<0> , it must be the right MSK<0> ",This argument is fallacious.,1
252,"""We must legalize weed, it is tearing families apart."" Response: ""But look at all those druggies getting arrested, they are obviously criminals.""",""" We must legalize weed , it is tearing families apart . "" Response : "" But look at MSK<0> , MSK<0> are obviously criminals . "" ",This argument is fallacious.,1
1610,My opponent suggests that lowering taxes will be a good idea -- this is coming from a woman who eats a pint of Ben and Jerry’s each night!,MSK<0> suggests that lowering taxes will be a good idea -- MSK<0> is coming from a woman who eats a pint of Ben and Jerry ’s each night ! ,This argument is fallacious.,1
799,Children who play violent video games act more violently than those who don’t.,Children who play violent video games act more violently than those who do n’t . ,This argument is fallacious.,1
1506,Why must you always take positions that are so unscientific?,Why must you always take positions that are so unscientific ? ,This argument is fallacious.,1
518,"""He wouldn't make a good president because he looks like a sad muppet.""",""" MSK<0> wouldn't make a good president because MSK<0> looks like a sad muppet . "" ",This argument is fallacious.,1
137,"Lucas: I remember when I was about three years old my mother saved me from almost being eaten by a shark.
Katie: I doubt that. What you are experiencing is what cognitive psychologists refer to as a ""false memory.""
","MSK<0> : MSK<0> remember when MSK<0> was about three years old MSK<0> mother saved MSK<0> from almost being eaten by a shark . Katie : MSK<0> doubt that . What you are experiencing is what cognitive psychologists refer to as a "" false memory . "" ",This argument is fallacious.,1
898,A misrepresentation of an opponent’s position that makes it easier to argue against,A misrepresentation of MSK<0> that makes MSK<0> easier to argue against ,This argument is fallacious.,1
1228,AttP 11: It is okay to walk across Mr. Jones's property as evidenced by other people walking on his property.,AttP 11 : It is okay to MSK<0> across MSK<1> as evidenced by other people MSK<0> on MSK<1> . ,This argument is fallacious.,1
1990,"If the President arrives in Hawaii, and the next day a volcano erupts, believing that the volcano erupted because the President arrived on the island is an example of:","If MSK<1> in Hawaii , and the next day MSK<3> , believing that MSK<3> because MSK<1> on the island is an example of : ",This argument is fallacious.,1
2007,"""I have a right to free speech so I can say what I want and you shouldn't try to stop me"" is an example of",""" MSK<0> have a right to free speech so MSK<0> can say what MSK<0> want and you shouldn't try to stop MSK<0> "" is an example of ",This argument is fallacious.,1
2053,You can either start using plastic straws or continue killing ocean life with plastic pollution.,You can either start using MSK<0> straws or continue killing ocean life with MSK<0> pollution . ,This argument is fallacious.,1
547,"You see someone walking their dog. The dog goes to the bathroom on a lawn but they don’t pick up after their dog. You ask them to clean up after their dog, but they say, “why do you hate dogs?” What fallacy have they committed?","MSK<0> see MSK<1> walking MSK<1> . coref1 goes to the bathroom on a lawn but MSK<1> do n’t pick up after MSK<1> . MSK<0> ask MSK<1> to clean up after MSK<1> , but MSK<1> say , MSK<2> why do MSK<0> hate dogs ? MSK<2> What fallacy have MSK<1> committed ? ",This argument is fallacious.,1
443,"If I went to the mall a polled 3 people, those opinions would not represent the opinions of the city population.","If I went to the mall a polled 3 people , those MSK<0> would not represent the MSK<0> of the city population . ",This argument is fallacious.,1
1354,Nobody else is wearing masks out in public. Why should you?,Nobody else is wearing masks out in public . Why should you ? ,This argument is fallacious.,1
905,"You should eat more green leafy vegetables, because Ms. Lord says so, and she is an expert on grammar and vocabulary.","You should eat more green leafy vegetables , because MSK<0> says so , and MSK<0> is an expert on grammar and vocabulary . ",This argument is fallacious.,1
1412,"My opponent raises a good point, but can we really trust him? I mean he moved to this town only two years ago and everyone knows that his wife left him.","MSK<0> raises a good point , but can we really trust MSK<1> ? MSK<0> mean MSK<1> moved to this town only two years ago and everyone knows that MSK<1> wife left MSK<1> . ",This argument is fallacious.,1
1985,"If you are not with us, you are against us.","If MSK<0> are not with MSK<1> , MSK<0> are against MSK<1> . ",This argument is fallacious.,1
1108,“Honesty is defined as always being honest.”,MSK<1> MSK<0> is defined as always being MSK<0> . MSK<1> ,This argument is fallacious.,1
2211,"Pizza has ingredients from all the food groups. Therefore, pizza must be healthy.","MSK<0> has ingredients from all the food groups . Therefore , MSK<0> must be healthy . ",This argument is fallacious.,1
825,When you have too little or unrepresentative data to make claim.,When you have too little or unrepresentative data to make claim . ,This argument is fallacious.,1
1642,Invoke shared values and principles. They call upon the audience’s sense of right and wrong.,Invoke shared values and principles . They call upon the audience ’s sense of right and wrong . ,This argument is fallacious.,1
1914,"Southerners talk fast. I was just on the phone with one, and I could barely keep up!","Southerners talk fast . MSK<0> was just on the phone with one , and MSK<0> could barely keep up ! ",This argument is fallacious.,1
1949,Believing in the literal resurrection of Jesus is like believing in the literal existence of zombies.,MSK<0> in the MSK<1> resurrection of Jesus is like MSK<0> in the MSK<1> existence of zombies . ,This argument is fallacious.,1
384,Ms. Baker assigned me a lot of homework because she’s a witch!,MSK<0> assigned me a lot of homework because MSK<0> ’s a witch ! ,This argument is fallacious.,1
2172,"Schools are like families; therefore teachers (like parents) should be allowed to discipline their students.
Which logical fallacy is represented here?",Schools are MSK<0> families ; therefore teachers ( MSK<0> MSK<1> ) should be allowed to discipline MSK<1> students . Which logical fallacy is represented here ? ,This argument is fallacious.,1
2031,"Tim: Boss, you heard my side of the story why I think Bill should be fired and not me.  Now, I am sure Bill is going to come to you with some pathetic attempt to weasel out of this lie that he has created.
","Tim : Boss , MSK<0> heard MSK<1> side of the story why MSK<1> think MSK<2> should be fired and not MSK<1> . Now , MSK<1> am sure MSK<2> is going to come to MSK<0> with some pathetic attempt to weasel out of this lie that MSK<2> has created . ",This argument is fallacious.,1
379,You can either support our police or Black Lives Matter.,You can either support our police or Black Lives Matter . ,This argument is fallacious.,1
1277,"If I don't take the right classes in high school, then I won't be able to get into a good college. If I don't get into a good college, then I won't be able to get a job. If I can't get a job, then I am going to end up homeless.","If MSK<0> don't take the right classes in high school , then MSK<0> won't be MSK<1> to get into MSK<2> . If MSK<0> don't get into MSK<2> , then MSK<0> won't be MSK<1> to get MSK<3> . If MSK<0> can't get MSK<3> , then MSK<0> am going to end up homeless . ",This argument is fallacious.,1
2018,"Every person who has ever drunk water has died. Therefore, drinking water causes death.","Every person who has ever drunk MSK<0> has MSK<1> . Therefore , drinking MSK<0> causes MSK<1> . ",This argument is fallacious.,1
1440,"Bill and Jill are arguing about cleaning out their closets: 
Jill: ""We should clean out the closets. They are getting a bit messy."" 
Bill: ""Why, we just went through those closets last year. Do we have to clean them out everyday?"" 
Jill: ""I never said anything about cleaning them out every day. You just want too keep all your junk forever, which is just ridiculous.""","MSK<0> are arguing about MSK<1> out MSK<2> : MSK<3> : "" MSK<0> should MSK<1> out MSK<2> . MSK<0> are getting a bit messy . "" Bill : "" Why , MSK<0> just went through MSK<2> last year . Do MSK<0> have to MSK<1> MSK<2> out everyday ? "" MSK<3> : "" I never said anything about MSK<1> MSK<2> out every day . MSK<4> just want too keep all MSK<4> junk forever , which is just ridiculous . "" ",This argument is fallacious.,1
1091,He’s just a psychology teacher at a community college,He ’s just a psychology teacher at a community college ,This argument is fallacious.,1
440,Suggesting that John F. Kennedy won the presidency over Richard Nixon exclusively because of the debate on TV,Suggesting that John F. Kennedy won the presidency over Richard Nixon exclusively because of the debate on TV ,This argument is fallacious.,1
2153,"This is a fallacy of irrelevance that is based solely on someone's or something's history, origin, or source rather than its current meaning","This is a fallacy of irrelevance that is based solely on someone 's or MSK<0> history , origin , or source rather than MSK<0> current meaning ",This argument is fallacious.,1
1097,Why did you steal my keys?,Why did you steal my keys ? ,This argument is fallacious.,1
2329,The party was going great! Then Gerald showed up and little by little people started collecting their coats and heading home. Gerald ruined the party.,MSK<0> was going great ! Then MSK<1> showed up and little by MSK<2> started collecting MSK<2> coats and heading home . MSK<1> ruined MSK<0> . ,This argument is fallacious.,1
2406,"""I don't know how Professor Resnick can be such a hard grader.  He's always late for class. """,""" I don't know how MSK<0> can be such a hard grader . MSK<0> 's always late for class . "" ",This argument is fallacious.,1
2127,"Charlie: Illegal posting and sharing of songs online is crippling the music industry.

Bob: You couldn’t be more wrong; the music industry is doing just fine. I can’t believe you think the government should be allowed to regulate what I share with my “friends.” No one wants a world where I can’t loan a book to my girlfriend, let my roommate borrow my iPod, or share a funny meme with my blog followers.","Charlie : Illegal posting and MSK<3> of songs online is crippling MSK<0> . MSK<1> : MSK<1> could n’t be more wrong ; MSK<0> is doing just fine . MSK<2> ca n’t believe MSK<1> think the government should be allowed to regulate what MSK<2> MSK<3> with MSK<2> MSK<4> friends . MSK<4> No one wants a world where MSK<2> ca n’t loan a book to MSK<2> girlfriend , let MSK<2> roommate borrow MSK<2> iPod , or MSK<3> a funny meme with MSK<2> blog followers . ",This argument is fallacious.,1
2219,The thing about the new math teacher (who is an excellent teacher) is that he/she really stands out because he/she has good teaching skills.,The thing about the new math MSK<1> ( who is MSK<0> ) is that MSK<0> / MSK<0> really stands out because MSK<0> / MSK<0> has good MSK<1> skills . ,This argument is fallacious.,1
2234,"All professional athletes use Apple watches to track their training, so our team needs to purchase Apple watches for everyone.","MSK<0> use MSK<1> MSK<2> to track MSK<0> training , so MSK<1> team needs to purchase MSK<1> MSK<2> for everyone . ",This argument is fallacious.,1
1388,"Dr. Simmons: I am working on a way to lengthen the human lifespan to about 200 years.
Misty: You are declaring war on Mother Nature, and Mother Nature always wins!","Dr. Simmons : MSK<0> am working on a way to lengthen the human lifespan to about 200 years . Misty : MSK<0> are declaring war on MSK<1> , and MSK<1> always wins ! ",This argument is fallacious.,1
149,Al Gore feels that all companies are irresponsible and should be punished for allowing emissions which causes global warming.,Al Gore feels that all companies are irresponsible and should be punished for allowing emissions which causes global warming . ,This argument is fallacious.,1
107,Death penalty will not scare criminals because they don’t expect to be caught,Death penalty will not scare MSK<0> because MSK<0> do n’t expect to be caught ,This argument is fallacious.,1
457,gun registration would start us sliding into the unconstitutional morass of universal arms confiscation.,gun registration would start us sliding into the unconstitutional morass of universal arms confiscation . ,This argument is fallacious.,1
1079,"""All sports car drivers are too aggressive!"" is an example of:",""" All sports car drivers are too aggressive ! "" is an example of : ",This argument is fallacious.,1
1446,"The number of off-leash dogs I've seen in Livingston is completely unacceptable. Let's make our streets safe again by addressing this dog problem, before our city becomes a haven for criminals.","The number of off - leash MSK<0> I 've seen in Livingston is completely unacceptable . Let MSK<1> make MSK<1> streets safe again by addressing this MSK<0> problem , before MSK<1> city becomes a haven for criminals . ",This argument is fallacious.,1
1303,Joe is firm in his principles. The reader admires Joe for not changing his ideas and opinions according to what is popular or advantageous.,MSK<0> is firm in MSK<0> principles . MSK<0> admires MSK<0> for not changing MSK<0> ideas and opinions according to what is popular or advantageous . ,This argument is fallacious.,1
1,"White men can't jump. No, really, they can't!","MSK<0> can't jump . No , really , MSK<0> can't ! ",This argument is fallacious.,1
1811,"""Everytime I wash my car it rains, therefore, washing my car makes it rain.""",""" Everytime MSK<0> MSK<1> MSK<0> MSK<3> , therefore , MSK<1> MSK<0> makes MSK<3> . "" ",This argument is fallacious.,1
76,God must exist because every culture has some sort of belief in a higher being.,God must exist because every culture has some sort of belief in a higher being . ,This argument is fallacious.,1
1916,"""The two courses I took at UF were not very interesting. I don't think its a good university.""",""" The two courses MSK<0> took at UF were not very interesting . MSK<0> don't think its a good university . "" ",This argument is fallacious.,1
390,I am voting for Smith for President because the rest of my family is voting for him.,MSK<0> am MSK<1> for Smith for MSK<2> because the rest of MSK<0> family is MSK<1> for MSK<2> . ,This argument is fallacious.,1
618,"You can’t prove your candidate will win, so I assume he won’t","MSK<0> ca n’t prove MSK<0> will win , so I assume coref1 wo n’t ",This argument is fallacious.,1
1598,“You can’t give me a C. I’m an A student!”,MSK<1> You ca n’t give MSK<0> a C. MSK<0> ’m an A student ! MSK<1> ,This argument is fallacious.,1
487,"Look, you are going to have to make up your mind. Either, you decide that you can afford this stereo, or your decide that you are going to have to go without music for a while.","Look , MSK<0> are going to have to make up MSK<0> mind . Either , MSK<0> MSK<1> that MSK<0> can afford this stereo , or MSK<0> MSK<1> that MSK<0> are going to have to go without music for a while . ",This argument is fallacious.,1
1294,"Sukaina to her mom: Either you buy me this new book, or you decide that reading is not important at all.","MSK<0> to MSK<0> mom : Either MSK<1> buy MSK<0> this new book , or MSK<1> decide that reading is not important at all . ",This argument is fallacious.,1
402,"If you don’t like Lady Gaga, it’s because you hate women.","If MSK<0> do n’t like MSK<1> Gaga , it ’s because MSK<0> hate MSK<1> . ",This argument is fallacious.,1
1775,"""If we don't adopt that puppy today, they might put him down. Do you want to be responsible for that?"" Exclaimed Yasir.",""" If MSK<0> don't adopt that puppy today , they might put him down . Do MSK<0> want to be responsible for that ? "" Exclaimed Yasir . ",This argument is fallacious.,1
2375,"Susie bought a flip-phone, so all of her friends bought flip-phones.","MSK<0> MSK<1> a MSK<2> - MSK<3> , so all of MSK<0> friends MSK<1> MSK<2> - MSK<3> . ",This argument is fallacious.,1
1553,"""Don't listen to Eddie's arguments on education. He didn't even finish high school"" is an example of",""" Don't listen to MSK<0> arguments on education . MSK<0> didn't even finish high school "" is an example of ",This argument is fallacious.,1
536,All hunting is inhumane and should be outlawed.,All hunting is inhumane and should be outlawed . ,This argument is fallacious.,1
563,She should not be voted president because she's a liar and a thief.,MSK<0> should not be voted president because MSK<0> 's a liar and a thief . ,This argument is fallacious.,1
1855,"If you don't pay taxes, you don't deserve the right to vote.","If MSK<0> don't pay taxes , MSK<0> don't deserve the right to vote . ",This argument is fallacious.,1
2270,"Teacher: Why don’t you have your homework today?

Student: Well, I did my homework. I was actually really interested in all that info about the quadratic formula. Would you like to hear the song that I wrote to memorize it?","Teacher : Why do n’t MSK<0> have MSK<1> today ? Student : Well , MSK<2> did MSK<1> . MSK<2> was actually really interested in all that info about MSK<3> . Would MSK<0> like to hear the song that MSK<2> wrote to memorize MSK<3> ? ",This argument is fallacious.,1
1511,"Either you love bacon, or you're wrong.","Either MSK<0> love bacon , or MSK<0> 're wrong . ",This argument is fallacious.,1
1539,"Karen: I am sorry, but if you think man used to ride dinosaurs, then you are obviously not very well educated.
Kent:  First of all, I hold a PhD in creation science, so I am well-educated.  Second of all, your ad hominem attack shows that you are wrong, and man did use to ride dinosaurs.
Karen:  Getting your PhD in a couple of months, from a “college” in a trailer park, is not being well-educated.  My fallacy in no way is evidence for man riding on dinosaurs, and despite what you may think, the Flintstone’s was not a documentary!
","MSK<0> : MSK<1> am sorry , but if MSK<2> MSK<3> MSK<4> MSK<5> to MSK<6> MSK<7> , then MSK<2> are obviously not very well MSK<8> . Kent : First of all , MSK<1> hold a MSK<9> in creation science , so MSK<1> am well - MSK<8> . Second of all , MSK<2> ad hominem attack shows that MSK<2> are wrong , and MSK<4> did MSK<5> to MSK<6> MSK<7> . MSK<0> : Getting MSK<2> MSK<9> in a couple of months , from a “ college ” in a trailer park , is not being well - MSK<8> . MSK<1> fallacy in no way is evidence for MSK<4> MSK<6> on MSK<7> , and despite what MSK<2> may MSK<3> , the Flintstone ’s was not a documentary ! ",This argument is fallacious.,1
353,"""I used to have that haircut. Then my mom got a job.""",""" MSK<0> used to have that haircut . Then MSK<0> mom got a job . "" ",This argument is fallacious.,1
1693,Check out the pretty lights.  Don’t look behind the curtain.,Check out the pretty lights . Do n’t look behind the curtain . ,This argument is fallacious.,1
1997,"I believe one should never deliberately hurt another person, that’s why I can never be a surgeon.","MSK<0> believe one should never deliberately hurt another person , that ’s why MSK<0> can never be a surgeon . ",This argument is fallacious.,1
988,"My professor, who has a Ph.D. in Astronomy, once told me that ghosts are real. Therefore, ghosts are real.","MSK<0> professor , who has a Ph.D. in Astronomy , once told MSK<0> that MSK<1> are MSK<2> . Therefore , MSK<1> are MSK<2> . ",This argument is fallacious.,1
1550,"Like many issues in the world, what seems to be the biggest ISSUE among the Climate Change DEBATE?","Like many MSK<0> in the world , what seems to be the biggest MSK<0> among the Climate Change DEBATE ? ",This argument is fallacious.,1
909,We cannot support immigrants because we have too many homeless and poor Americans.,MSK<0> can not support immigrants because MSK<0> have too many homeless and poor Americans . ,This argument is fallacious.,1
1762,This is an example of,This is an example of ,This argument is fallacious.,1
1436,"She asserts that we need more military spending, but that is false, since she is only saying it because she is a Republican.","MSK<0> asserts that we need MSK<1> , but that is false , since MSK<0> is only saying MSK<1> because MSK<0> is a Republican . ",This argument is fallacious.,1
565,"Verizon advertising the newest Samsung Galaxy phone, claiming that everyone else who has bought it loves the new product.","Verizon advertising MSK<0> , claiming that everyone else who has bought MSK<0> loves the new product . ",This argument is fallacious.,1
1652,"Besides charities, comfort, community cohesion, rehabilitation, and helping children learn values, religion poisons everything.","Besides charities , comfort , community cohesion , rehabilitation , and helping children learn values , religion poisons everything . ",This argument is fallacious.,1
1870,"Martin: All white people are not racists.
Charlie: Yes they are. You just believe that because you are white.
",Martin : MSK<0> are not racists . Charlie : Yes MSK<0> are . MSK<1> just believe that because MSK<1> are white . ,This argument is fallacious.,1
2412,"If we put limits on the right to bear arms, soon all of our Constitutionally-given  rights will be taken away.","If MSK<0> put limits on the right to bear arms , soon all of MSK<0> Constitutionally - given rights will be taken away . ",This argument is fallacious.,1
