Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,key,edited,votes,created,text,parent_text,author,relation,score,masked_articles,is_fallacy 
157,157,157,10250.464,1531747895646,,1531747895646,"If the British government and public voted to action something without fully understanding the consequences, then that's on the British people. All individuals have to deal with unintended consequences of big decisions in their lives. People usually look at the contingencies first, but if they don't, then that's on them.",The referendum did not spell out the nature of the future relationship with the EU nor the consequences of Brexit. Voters are likely to have a clearer idea of what is on offer at the end of the negotiating process.,84ffe507-3fc1-466c-9b70-97d2bd74c9ce,-1,6.4,"If the MSK<0> government and public voted to action something without fully understanding the MSK<1> , then that 's on the MSK<0> people . MSK<2> have to deal with unintended MSK<1> of big decisions in MSK<2> lives . MSK<3> usually look at the contingencies first , but if MSK<3> don't , then that 's on MSK<3> . ",0
158,158,158,1634.2191,1501667193645,,1501667193645,"Society relies on economic productivity to tax and fund programs, such as welfare, education and healthcare. While people individually might be better off if they worked less, it would lead to less tax revenue and harm society overall \(even if those programs were replaced with a UBI\).",A UBI makes it possible for some people to work less.,3f93ee11-86f4-4f6b-9473-76e9ceb3730c,-1,6.4,"MSK<0> relies on economic productivity to MSK<1> . While MSK<2> individually might be better off if MSK<2> worked less , MSK<0> would lead to less tax revenue and harm society overall \ ( even if MSK<1> were replaced with a UBI \ ) . ",0
159,159,159,13673.973,1529161846726,,1529161846726,"In case of religiously motivated circumcision, it is acceptable for the parent to leave a permanent, lifelong sign of their own religious affiliation on the child's body.","In case of religiously motivated circumcision, it is unacceptable for the parents to leave a permanent, lifelong sign of their own religious affiliation on the child's body.",e6a86f48-f3e4-4b3b-8a77-ec1f07735562,-1,6.4,"In case of MSK<1> MSK<1> circumcision , it is acceptable for MSK<0> to leave a permanent , lifelong sign of MSK<0> own MSK<1> affiliation on the child 's body . ",0
160,160,160,1922.788,1495631437356,,1495631437356,"Censorship on the female nipple exists in art as well. For example, an Australian art magazine covered the nipples of a nude, pregnant woman painted by the artist Yuskavage.","Topless women have widely been an acceptable subject in popular and high culture, and in the media. It is hypocritical to treat female nudity any different in society.",26646557-50c8-4412-8889-6dd7f262c25a,-1,6.4,"Censorship on the female MSK<0> exists in MSK<1> as well . For example , an Australian MSK<1> magazine covered the MSK<0> of a nude , pregnant woman painted by the artist Yuskavage . ",0
161,161,161,4237.265,1537868710013,,1537868710013,"Promises made before the referendum, such as staying in the Single Market and Customs Union, were reneged on within hours of the result.",Brexit was a good choice for the UK.,0e975ed4-65e5-4e65-9ab3-510a26c1ffce,-1,6.4,"Promises made before the referendum , such as staying in the Single Market and Customs Union , were reneged on within hours of the result . ",0
162,162,162,18042.295,1537675006858,,1537675006858,"The phrase ""opening the door for"" is a slippery slope fallacy. There is no reason that allowing trans women into spaces would lead to allowing cis men, as trans women are a separate category of people, and not cis male. Allowing them in is no more likely to lead to allowing men in than it is to allowing all people dressed as dinosaurs in.",Allowing trans women into women-only spaces opens the door for men as well.,eb28b731-8f9c-4856-9a19-ac8d356af6e2,-1,6.4,"The phrase "" opening the door for "" is a slippery slope fallacy . There is no reason that MSK<0> MSK<1> into spaces would MSK<2> to MSK<0> MSK<3> MSK<4> , as MSK<1> are a separate category of MSK<5> , and not MSK<3> male . MSK<0> MSK<1> in is no more likely to MSK<2> to MSK<0> MSK<4> in than it is to MSK<0> all MSK<5> dressed as dinosaurs in . ",0
163,163,163,1323.62,1476828877722,,1476828877722,"The catharsis hypothesis - that aggressive behavior reduces anger and aggression - has been consistently proven wrong; aggressive behavior rather leads to more aggressive thoughts and behavior \(Bushman et al., p. 368, 374","The aggression catharsis hypothesis suggests that bullfights are useful to collectively free ourselves of negative and aggressive feelings, which are inherent to human nature.",9972cb14-00f7-42d2-9b64-846aa0812775,-1,6.4,"The catharsis hypothesis - that MSK<0> MSK<1> reduces anger and MSK<0> - has been consistently proven wrong ; MSK<0> MSK<1> rather leads to more MSK<0> thoughts and MSK<1> \ ( Bushman et al. , p. MSK<2> , MSK<2> ",0
164,164,164,8708.759,1525192664284,,1520327094461,"A major proportion of immigrants in the UK are not from the EU, but rather countries somehow tied in with the British Empire such as Pakistan, India, South Africa, Bangladesh, Nigeria. Culturally, they are more difficult to integrate than fellow Europeans. The control of borders for the former has been resting with British authorities and is not an EU issue.",Being part of the EU harms British culture.,aa1ecc2a-1fbb-4150-8aa0-9010e4d043e9,-1,6.4,"A major proportion of immigrants in the MSK<1> are not from the MSK<0> , but rather countries somehow tied in with the MSK<1> Empire such as MSK<3> , MSK<3> , South MSK<2> , MSK<3> , MSK<2> . Culturally , they are more difficult to integrate than fellow Europeans . The control of borders for the former has been resting with MSK<1> authorities and is not an MSK<0> issue . ",0
165,165,165,1324.87,1484666133706,,1484666133706,"If there is a large enough backlash against reparations, this could jeopardise other policies aimed to alleviate the effects of racism and the legacy of slavery, such as affirmative action.",Public opinion polls indicate that a majority of Americans oppose paying reparations to descendants of slaves.,bef43071-98b1-42dd-b59c-58b1ab37fc18,1,6.4,"If there is a large enough backlash against reparations , this could jeopardise other policies aimed to alleviate the effects of racism and the legacy of slavery , such as affirmative action . ",0
166,166,166,14478.182,1528204067185,,1528204067185,"Under Modi, India launched the ""Swachh Bharat \(Clean India\) scheme. This initiative has since gone a long way in cleaning up India's cities, towns, and rural areas, including reducing instances of defecation or throwing garbage on the street.",Modi's government is harming the environment.,c13254b9-8e6c-4f12-bfec-ece13cb8399a,-1,6.4,"Under Modi , MSK<0> launched the "" Swachh Bharat \ ( MSK<0> \ ) scheme . This initiative has since gone a long way in cleaning up MSK<0> cities , towns , and rural areas , including reducing instances of defecation or throwing garbage on the street . ",0
167,167,167,1323.1565,1484527065691,,1484527065691,"Other male-dominated sports, such as American football, are not prohibited.","Bullfighting, as a male-dominated sport, reinforces harmful gender stereotypes.",aa0ebe45-4d3a-4ca3-bd7f-7c97dd942caf,-1,6.4,"Other male - dominated MSK<0> , such as American MSK<0> , are not prohibited . ",0
168,168,168,8708.205,1517764554092,,1517665709135,"The EU supports regional culture, and thus regional identity, more than the UK government does.",Being part of the EU harms British culture.,d5f2bb8f-a214-4d2b-98c7-223958e2fe56,-1,6.2,"The EU supports MSK<0> culture , and thus MSK<0> identity , more than the UK government does . ",0
169,169,169,3346.823,1509462347690,,1509462347690,"Culture produces violence, not the instruments used to commit said violence with. Serbia has the second highest gun ownership per capita in the world after the US. Statistically every second household owns a gun there, and yet their violent crime rate is extremely low. America's culture is what's causing people to commit violent crime. To fix that you need to address the de facto segregation of America's cities, the socio-economic consequences of centuries of discrimination, and American media.",Having fewer guns in circulation means society is generally safer.,67828651-9d39-4c86-9a96-352ea40b69bb,-1,6.2,"MSK<0> produces MSK<1> , not the instruments used to MSK<2> said MSK<1> with . Serbia has the MSK<3> highest MSK<4> ownership per capita in the world after the US . Statistically every MSK<3> household owns a MSK<4> there , and yet their MSK<1> MSK<5> rate is extremely low . MSK<6> MSK<0> is what 's causing people to MSK<2> MSK<1> MSK<5> . To fix that you need to address the de facto segregation of MSK<6> cities , the socio - economic consequences of centuries of discrimination , and American media . ",0
170,170,170,1570.538,1488812045588,,1488812045588,"Social and familial structures of any society in any given time are a consequence of the society's ability to reproduce the essentials of life \(food, clothing, etc\) \(Engels p.4\). If familial structures shape our conception of gender, and they are fluid with time and region, then so is gender.","Gender is a social construct because its perception is fluid, and changes among time and societies.",0409b399-6d6b-4947-9ad0-6a2f2221fd63,1,6.2,"Social and familial structures of MSK<0> in any given MSK<1> are a consequence of MSK<0> ability to reproduce the essentials of life \ ( food , clothing , etc \ ) \ ( Engels p. 4 \ ) . If MSK<2> shape our conception of MSK<3> , and MSK<2> are fluid with MSK<1> and region , then so is MSK<3> . ",0
171,171,171,1922.744,1494968257091,,1494968257091,"It is indicative that the United States is one of only six countries in the world \(along with Iran, Somalia, Sudan, Palau and Tonga\) that have not ratified the UN convention on the elimination of all forms of discrimination of women \(CEDAW\).",Women are allowed to go bare-chested in public in other countries. The US should be no different.,26646557-50c8-4412-8889-6dd7f262c25a,1,6.2,"It is indicative that the United States is one of only six countries in the world \ ( along with Iran , MSK<0> , MSK<0> , Palau and Tonga \ ) that have not ratified the UN convention on the elimination of all forms of discrimination of women \ ( CEDAW \ ) . ",0
172,172,172,1384.88,1474179439663,,1474179439663,"If you cheated once, you might do so again. Given this, revealing makes future cheating more difficult because your partner will be more suspicious in future.","In an exclusive relationship, should you reveal a one-night stand to your partner?",aa0ebe45-4d3a-4ca3-bd7f-7c97dd942caf,-1,6.2,"If MSK<0> MSK<1> once , MSK<0> might do so again . Given this , revealing makes MSK<2> MSK<1> more difficult because MSK<0> partner will be more suspicious in MSK<2> . ",0
173,173,173,24431.993,1552965968701,,1552283564446,"Allegiance to party over policy is a recipe for disaster, which can lead to blind faith, lack of critical self examination, and cult of personalities which lead party members astray",Bernie Sanders is not a Democrat,0a31d21f-a698-4603-8325-e4df26946724,-1,6.2,"Allegiance to MSK<0> over policy is a recipe for disaster , which can MSK<1> to blind faith , lack of critical self examination , and cult of personalities which MSK<1> MSK<0> members astray ",0
174,174,174,1634.5139,1515026029329,,1515026029329,"The virtues of financial responsibility, self-improvement, and hard work apply to the goal of getting 100% employment in capitalism that is human-dependent. However, if the goal changes to 0% employment and complete automation, these virtues fail and new virtues would need to take their place to allow humans to still contribute or at least have a purpose.","A UBI erodes the personal and societal incentives for financial responsibility, self-improvement, and hard work.",e2d3cd24-316c-4c62-be5e-6f94f82f2188,-1,6.2,"MSK<0> apply to the MSK<1> of getting 100 % MSK<2> in capitalism that is MSK<3> - dependent . However , if the MSK<1> changes to 0 % MSK<2> and complete automation , MSK<0> fail and new virtues would need to take MSK<0> place to allow MSK<3> to still contribute or at least have a purpose . ",0
175,175,175,1470.624,1481090677432,,1481090677432,"Even if voting is a right, we regularly abridge the rights of citizens; notably, we abridge the rights of felons by putting them in jail in the first place. This is principally the same.",Voting is not a privilege that has to be earned by following the law but an inalienable right of every citizen in a democracy.,f1ff7152-955a-435f-85db-9b8a5c4041a1,-1,6.2,"Even if voting is a right , MSK<0> regularly MSK<1> the rights of citizens ; notably , MSK<0> MSK<1> MSK<2> by putting MSK<2> in jail in the first place . This is principally the same . ",0
176,176,176,1922.986,1498873246579,,1498873246579,"Although most  visual art is protected under the First Amendment, objections often arise when considering works involving religious, political, or nude content.","Topless women have widely been an acceptable subject in popular and high culture, and in the media. It is hypocritical to treat female nudity any different in society.",6f7e59a6-23cc-4cfb-a7ff-dda587886a80,-1,6.2,"Although most visual art is protected under the First Amendment , objections often arise when considering works involving religious , political , or nude content . ",0
177,177,177,1634.4855,1561150462468,,1513899787889,"Some people might be highly internally motivated, by psychological and/or sociological factors, rather than purely due to external factors. Therefore, a UBI is less likely to substantially change their behavior.","A UBI erodes the personal and societal incentives for financial responsibility, self-improvement, and hard work.",bfe111d9-ff25-4c89-923b-97e1640e5f23,-1,6.2,"MSK<0> might be highly internally motivated , by psychological and / or sociological MSK<1> , rather than purely due to external MSK<1> . Therefore , a UBI is less likely to substantially change MSK<0> behavior . ",0
178,178,178,1324.39,1476257280069,,1476257280069,"Reparations would profit Black Americans independent of wealth, social standing and class, thereby giving even more to those who are already well-off.",Reparations would benefit segments of society disadvantaged by the legacy of slavery.,aa0ebe45-4d3a-4ca3-bd7f-7c97dd942caf,-1,6.2,"Reparations would profit Black Americans independent of wealth , social standing and class , thereby giving even more to those who are already well - off . ",0
179,179,179,8708.1051,1528473921443,,1528473921443,"It would remove the benefits of EU citizenship as a whole, which include free movement, but also diplomatic protection and voting rights. It also includes the right to be involved in decision-making at the European level through petitions. \(see TFEU part two, in particular article 20\) eur-lex.europa.eu","A hard Brexit would end Freedom of Movement, and all the associated benefits it brings.",80538161-35d6-4f45-873c-edd182c873ef,1,6.2,"MSK<0> would remove the benefits of MSK<2> citizenship as a whole , which MSK<1> free movement , but also diplomatic protection and voting rights . MSK<0> also MSK<1> the right to be involved in decision - making at the MSK<2> level through petitions . \ ( see TFEU part two , in particular article 20 \ ) MSK<2> - lex.europa.eu ",0
180,180,180,1323.673,1482281853482,,1482281853482,"Sentience of other animals, such as pigs, does not create commanding responsibility to take care for them.",The fact that bulls are - like human beings - sentient creatures creates moral responsibilities towards them. These responsibilities are not compatible with the practice of bullfighting.,aa0ebe45-4d3a-4ca3-bd7f-7c97dd942caf,-1,6.2,"Sentience of MSK<0> , does not create commanding responsibility to take care for MSK<0> . ",0
181,181,181,1634.2311,1506615530699,,1506615530699,"A UBI, like welfare, denies our innate evolutionarily need to hunt and gather \(do work\). Humans that do not work are not happy.",A UBI makes it possible for some people to work less.,5d74b22e-ea53-4e4e-a70c-b03aa61280da,-1,6.2,"A UBI , like welfare , denies our innate evolutionarily need to hunt and gather \ ( do MSK<0> \ ) . Humans that do not MSK<0> are not happy . ",0
182,182,182,1324.44,1476257672279,,1476257672279,"The US has never paid reparations for its colonies, such as the Philippines, even though it ruled cruelly.",The US track record of exploitation is quite long. Paying slavery reparations would be a slippery slope for other groups to claim the same.,aa0ebe45-4d3a-4ca3-bd7f-7c97dd942caf,1,6.2,"MSK<0> has never paid reparations for MSK<0> colonies , such as the Philippines , even though MSK<0> ruled cruelly . ",0
183,183,183,9394.33,1527869333120,,1527869333120,"The Federation depends on science and technology whereas the Rebels depends upon the Force. Since the Force does not need to follow the laws of physics and nature, so long as ""the Force is with"" the Rebels, they have the advantage.",The Rebel Alliance would defeat the United Federation of Planets in space combat.,48aaadcc-1b09-4055-9719-a6b0ff32cbbb,1,6.2,"The Federation MSK<0> on science and technology whereas MSK<1> MSK<0> upon MSK<2> . Since MSK<2> does not need to follow the laws of physics and nature , so long as "" MSK<2> is with MSK<1> , MSK<1> have the advantage . ",0
184,184,184,7100.141,1517262406242,,1517262406242,"If individuals are already addicted, legalisation just means they'll be able to get their drugs more easily, so they will tend to stay addicted.",Legalizing drugs will help treat addicts.,c62476e0-e8d2-4969-8ba4-114c813a8c62,-1,6.2,"If MSK<0> are already MSK<1> , legalisation just means MSK<0> 'll be able to get MSK<0> drugs more easily , so MSK<0> will tend to stay MSK<1> . ",0
185,185,185,2469.184,1504296597033,,1504296597033,"The electoral college protects the integrity of the election, because illegal votes or voting irregularities in one state will not affect the integrity of the vote in another.  Put another way, one rogue state determined to elect a particular candidate cannot affect the election outside of its allotted number of electoral votes.",The electoral college should be abolished.,2dc96c55-9fa5-40e4-90ab-6edf4ecb2a01,-1,6.2,"The MSK<0> college protects the MSK<1> of MSK<2> , because illegal MSK<3> or MSK<3> irregularities in one state will not MSK<4> the MSK<1> of the MSK<3> in another . Put another way , MSK<5> can not MSK<4> MSK<2> outside of MSK<5> allotted number of MSK<0> MSK<3> . ",0
186,186,186,14478.443,1529646797011,,1529646797011,"While the country reeled under demonetization, the BJP arranged back channels for those close to them to change currency through cooperative banks under their control. Allahabad Cooperative bank, with Amit Shah as director, netted the highest deposits among such banks. Second highest was Rajkot cooperative bank headed by a state cabinet minister of BJP. Five days later, cooperative banks were barred from receiving demonetized currency for fear of money laundering.",Modi has been combatting corruption and government inefficiency in India.,9938315c-2fd6-4002-a915-904ceeb028fc,-1,6.0,"While the country reeled under MSK<5> , MSK<0> arranged back channels for those close to MSK<0> to change MSK<1> through MSK<2> MSK<3> under MSK<0> control . Allahabad MSK<2> MSK<3> , with Amit Shah as director , netted the MSK<4> deposits among such MSK<3> . Second MSK<4> was Rajkot MSK<2> MSK<3> headed by a state cabinet minister of MSK<0> . Five days later , MSK<2> MSK<3> were barred from receiving MSK<5> MSK<1> for fear of money laundering . ",0
187,187,187,9967.415,1537749103491,,1537749103491,"Science provides a qualified justification for atheism, which is that deities are not falsifiable, testable, or empirical; also, it is for a qualified version of atheism, one that is unsure of anything that can't be empirically falsified or tested.","Science doesn't justify Atheism \(understood as a ""lack of belief in god/s""\).",8f7271b9-cf87-4acd-a919-f0a2935fb16c,-1,6.0,"MSK<0> provides a MSK<1> justification for MSK<2> , which is that deities are not falsifiable , testable , or MSK<3> ; also , MSK<0> is for a MSK<1> version of MSK<2> , one that is unsure of anything that can't be MSK<3> falsified or tested . ",0
188,188,188,7055.104,1513832016427,,1513832016427,"Admiral Ackbar, whom many fans got to love for his role in the earliest movies, dies unceremoniously, without relevance for the story and in an off-hand manner.",Story-lines and characters set up in previous films were not treated with much respect.,9972cb14-00f7-42d2-9b64-846aa0812775,1,6.0,"coref0 , dies unceremoniously , without relevance for the story and in an off - hand manner . ",0
189,189,189,15978.349,1534785930045,,1534785930045,"Social rules are often based on forcing people to say or do things in favor of others in order for communities to work. If people cannot be forced to behave a certain way or avoid saying some things they want to say \(like discriminating slurs, for example\), social coexistence can be at risk.",Compelling people to say things they don't want to say sets a dangerous precedent.,f7e9711f-9e45-4e50-8a6a-b6d35410b4b3,-1,6.0,"MSK<0> rules are often based on MSK<1> MSK<2> to say or do MSK<3> in favor of others in order for communities to work . If MSK<2> can not be MSK<1> to behave a certain way or avoid saying some MSK<3> they want to say \ ( like discriminating slurs , for example \ ) , MSK<0> coexistence can be at risk . ",0
190,190,190,5601.532,1515176059624,,1515176059624,"If impeaching Trump leads to his eventual removal, Pence would become President. There is little difference in the policy preferences of Trump and Pence, so impeachment would accomplish little.","Attempting to impeach President Trump would be a waste of time, money, and effort that could be spent on more important issues.",e2d3cd24-316c-4c62-be5e-6f94f82f2188,1,6.0,"If MSK<0> leads to MSK<0> eventual removal , MSK<1> would become President . There is MSK<2> difference in the policy preferences of Trump and MSK<1> , so impeachment would accomplish MSK<2> . ",0
191,191,191,13673.672,1527368505953,,1527368505953,"There is now scientific consensus that there is severe pain at the time of circumcision and shortly thereafter in unanaesthetised boys, as well as heightened pain sensitivity for some considerable period of time afterwards. Even if there are no long term impacts of circumcision, the short term trauma experienced by the child is unacceptable.",Circumcision can be traumatizing for the infant.,7069ea83-74ff-4500-98da-6b30c331e9c0,1,6.0,"There is now scientific consensus that there is severe MSK<0> at the MSK<1> of MSK<2> and shortly thereafter in unanaesthetised boys , as well as heightened MSK<0> sensitivity for some considerable period of MSK<1> afterwards . Even if there are no long MSK<3> impacts of MSK<2> , the short MSK<3> trauma experienced by the child is unacceptable . ",0
192,192,192,1108.172,1452528117386,,1452528117386,"The main target of the atomic bomb, early on, was Nazi Germany. However, the technology was not available before Hitler surrendered.",The bombing was a diplomatic tactic in negotiating with the Soviets and had little implication for Japan.,4a661c08-96bc-449a-b2d8-39d0e319e4da,-1,6.0,"The main target of the atomic bomb , early on , was Nazi Germany . However , the technology was not available before Hitler surrendered . ",0
193,193,193,8708.1071,1528596983105,,1528596983105,"If both the UK and individual EU states value the relationship they currently have with each other, they can form bilateral agreements to preserve the conditions required to ensure ease of travel, work and education.","A hard Brexit would end Freedom of Movement, and all the associated benefits it brings.",73f2d187-6bbb-4c2d-b69e-ad9ab6b4c698,-1,6.0,"If MSK<0> value the relationship MSK<0> currently have with each other , MSK<0> can form bilateral agreements to preserve the conditions required to ensure ease of travel , work and education . ",0
194,194,194,1922.735,1494961986458,,1494961986458,"If pornographic or violent images of women’s bodies that appeal to the male gaze are acceptable, but when women themselves show their bodies end up being shamed or censored, sexism and hypocrisy are behind that censoring rationale.",Women should have free choice over showing their nipples.,f4997af4-1f1f-4695-bb75-f87e1371cb3e,1,6.0,"If pornographic or violent images of MSK<0> that appeal to the male gaze are acceptable , but when coref1 show MSK<0> end up being shamed or MSK<1> , sexism and hypocrisy are behind that MSK<1> rationale . ",0
195,195,195,8708.13,1517493285996,,1517493229645,"The European Arrest Warrants, which rely on the jurisdiction of the Court of Justice of the European Union, have reduced the time taken to extradite criminals from 1 year to just 48 days","A hard Brexit would threaten the UK's domestic security with respect to crime, terrorism and the rule of law.",c05c1426-3aa8-48a3-b24a-daab055126bd,1,6.0,"The MSK<0> Arrest Warrants , which rely on the jurisdiction of the Court of Justice of the MSK<0> Union , have reduced the time taken to extradite criminals from 1 year to just 48 days ",0
196,196,196,8708.132,1517523780622,,1517493967855,"In 2016, UK agencies launched 3,000 investigations at Europol \(the EU's law enforcement agency into cross-border organised crime and terrorism.","A hard Brexit would threaten the UK's domestic security with respect to crime, terrorism and the rule of law.",c05c1426-3aa8-48a3-b24a-daab055126bd,1,6.0,"In 2016 , UK MSK<0> launched 3,000 investigations at Europol \ ( the EU 's law enforcement MSK<0> into cross-border organised crime and terrorism . ",0
197,197,197,1634.1292,1483370459112,,1483370459112,"Green products, which have a more positive impact on mankind and the environment, cost on average 50% more than non-green products. With a UBI, more individuals will have more funds to purchase green products, resulting in a less harmful impact on the environment.",Increased spending on consumption is bad for the environment.,6f7e59a6-23cc-4cfb-a7ff-dda587886a80,-1,6.0,"MSK<1> , which have a more positive MSK<2> on mankind MSK<3> , cost on average 50 % more than MSK<1> . With a UBI , more individuals will have more funds to purchase MSK<1> , resulting in a less harmful MSK<2> on MSK<3> . ",0
198,198,198,2762.255,1509385430066,,1509385430066,"It is acceptable to limit the freedom when the freedom infringes on the rights of others. By the same notion, you would not be allowed to eat another person, as that limits their right to exist.",An individual should be free to choose any food they want to eat \(without interference\).,f3d1ba50-ed95-4438-98e3-15b052a5cc99,-1,6.0,"It is acceptable to MSK<0> MSK<1> when MSK<1> infringes on the rights of others . By the same notion , you would not be allowed to eat another person , as that MSK<0> their right to exist . ",0
199,199,199,1258.202,1466423449880,,1466423449880,"Essential ingredients like free oxygen, phosphorus, sugar, boron, molybdenum - for creating proteins, nucleotides, DNA, RNA - were not freely accessible on the early Earth.",The Panspermia Theory posits that life was transported to Earth on asteroids or comets and started somewhere else originally.,24f5ff14-75af-4548-ae24-9751d29975f4,1,6.0,"Essential ingredients like MSK<0> oxygen , phosphorus , sugar , boron , molybdenum - for creating proteins , nucleotides , DNA , RNA - were not MSK<0> accessible on the early Earth . ",0
200,200,200,1764.27,1486415359063,,1486415359063,"Universities, as institutes designed for the exchange of knowledge, have a special obligation to promote free speech.",No-platforming should be abandoned because it is an assault on free speech.,15837c6a-d010-44cc-a848-e8bb39e1feb9,1,6.0,"Universities , as institutes designed for the exchange of knowledge , have a special obligation to promote free speech . ",0
201,201,201,1323.334,1479897893379,,1479897893379,"At this year's Toro Jubilo near Madrid, journalists were prevented from attending which shows that organisers are aware their festival could be seen by outsiders as cruel and unethical, and wanted to minimalize bad publicity.",When bullfighting is perceived as a core part of national identity \(e.g. in Spain\) it brands a country's culture as violent and diminishes its international reputation.,36a52c7b-23bd-451b-80a8-ffe5ef22f527,1,6.0,"At this year 's Toro Jubilo near Madrid , journalists were prevented from attending which shows that MSK<0> are aware MSK<0> festival could be seen by outsiders as cruel and unethical , and wanted to minimalize bad publicity . ",0
202,202,202,7948.102,1523242681298,,1523084272835,"Cloning can not be considered ethical without complete knowledge of the first, second, and third order consequences, which are unknown.",Cloning animals is ethical.,3854b76c-4eec-4945-9a4f-f0dd7c966644,-1,6.0,"Cloning can not be considered ethical without complete knowledge of the first , second , and third order consequences , which are unknown . ",0
203,203,203,1258.39,1465903702074,,1465903702074,"The Drake Equation was not written for scientific quantisation, but for stimulating a debate. Thus it does not ""calculate"" anything, just proposes that there could be a possibility that alien civilisations exist.",Using the Drake Equation astrobiologists calculated that there are too many planets that could support life for there to have never been alien life.,6f029bd8-bb71-403c-ad1a-3e7837875908,-1,6.0,"MSK<0> was not written for scientific quantisation , but for stimulating a debate . Thus MSK<0> does not "" calculate "" anything , just proposes that there could be a possibility that alien civilisations exist . ",0
204,204,204,8708.73,1517347369704,,1517347369704,"Today, the British government remains solely responsible for the majority of policy actions that matter to voters, such as health, welfare, pensions, border security, defense, and monetary policy","The supremacy of EU law impinges on Britain's ability to make laws to govern itself; by exiting the EU, Britain can make rules on any area it chooses.",0bfa53d0-2778-44fe-90f9-573053e2810f,-1,5.8,"Today , the British government remains solely responsible for the majority of MSK<0> actions that matter to voters , such as health , welfare , pensions , border security , defense , and monetary MSK<0> ",0
205,205,205,5601.3,1511301902145,,1511301902145,"Politics is, by its nature, divisive That's not a reason not to impeach a President.",After the division of the 2016 election America does not need another divisive political drama.,9a8e5744-3fae-4669-85b2-75472e8df967,-1,5.8,"MSK<0> is , by MSK<0> nature , divisive That 's not a reason not to impeach a President . ",0
206,206,206,2629.5001,1520537558366,,1520537558366,"A painting is evidence of a painter. A song is evidence of a composer. A house is evidence of a carpenter, roofer, plumber, electrician etc. The universe itself and everything in it is evidence for a creator.",Empirical evidence indicates the non-existence of God.,43cd68d6-788e-4af7-885f-cf73470ebbf6,-1,5.8,"A MSK<2> is MSK<0> of a MSK<2> . A song is MSK<0> of a composer . A house is MSK<0> of a carpenter , roofer , plumber , electrician etc. . The universe MSK<1> and everything in MSK<1> is MSK<0> for a creator . ",0
207,207,207,1413.497,1476274910728,,1476274910728,"If legalized, sex workers can offer their services literally anywhere and, for example, enter a restaurant for the sole reason of meeting or promoting to clients.","Legalisation will expand the sex industry as a whole and in doing so expand the unregulated sector of that industry that promotes rape, transmission of STDs, trafficking, and child exploitation.",aa0ebe45-4d3a-4ca3-bd7f-7c97dd942caf,1,5.8,"If legalized , MSK<0> can offer MSK<0> services literally anywhere and , for example , enter a restaurant for the sole reason of meeting or promoting to clients . ",0
208,208,208,2629.5357,1522033817169,,1522033817169,"Looking for empirical evidence for God is a category mistake.  Empirical evidence is something that you can test, observe, and repeat. You can not do this with an immaterial God.",Empirical evidence indicates the non-existence of God.,4b22649e-bdcf-427d-be94-61d7939eaaa1,-1,5.8,"Looking for MSK<1> for MSK<2> is a category mistake . MSK<1> is something that MSK<3> can test , observe , and repeat . MSK<3> can not do this with MSK<2> . ",0
209,209,209,1413.1171,1477986973428,,1477986973428,"Some countries, such as Brazil Thailand or the Philippines, already have an inflow of sex tourists and benefit from it. Allowing for sex work will increase this inbound tourism.",Legalization makes sense from an economic point of view.,aa0ebe45-4d3a-4ca3-bd7f-7c97dd942caf,1,5.8,"MSK<0> , already have an inflow of MSK<1> MSK<2> and benefit from MSK<0> . Allowing for MSK<1> work will increase this inbound MSK<2> . ",0
210,210,210,1634.1236,1483000407597,,1483000407597,"There is, by now, considerable evidence that consumption appears to respond to anticipated income increases \(Jappelli, Pistaferri, p.502",A UBI will lead to greater inflation.,24f5ff14-75af-4548-ae24-9751d29975f4,1,5.8,"There is , by now , considerable evidence that consumption appears to respond to anticipated income increases \ ( Jappelli , Pistaferri , p. 502 ",0
211,211,211,2469.113,1503615252651,,1503615252651,"It is not the electoral college that produces a two-party system in America. According to Duverger's Law it is the winner-take-all character of democracy that accounts for the two-party system. In fact, proportional democracies tend to be multiparty systems, and winner-take-all systems are typically two-party systems.","Under a popular vote, the US would be swamped with candidates. Every group with an ideological or major policy interest would field a candidate, hoping that their candidate would win a plurality and become the President.",8de574f8-d266-4533-b3ea-23888fceb873,-1,5.8,"MSK<0> is not the electoral college that produces MSK<1> . According to Duverger 's Law MSK<0> is the MSK<2> - take - all character of MSK<3> that accounts for MSK<1> . In fact , proportional MSK<3> tend to be multiparty MSK<4> , and MSK<2> - take - all MSK<4> are typically two - party MSK<4> . ",0
212,212,212,14247.855,1548659871016,,1548659871016,"Political Correctness is patronizing to minority groups and insulting. Like the overprotective parent who protects the child from everything, the subtext is, ""you are weak and you need me"".",Political correctness is detrimental to society.,2b28ab3f-206b-43c1-9565-33644ef8a530,1,5.8,"Political Correctness is patronizing to minority groups and insulting . Like the overprotective parent who protects the child from everything , the subtext is , "" MSK<0> are weak and MSK<0> need me "" . ",0
