Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,source_article,updated_label,masked_articles,Unnamed: 0.3,is_fallacy 
573,573,573,573,273,273,273,273,273,273,273,275,862,,", that makes it right/valid.",ad populum,", that makes it right / valid . ",273.0,1
574,574,574,574,274,274,274,274,274,274,274,276,1506,,Aren't you tired of the political divisiveness in this country? Republicans know what they are talking about when it comes to immigration. Don't you agree?,appeal to emotion,Aren't MSK<0> tired of the political divisiveness in this country ? MSK<1> know what MSK<1> are talking about when it comes to immigration . Don't MSK<0> agree ? ,274.0,1
575,575,575,575,275,275,275,275,275,275,275,277,949,,"a persuasive technique used in media messages that appeals to the ""everyone is doing it"" mentality",ad populum,"a persuasive technique used in media messages that appeals to the "" everyone is doing it "" mentality ",275.0,1
576,576,576,576,276,276,276,276,276,276,276,278,2075,,"“No one has ever been able to prove definitively that extra-terrestrials exist, so they must not be real.”",intentional,"MSK<1> No one has ever been able to prove definitively that MSK<0> exist , so MSK<0> must not be real . MSK<1> ",276.0,1
577,577,577,577,277,277,277,277,277,277,277,279,1975,,Skipping looking for a second opinion or evidence and just asking one doctor is what fallacy?,fallacy of credibility,Skipping looking for a second opinion or evidence and just asking one doctor is what fallacy ? ,277.0,1
578,578,578,578,278,278,278,278,278,278,278,280,732,,You would think that taxes should be lowered because you are a Republican [and therefore your argument about taxes should be rejected].,circular reasoning,MSK<0> would think that MSK<1> should be lowered because MSK<0> are a Republican [ and therefore MSK<0> argument about MSK<1> should be rejected ] . ,278.0,1
579,579,579,579,279,279,279,279,279,279,279,281,1799,,"Ted: Biological evolution is both a theory and a fact.  Edwin: That is ridiculous!  How can you possibly be absolutely certain that we evolved from pond scum!  Ted: Actually, that is a gross misrepresentation of my assertion.  I never claimed we evolved from pond scum.  Unlike math and logic, science is based on empirical evidence and, therefore, a scientific fact is something that is confirmed to such a degree that it would be perverse to withhold provisional consent.  The empirical evidence for the fact that biological evolution does occur falls into this category.",fallacy of extension,"MSK<0> : MSK<1> is both a theory and a MSK<2> . Edwin : MSK<3> is ridiculous ! How can you possibly be absolutely certain that MSK<5> from MSK<7> ! MSK<0> : Actually , MSK<3> is a gross misrepresentation of MSK<8> assertion . MSK<8> never claimed MSK<5> from MSK<7> . Unlike math and logic , science is based on MSK<9> MSK<10> and , therefore , MSK<11> is something that is confirmed to such a degree that MSK<11> would be perverse to withhold provisional consent . The MSK<9> MSK<10> for the MSK<2> that MSK<1> does occur falls into this category . ",279.0,1
580,580,580,580,280,280,280,280,280,280,280,282,1578,,You're with us or you're against us.,false dilemma,MSK<0> 're with MSK<1> or MSK<0> 're against MSK<1> . ,280.0,1
581,581,581,581,281,281,281,281,281,281,281,283,2436,,Circular reasoning occurs when someone makes an argument in which both the premises and the conclusion have to rely on the truthfulness of the other.,circular reasoning,Circular reasoning occurs when someone makes an argument in which both the premises and the conclusion have to rely on the truthfulness of the other . ,281.0,1
582,582,582,582,282,282,282,282,282,282,282,284,2035,,"I hold a doctorate in theology, have written 12 books, and personally met the Pope.  Therefore, when I say that Jesus’ favorite snack was raisins dipped in wine, you should believe me.",fallacy of credibility,"MSK<0> hold a doctorate in theology , have written 12 books , and personally met the Pope . Therefore , when MSK<0> say that Jesus ’ favorite snack was raisins dipped in wine , you should believe MSK<0> . ",282.0,1
583,583,583,583,283,283,283,283,283,283,283,285,1656,,Wife: “I see Mr. Smith is cooking out on his new barbecue grill.” Husband: “So his wife finally got fed up with his unfaithfulness!”,equivocation,MSK<0> : MSK<1> I see MSK<2> is cooking out on MSK<2> new barbecue grill . MSK<1> MSK<0> : MSK<1> So MSK<2> MSK<0> finally got fed up with MSK<2> unfaithfulness ! MSK<1> ,283.0,1
584,584,584,584,284,284,284,284,284,284,284,286,326,,"Major in English in college, start reading poetry, and next thing you know, you will become an unemployed pot-smoking loser.",faulty generalization,"Major in English in college , start reading poetry , and next thing MSK<0> know , MSK<0> will become an unemployed pot - smoking loser . ",284.0,1
585,585,585,585,285,285,285,285,285,285,285,287,1525,,Too much candy can cause cavities. You should avoid eating any candy unless you want cavities.,false dilemma,Too much MSK<0> can cause MSK<1> . MSK<2> should avoid eating any MSK<0> unless MSK<2> want MSK<1> . ,285.0,1
586,586,586,586,286,286,286,286,286,286,286,288,2037,,"  Homosexuality is / ought to be morally wrong (moral property) because it is not normal (natural property). or Homosexuality is not normal (natural property); therefore, it is / ought to be morally wrong (moral property).",fallacy of credibility,"MSK<0> is / MSK<1> to be MSK<3> ( MSK<4> MSK<5> ) because MSK<0> is not MSK<6> ( MSK<7> MSK<5> ) . or MSK<0> is not MSK<6> ( MSK<7> MSK<5> ) ; therefore , MSK<0> is / MSK<1> to be MSK<3> ( MSK<4> MSK<5> ) . ",286.0,1
587,587,587,587,287,287,287,287,287,287,287,289,833,,", or a group of people think, in order to persuade one to think the same way.",ad populum,", or a group of people MSK<0> , in order to persuade one to MSK<0> the same way . ",287.0,1
588,588,588,588,288,288,288,288,288,288,288,290,612,,The word of Zorbo the Great is flawless and perfect. We know this because it says so in The Great and Infallible Book of Zorbo’s Best and Most Truest Things that are Definitely True and Should Not Ever Be Questioned.,circular reasoning,MSK<0> MSK<1> is flawless and perfect . We know this because MSK<0> says so in The Great and Infallible Book of MSK<1> ’s Best and Most Truest Things that are Definitely True and Should Not Ever Be Questioned . ,288.0,1
589,589,589,589,289,289,289,289,289,289,289,291,2164,,Did the pollution you caused increase or decrease your profits?,intentional,Did the pollution MSK<0> caused increase or decrease MSK<0> profits ? ,289.0,1
590,590,590,590,290,290,290,290,290,290,290,292,930,,The newest brand jeans that everyone is wearing are called Blue Dogs. Blue Dogs are being worn by all young teens. Be sure to go out and buy your new jeans at your local mall.,ad populum,MSK<0> are called MSK<1> . MSK<1> are being worn by all young teens . Be sure to go out and buy MSK<0> at coref2 local mall . ,290.0,1
591,591,591,591,291,291,291,291,291,291,291,293,2055,,"I think scientists are wrong. There is no such thing as global warming. I just finished talking to my boss, and he thought the idea was ridiculous.",fallacy of credibility,"MSK<0> MSK<1> scientists are wrong . There is no such thing as global warming . MSK<0> just finished talking to MSK<0> boss , and he MSK<1> the idea was ridiculous . ",291.0,1
592,592,592,592,292,292,292,292,292,292,292,294,2058,,"""My brother's girlfriend's Mother's hairdresser said that COVID numbers are going down, so I'm not going to bother with my mask"" IS an example of this fallacy.",fallacy of credibility,""" MSK<0> said that COVID numbers are going down , so MSK<0> 'm not going to bother with MSK<0> mask "" IS an example of coref1 . ",292.0,1
593,593,593,593,293,293,293,293,293,293,293,295,904,,"""Everyone was driving over the speed limit, so I shouldn't have gotten a ticket for it!"" is an example of which logical fallacy?",ad populum,""" Everyone was driving over MSK<0> , so I shouldn't have gotten a ticket for MSK<0> ! "" is an example of which logical fallacy ? ",293.0,1
594,594,594,594,294,294,294,294,294,294,294,296,660,,"I am athletic because I run, and I run because I'm athletic.",circular reasoning,"MSK<0> am MSK<1> because MSK<0> MSK<2> , and MSK<0> MSK<2> because MSK<0> 'm MSK<1> . ",294.0,1
595,595,595,595,295,295,295,295,295,295,295,297,1548,,"If it wasn't a missile, a bomb, or mechanical failure, then all that's left is a meteorite.",false dilemma,"If it wasn't a missile , a bomb , or mechanical failure , then all that 's left is a meteorite . ",295.0,1
596,596,596,596,296,296,296,296,296,296,296,298,2148,,Moving the goalposts or making up exceptions when a claim is shown to be false.,intentional,Moving the goalposts or making up exceptions when a claim is shown to be false . ,296.0,1
597,597,597,597,297,297,297,297,297,297,297,299,2357,,Either you are with me or you are against me.,false dilemma,Either MSK<0> are with MSK<1> or MSK<0> are against MSK<1> . ,297.0,1
598,598,598,598,298,298,298,298,298,298,298,300,762,,"McDonald's Hamburgers, over 99 billion served.",ad populum,"McDonald 's Hamburgers , over 99 billion served . ",298.0,1
599,599,599,599,299,299,299,299,299,299,299,301,872,,"""Jose, join us because everybody will come to the party and only you will be left behind.""",ad populum,""" Jose , join us because everybody will come to the party and only you will be left behind . "" ",299.0,1
600,600,600,600,300,300,300,300,300,300,300,302,1750,,Pamela is the class secretary. She says that she thinks that the class should do more service projects. Mark says he can’t believe Pamela doesn’t support the annual school dance.,fallacy of extension,MSK<0> is the MSK<1> secretary . MSK<0> says that MSK<0> thinks that the MSK<1> should do more service projects . MSK<2> says MSK<2> ca n’t believe MSK<0> does n’t support the annual school dance . ,300.0,1
601,601,601,601,301,301,301,301,301,301,301,303,563,,The reason Donald Trump got elected was because liberals took political correctness too far.,false causality,The reason Donald Trump got elected was because liberals took political correctness too far . ,301.0,1
602,602,602,602,302,302,302,302,302,302,302,304,2365,,His political party wants to spend your precious tax dollars on big government. But my political party is planning strategic federal investment in critical programs.,equivocation,MSK<0> wants to spend your precious tax dollars on big government . But MSK<0> is planning strategic federal investment in critical programs . ,302.0,1
603,603,603,603,303,303,303,303,303,303,303,305,1935,,It is the center of the spectrum of two extremes of deficiency and excessiveness.,fallacy of relevance,It is the center of the spectrum of two extremes of deficiency and excessiveness . ,303.0,1
604,604,604,604,304,304,304,304,304,304,304,306,398,,This clinic sure makes a lot of money. Each of the psychologists who work there must earn a large income.,faulty generalization,This clinic sure makes a lot of money . Each of the psychologists who work there must earn a large income . ,304.0,1
605,605,605,605,305,305,305,305,305,305,305,307,1833,,"“My wife wants to talk about cleaning out the garage, so I asked her what she wants to do with our patio furniture. Now she’s shopping for new patio furniture and not asking me about the garage.”",fallacy of relevance,"MSK<7> MSK<0> MSK<1> to talk about cleaning out MSK<2> , so MSK<3> MSK<4> MSK<0> what MSK<0> MSK<1> to do with our MSK<6> . Now MSK<0> ’s shopping for new MSK<6> and not MSK<4> MSK<3> about MSK<2> . MSK<7> ",305.0,1
606,606,606,606,306,306,306,306,306,306,306,308,1443,,"Luke didn't want to eat his vegetables, but his father told him to think about the poor, starving children in a third world country who don't have anything to eat.",appeal to emotion,"MSK<0> didn't want to MSK<1> MSK<0> vegetables , but MSK<0> father told MSK<0> to think about the poor , starving children in a third world country who don't have anything to MSK<1> . ",306.0,1
607,607,607,607,307,307,307,307,307,307,307,309,1355,,"All Jim Carrey movies are hilarious. No horror movies are Jim Carrey movies. Therefore, no horror movies are hilarious.",fallacy of logic,"All MSK<0> MSK<1> are MSK<2> . No MSK<3> MSK<1> are MSK<0> MSK<1> . Therefore , no MSK<3> MSK<1> are MSK<2> . ",307.0,1
608,608,608,608,308,308,308,308,308,308,308,310,2057,,"Coke is not as healthy for you as Pepsi. Besides, Britney Spears drinks Pepsi, so it must be healthier than Coke.",fallacy of credibility,"MSK<0> is not as healthy for you as MSK<1> . Besides , Britney Spears drinks MSK<1> , so MSK<1> must be healthier than MSK<0> . ",308.0,1
609,609,609,609,309,309,309,309,309,309,309,311,225,,"If you break your diet and have one cookie tonight, you will just want to eat 10 cookies tomorrow, and before you know it, you will have gained back the 15 pounds you lost.",faulty generalization,"If MSK<0> break MSK<0> and have one MSK<2> , MSK<0> will just want to eat 10 MSK<2> , and before MSK<0> know coref1 , MSK<0> will have gained back the 15 pounds MSK<0> lost . ",309.0,1
610,610,610,610,310,310,310,310,310,310,310,312,1322,,My fridge isn't working. I should probably finish that book I've been reading.,fallacy of logic,MSK<0> fridge isn't working . MSK<0> should probably finish that book MSK<0> 've been reading . ,310.0,1
611,611,611,611,311,311,311,311,311,311,311,313,278,,"""We can't allow students to be paid for their grade because next thing you know they'll expect to be paid just for waking up in the morning.""",faulty generalization,""" We can't allow MSK<0> to be MSK<1> for MSK<0> grade because next thing you know MSK<0> 'll expect to be MSK<1> just for waking up in the morning . "" ",311.0,1
612,612,612,612,312,312,312,312,312,312,312,314,1875,,"Your mom gets your phone bill, and you have gone over the limit. You begin talking to her about how hard your math class is and how well you did on a test today.",fallacy of relevance,"MSK<0> mom gets MSK<0> phone bill , and MSK<0> have gone over the limit . MSK<0> begin talking to her about how hard MSK<0> math class is and how well MSK<0> did on a test today . ",312.0,1
613,613,613,613,313,313,313,313,313,313,313,315,1277,,"Doctors refer to medical books all the time when they are treating patients. In the same way, I should be allowed to use a textbook in my medical exam.",fallacy of logic,"MSK<0> refer to MSK<1> MSK<3> all the time when MSK<0> are treating patients . In the same way , MSK<2> should be allowed to use a MSK<3> in MSK<2> MSK<1> exam . ",313.0,1
614,614,614,614,314,314,314,314,314,314,314,316,806,,"“This is how most schools evaluate their students, so it must be effective.”",ad populum,"MSK<2> MSK<0> is how MSK<1> evaluate MSK<1> students , so MSK<0> must be effective . MSK<2> ",314.0,1
615,615,615,615,315,315,315,315,315,315,315,317,131,,Even though people say we are going to behave; we know they won't behave well.,faulty generalization,Even though MSK<0> say MSK<1> are going to MSK<2> ; MSK<1> know MSK<0> won't MSK<2> well . ,315.0,1
616,616,616,616,316,316,316,316,316,316,316,318,1191,,My teacher always brings up stuff about Women's Rights. She only cares about it because she is a woman. The stats she shows us are probably bias.,ad hominem,MSK<0> always brings up stuff about MSK<1> 's Rights . MSK<0> only cares about it because MSK<0> is a MSK<1> . The stats MSK<0> shows us are probably bias . ,316.0,1
617,617,617,617,317,317,317,317,317,317,317,319,2343,,You have to give me a passing grade. I spent 150 hours on that project and missed every party this quarter.,appeal to emotion,You have to give MSK<0> a passing grade . MSK<0> spent 150 hours on that project and missed every party this quarter . ,317.0,1
618,618,618,618,318,318,318,318,318,318,318,320,2094,,"You can’t prove your candidate will win, so I assume he won’t",intentional,"MSK<0> ca n’t prove MSK<0> will win , so I assume coref1 wo n’t ",318.0,1
619,619,619,619,319,319,319,319,319,319,319,321,414,,People who eat yogurt have healthy guts. If I eat yogurt I will never get sick.,false causality,People who MSK<1> have healthy guts . If MSK<2> MSK<1> MSK<2> will never get sick . ,319.0,1
620,620,620,620,320,320,320,320,320,320,320,322,1943,,"Trump asked Clinton about her “33,000“ deleted emails, but Clinton responds by correcting him rather than addressing the deleted emails: “Not — well, we turned over 35,000, so…”",fallacy of relevance,"MSK<0> asked MSK<1> about MSK<0> , but MSK<1> responds by correcting MSK<1> rather than addressing coref2 : MSK<2> Not — well , we turned over 35,000 , so … MSK<2> ",320.0,1
621,621,621,621,321,321,321,321,321,321,321,323,813,,"In the court trial deliberations, Juror Seven says, ""There are still eleven of us who think he's guilty. You're alone."" His attempt to use numbers to persuade Eight is:",ad populum,"In the court trial deliberations , Juror Seven says , "" There are still eleven of us who think MSK<0> 's guilty . You 're alone . "" MSK<0> attempt to use numbers to persuade Eight is : ",321.0,1
622,622,622,622,322,322,322,322,322,322,322,324,1585,,You either are for us or you are all against,false dilemma,MSK<0> either are for us or MSK<0> are all against ,322.0,1
623,623,623,623,323,323,323,323,323,323,323,325,6,,All women are bad drivers.,faulty generalization,All women are bad drivers . ,323.0,1
624,624,624,624,324,324,324,324,324,324,324,326,1217,,"My friend told me to quit singing in the car since I have a ""bad voice."" She sings in the car all of the time!",ad hominem,"MSK<0> told MSK<0> to quit MSK<2> in MSK<1> since MSK<0> have a "" bad voice . "" coref1 MSK<2> in MSK<1> all of the time ! ",324.0,1
625,625,625,625,325,325,325,325,325,325,325,327,1822,,"In government, arguing for raising taxes - ""We need more revenue to support the programs that we have. Children are our future. Let's support children.""",fallacy of relevance,"In government , arguing for raising taxes - "" MSK<0> need more revenue to MSK<1> the programs that MSK<0> have . MSK<2> are MSK<0> future . Let MSK<0> MSK<1> MSK<2> . "" ",325.0,1
626,626,626,626,326,326,326,326,326,326,326,328,1285,,FDR was a mighty engine pulling country out of desert of Great Depression,fallacy of logic,FDR was a mighty engine pulling country out of desert of Great Depression ,326.0,1
627,627,627,627,327,327,327,327,327,327,327,329,1740,,"Person A: I think pollution from humans contributes to climate change. Person B: So, you think humans are directly responsible for extreme weather, like hurricanes, and have caused the droughts in the southwestern U.S.?",fallacy of extension,"MSK<0> A : I MSK<1> pollution from MSK<2> contributes to MSK<3> change . MSK<0> B : So , you MSK<1> MSK<2> are directly responsible for extreme MSK<3> , like hurricanes , and have caused the droughts in the southwestern U.S. ? ",327.0,1
628,628,628,628,328,328,328,328,328,328,328,330,1671,,"But professor, I got all these facts from a program I saw on TV once... I don’t remember the name of it though.",equivocation,"But professor , MSK<0> got all these facts from MSK<1> MSK<0> saw on TV once ... MSK<0> do n’t remember the name of MSK<1> though . ",328.0,1
629,629,629,629,329,329,329,329,329,329,329,331,2134,,"Issue A has been raised, and adequately answered. Issue B is then raised, and adequately answered. ..... Issue Z is then raised, and adequately answered. (despite all issues adequately answered, the opponent refuses to conceded or accept the argument.",intentional,"MSK<0> A has been MSK<1> , and MSK<3> . MSK<0> B is then MSK<1> , and MSK<3> . .... . MSK<0> Z is then MSK<1> , and MSK<3> . ( despite all MSK<0> MSK<3> , the opponent refuses to conceded or accept the argument . ",329.0,1
630,630,630,630,330,330,330,330,330,330,330,332,1686,,"Student: You didn't teach us this; we never learned this.  Teacher: So, what you're saying is that you just didn't study it after we went over it in class right? That you don't want to put in the work?",fallacy of extension,"Student : MSK<0> didn't MSK<3> MSK<1> this ; MSK<1> never learned MSK<2> . MSK<3> : So , what MSK<0> 're saying is that MSK<0> just didn't study MSK<2> after MSK<1> went over MSK<2> in class right ? That MSK<0> don't want to put in the work ? ",330.0,1
631,631,631,631,331,331,331,331,331,331,331,333,73,,Look at people like Michael Vick and OJ Simpson. Professional athletes really have no sense of morality.,faulty generalization,Look at people like Michael Vick and OJ Simpson . Professional athletes really have no sense of morality . ,331.0,1
632,632,632,632,332,332,332,332,332,332,332,334,1350,,"All ghosts are imaginary. All unicorns are imaginary. Therefore, all ghosts are unicorns.",fallacy of logic,"MSK<0> are MSK<1> . All MSK<2> are MSK<1> . Therefore , MSK<0> are MSK<2> . ",332.0,1
633,633,633,633,333,333,333,333,333,333,333,335,1080,,"David is so wrong about Luna's work ethic. David is just an egotistical jerk with a God complex, what does he know?",ad hominem,"MSK<0> is so wrong about Luna 's work ethic . MSK<0> is just an egotistical jerk with a God complex , what does MSK<0> know ? ",333.0,1
634,634,634,634,334,334,334,334,334,334,334,336,529,,"Every sunrise, the rooster makes a sound. So it is the rooster which makes the sun rise.",false causality,"Every sunrise , MSK<0> makes a sound . So it is MSK<0> which makes the sun rise . ",334.0,1
635,635,635,635,335,335,335,335,335,335,335,337,337,,"President Obama’s decision to arm Syrian rebels, however meagerly, has all but doomed us to an Iraq-style debacle",faulty generalization,"President Obama ’s decision to arm Syrian rebels , however meagerly , has all but doomed us to an Iraq - style debacle ",335.0,1
636,636,636,636,336,336,336,336,336,336,336,338,544,,"My new sport psychology intervention works! I chose the player with the lowest batting average based on the last game from each of the teams in our amateur baseball league. Then I gave each of them my 5-minute intervention. And almost all of them improved their batting average in the next game!"" (Note: this example may also involve the statistical phenomenon of regression to the mean.",false causality,"MSK<0> works ! MSK<1> chose the player with MSK<2> based on the last MSK<3> from each of the teams in our amateur baseball league . Then MSK<1> gave each of MSK<4> MSK<0> . And almost all of MSK<4> improved MSK<2> in the next MSK<3> ! "" ( Note : MSK<0> may also involve the statistical phenomenon of regression to the mean . ",336.0,1
637,637,637,637,337,337,337,337,337,337,337,339,491,,"Earthquakes are caused when the plates of the Earth's crust move. Earthquakes happen along ""fault lines"" in the earth’s crust. When the plates in the Earth suddenly shift, the Earth will begin to shift, shake or tremble. What is the central idea?",false causality,"MSK<0> are caused when MSK<1> MSK<2> . MSK<0> happen along "" fault lines "" in MSK<2> crust . When MSK<1> MSK<2> suddenly MSK<3> , MSK<2> will begin to MSK<3> , shake or tremble . What is the central idea ? ",337.0,1
638,638,638,638,338,338,338,338,338,338,338,340,435,,You oversleep and then fail a test; so you assume that oversleeping causes you to fail tests,false causality,MSK<0> MSK<3> and then MSK<1> a MSK<2> ; so MSK<0> assume that MSK<3> causes MSK<0> to MSK<1> MSK<2> ,338.0,1
639,639,639,639,339,339,339,339,339,339,339,341,1759,,"Person 1: I think pollution from humans contributes to climate change.  Person 2: So, you think humans are directly responsible for extreme weather, like hurricanes, and have caused the droughts in the southwestern U.S.? If that’s the case, maybe we just need to go to the southwest and perform a “rain dance.”",fallacy of extension,"MSK<3> : I MSK<1> pollution from MSK<2> contributes to MSK<6> change . MSK<3> : So , you MSK<1> MSK<2> are directly responsible for extreme MSK<6> , like hurricanes , and have caused the droughts in the MSK<5> U.S. ? If that ’s the case , maybe we just need to go to the MSK<5> and perform a MSK<4> MSK<6> dance . MSK<4> ",339.0,1
640,640,640,640,340,340,340,340,340,340,340,342,810,,"Marcus wants to go to a small community college close to home, but most of the kids in his class are applying to larger colleges out of state. Marcus decides that he should also apply to those colleges.",ad populum,"MSK<0> wants to go to a small community college close to home , but most of the kids in MSK<0> class are MSK<1> to MSK<2> out of state . MSK<0> decides that MSK<0> should also MSK<1> to MSK<2> . ",340.0,1
641,641,641,641,341,341,341,341,341,341,341,343,755,,"the phrase ""Ninety percent of all people surveyed said that McDonalds is better than Burger King so it must be true.""  represents which fallacy?",ad populum,"the phrase "" Ninety percent of all people surveyed said that MSK<0> is better than Burger King so MSK<0> must be true . "" represents which fallacy ? ",341.0,1
642,642,642,642,342,342,342,342,342,342,342,344,767,,Millions of people drink Diet Coke every year so it must be the best soft drink in the world.,ad populum,Millions of people MSK<0> MSK<1> every year so MSK<1> must be the best soft MSK<0> in the world . ,342.0,1
643,643,643,643,343,343,343,343,343,343,343,345,418,,"Pointing to a fancy chart, Roger shows how temperatures have been rising over the past few centuries, whilst at the same time the numbers of pirates have been decreasing; thus pirates cool the world and global warming is a hoax.",false causality,"Pointing to a fancy chart , Roger shows how temperatures have been rising over the past few centuries , whilst at the same time the numbers of MSK<0> have been decreasing ; thus MSK<0> cool the world and global warming is a hoax . ",343.0,1
644,644,644,644,344,344,344,344,344,344,344,346,1675,,"""Senator Jones says that we should not fund the attack submarine program. I disagree entirely. I can't understand why he wants to leave us defenseless like that.""",fallacy of extension,""" MSK<0> says that MSK<1> should not fund the attack submarine program . MSK<0> disagree entirely . MSK<0> can't understand why he wants to leave MSK<1> defenseless like that . "" ",344.0,1
645,645,645,645,345,345,345,345,345,345,345,347,1109,,"This trick, which literally means ""to the guy,"" distorts a person's character subtly or blatantly, undermining their reputation regardless of how compelling their point is.",ad hominem,"This trick , which literally means "" to the guy , "" distorts MSK<0> character subtly or blatantly , undermining MSK<0> reputation regardless of how compelling MSK<0> point is . ",345.0,1
646,646,646,646,346,346,346,346,346,346,346,348,1553,,"Dad, either you let me go to the party or you're a bad dad.",false dilemma,"MSK<0> , either MSK<1> let me go to the party or MSK<1> 're a bad MSK<0> . ",346.0,1
647,647,647,647,347,347,347,347,347,347,347,349,2219,,"Most people believe in ghosts, so ghosts are real.",ad populum,"Most people believe in MSK<0> , so MSK<0> are real . ",347.0,1
648,648,648,648,348,348,348,348,348,348,348,350,1667,,"If you are open to it, love will find you.",equivocation,"If MSK<0> are open to it , love will find MSK<0> . ",348.0,1
649,649,649,649,349,349,349,349,349,349,349,351,2376,,"Education is important for the future of the American people and our country.   So, you should choose to study at St. Cloud State University.",fallacy of relevance,"Education is important for the future of the American people and our country . So , you should choose to study at St. Cloud State University . ",349.0,1
650,650,650,650,350,350,350,350,350,350,350,352,1212,,"Wilma: You cheated on your income tax. Don't you realize that's wrong? Walter: Hey, wait a minute. You cheated on your income tax last year. Or have you forgotten about that?",ad hominem,"MSK<0> : MSK<0> MSK<1> on MSK<2> . Don't MSK<0> realize that 's wrong ? Walter : Hey , wait a minute . MSK<0> MSK<1> on MSK<2> last year . Or have MSK<0> forgotten about that ? ",350.0,1
651,651,651,651,351,351,351,351,351,351,351,353,1825,,"When you are late getting home-past curfew-you distract your parents by talking to them about the weather-how cold it is, or how rainy it is.",fallacy of relevance,"When MSK<0> are late getting home - past curfew - MSK<0> distract MSK<0> by talking to coref1 about the weather - how cold MSK<1> is , or how rainy MSK<1> is . ",351.0,1
652,652,652,652,352,352,352,352,352,352,352,354,312,,"If we control Covid-19 with measures that are too draconian, we could wind up with a government that regularly clamps down on its citizens, with bar codes on wrists and cameras in your houses that watch you all the time.",faulty generalization,"If MSK<0> control MSK<1> with measures that are too draconian , MSK<0> could wind up with a government that regularly clamps down on MSK<1> citizens , with bar codes on wrists and cameras in your houses that watch you all the time . ",352.0,1
653,653,653,653,353,353,353,353,353,353,353,355,1642,,You are either with God or against him.,false dilemma,You are either with God or against him . ,353.0,1
654,654,654,654,354,354,354,354,354,354,354,356,787,,Everybody does it.  You should too.,ad populum,Everybody does it . You should too . ,354.0,1
655,655,655,655,355,355,355,355,355,355,355,357,2374,,"You call your cell phone provider to complain about how poor your cell phone battery life is after the recent software update. The representative, instead of responding to your concern, praises the provider’s new unlimited text-messaging plans that are due to be released in the next month.",fallacy of relevance,"MSK<0> call MSK<0> to complain about how poor MSK<0> cell phone battery life is after the recent software update . The representative , instead of responding to MSK<0> concern , praises coref1 new unlimited text - messaging plans that are due to be released in the next month . ",355.0,1
656,656,656,656,356,356,356,356,356,356,356,358,429,,"“Yesterday, I walked under a ladder with an open umbrella indoors while spilling salt in front of a black cat. And I forgot to knock on wood with my lucky dice. That must be why I’m having such a bad day today. It’s bad luck.”",false causality,"MSK<3> MSK<4> , MSK<0> walked under a ladder with an open umbrella indoors while spilling salt in front of a black cat . And MSK<0> forgot to knock on wood with MSK<0> MSK<5> dice . MSK<1> must be why MSK<0> ’m having such a MSK<2> day MSK<4> . MSK<1> ’s MSK<2> MSK<5> . MSK<3> ",356.0,1
657,657,657,657,357,357,357,357,357,357,357,359,1464,,a lifelong Republican who was against Obamacare until it saved his life.,appeal to emotion,a lifelong Republican who was against MSK<0> until it saved MSK<0> life . ,357.0,1
658,658,658,658,358,358,358,358,358,358,358,360,1136,,His opinions about sports mean nothing - he can barely tie his own shoes!,ad hominem,MSK<0> opinions about sports mean nothing - MSK<0> can barely tie MSK<0> own shoes ! ,358.0,1
659,659,659,659,359,359,359,359,359,359,359,361,1658,,I didn’t steal your pen—I borrowed it,equivocation,MSK<0> did n’t steal MSK<1> — MSK<0> borrowed MSK<1> ,359.0,1
660,660,660,660,360,360,360,360,360,360,360,362,598,,"America is the best place to live, because it's better than any other country.",circular reasoning,"MSK<0> is the best place to live , because MSK<0> 's better than any other country . ",360.0,1
661,661,661,661,361,361,361,361,361,361,361,363,728,,"After years of ignoring God, people have a hard time realizing what is right and what is wrong, what is good and what is bad.",circular reasoning,"After years of ignoring God , people have a hard time realizing what is right and what is wrong , what is good and what is bad . ",361.0,1
662,662,662,662,362,362,362,362,362,362,362,364,1155,,What can our new math teacher know? Have you seen how fat she is?,ad hominem,What can our new math teacher know ? Have you seen how fat she is ? ,362.0,1
663,663,663,663,363,363,363,363,363,363,363,365,1418,,A persuasive technique meant to influence a person’s emotions.,appeal to emotion,A persuasive technique meant to influence a person ’s emotions . ,363.0,1
664,664,664,664,364,364,364,364,364,364,364,366,2085,,"Saying that the burden of proof lies not with the person making the claim, but with someone else to disprove.",intentional,"Saying that the burden of proof lies not with the person making the claim , but with someone else to disprove . ",364.0,1
665,665,665,665,365,365,365,365,365,365,365,367,2068,,"There is no concrete proof that Duterte himself is corrupt; therefore, he is an honest politician.",intentional,"There is no concrete proof that MSK<0> is corrupt ; therefore , MSK<0> is an honest politician . ",365.0,1
666,666,666,666,366,366,366,366,366,366,366,368,2025,,"We should offer movies on our company’s website. REPLY: No, we’ve built our company’s fortune by renting movies only through our stores.",fallacy of credibility,"MSK<0> should offer MSK<1> on MSK<2> website . REPLY : No , MSK<0> ’ve built MSK<2> fortune by renting MSK<1> only through MSK<0> stores . ",366.0,1
