Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,key,edited,votes,created,text,parent_text,parent_relation,grand_parent_text,author,relation,score,masked_articles,is_fallacy
212,212,212,212,212,212,4540.237,1557740875779,,1557740875779,"Being a post-tax measurement means that the numbers quoted are calculated after any environmental tax income recieved by the government. This is appropiate when discussing climate change, because if the figures were pre-tax, and the subsidy was scrapped, then the environmental tax revenue would also be lost.","This study is using ""Post Tax Energy Subsidies which includes a corrective tax. This is not the traditional understanding of a subsidy, where producers receive government money to allow consumers to pay less than the market price for goods.",-1.0,"Fossil fuel companies are benefitting from global subsidies of $5.3tn \(£3.4tn\) a year, equivalent to $10m a minute every day, in order to support societies current dependency on fossil fuels.

If reliance on fossil fuels lessens, that money would not be needed to be wasted.",c04984a9-fa6d-4a78-a11a-7f750e47fc9e,-1,0.2,"Being a MSK<2> measurement means that the numbers quoted are calculated after any MSK<1> income recieved by the government . This is appropiate when discussing climate change , because if the figures were MSK<2> , and the subsidy was scrapped , then the MSK<1> revenue would also be lost . ",0
213,213,213,213,213,213,4540.1573,1536619331383,,1536619331383,"This fight is only just beginning; it is held back at present by the climate change denial lobby, epitomised by Trumpism, but when that collapses, the world can unite and move ahead in the fight against climate change.",The fight against climate change is already happening through various sustainable development initiatives.,1.0,Humans should act to fight climate change.,f5f40f30-9b56-446b-89f5-f9189eba9ac3,1,0.2,"MSK<0> is only just beginning ; MSK<0> is held back at present by the MSK<2> denial lobby , epitomised by Trumpism , but when that collapses , the world can unite and move ahead in the fight against MSK<2> . ",0
214,214,214,214,214,214,4540.1571,1536566699333,,1536566699333,"The authors "" find a relatively strong consensus on most issues related to past, present and future chemical aspects of ocean acidification: non-anthropogenic ocean acidification events have occurred in the geological past, anthropogenic CO2 emissions are the main \(but not the only\) mechanism generating the current ocean acidification event, and anthropogenic ocean acidification that has occurred due to historical fossil fuel emissions will be felt for centuries"".","A recent peer reviewed survey of Acidification experts & their opinion reveals mixed results; Only 4 of 23 experts with knowledge in the issue area agree to \>0.98 that acidification will result in a loss of biodiviersity. - the study also reveals the disparity in opinion among the 'experts' at present - indicating the science is far from having reached consensusGattuso, J.-P., Mach, K. & Morgan, J., 2013. Ocean acidification and its impacts: an expert survey. Climatic Change, 117\(4\), pp.725–738",-1.0,Acidification threatens marine ecosystems.,f5f40f30-9b56-446b-89f5-f9189eba9ac3,-1,0.2,"The authors "" find a relatively strong consensus on most issues related to MSK<0> , present and future chemical aspects of MSK<2> : MSK<5> MSK<2> MSK<3> have MSK<4> in the geological MSK<0> , MSK<5> CO2 MSK<6> are the main \ ( but not the only \ ) mechanism generating the current MSK<2> MSK<3> , and MSK<5> MSK<2> that has MSK<4> due to historical fossil fuel MSK<6> will be felt for centuries "" . ",0
215,215,215,215,215,215,13449.124,1524157546164,,1524157546164,"The extra weight the cars carry leads to slightly more gas consumption. Thus, carbon emissions will increase slightly, too.",Fewer cars with the same amount of people in them will have a positive impact on climate change.,1.0,It should be obligatory by law to provide hitchhikers a free ride in private household's cars.,e2e8a02e-929c-47a4-a414-5fe5f9491f04,-1,0.2,"The extra weight the cars carry leads to MSK<0> more gas consumption . Thus , carbon emissions will increase MSK<0> , too . ",0
216,216,216,216,216,216,31221.129,1572687632820,,1572687632820,"Global warming has been even dubbed as a ""natural, predictable change Thus, it's a cycle of temperature changes which will increase and decrease and continue to do that.",The effects of global warming directly threaten the land and environment that humans need to live.,1.0,Man-made climate change will cause human extinction.,4a595324-a6d9-44e1-bd32-857beee7c759,-1,0.2,"MSK<0> has been even dubbed as a "" natural , predictable MSK<1> Thus , MSK<0> 's a cycle of temperature MSK<1> which will increase and decrease and continue to do that . ",0
217,217,217,217,217,217,4540.764,1517874704222,,1517874704222,"the Huffington Post article only outlines that most of the signatories are not 'Climate Scientists' yet the vast majority of scientists working in the climate science field \(especially when the petition was signed\) are in fact not Climate Scientists.  In addition, The Huffington Post article cites a handful of signatories as unverifiable. This doesn't discredit the 30,000 signatories.","The Oregon petition has been debunked - for instance, most of the signatories were not climate scientists.",-1.0,31487 American scientists \(skeptics\) signed a similar petition ,d8360563-1287-4b86-99d1-658561b737c4,-1,0.2,"MSK<0> only outlines that most of MSK<1> are not ' MSK<2> MSK<3> ' yet the vast majority of MSK<3> working in the MSK<2> MSK<3> field \ ( especially when the petition was signed \ ) are in fact not MSK<2> MSK<3> . In addition , MSK<0> cites a handful of signatories as unverifiable . MSK<0> doesn't discredit MSK<1> . ",0
218,218,218,218,218,218,4540.998,1522439402040,,1522439402040,"Even in seemingly chaotic systems a tendency can be observed, which in this case is that climate is becoming less suitable for humans \(increased rate of desertification, global temperature rising, weather extremes more often, etc.\).",The climate is known to exhibit chaotic behavior \(in the mathematical/scientific sense\) and is very difficult to link effect with cause.,1.0,Humans should act to fight climate change.,f43de00a-6b72-4986-bbe2-b23ea3030faa,-1,0.2,"Even in seemingly chaotic systems a tendency can be observed , which in this case is that MSK<0> is becoming less suitable for humans \ ( increased rate of desertification , global temperature rising , MSK<0> extremes more often , etc. \ ) . ",0
219,219,219,219,219,219,14194.14,1526301513675,,1526301513675,"The discussion is about climate change and the Sun's influence on climate change depends on the time frame. Over the course of a solar cycle, the Sun has a small influence on the climate and over 100s millions of years, the gradual warming of the Sun, has a larger influence. However, over the last million years the Sun has had little or no influence. The Milankovitch cycle then man-made CO2 are the major cause of climate change.",The sun is the major influence on climate.,1.0,The Milankovitch Cycles are major causes of climate change.,f0136d62-f06a-4f36-a447-4b2a48b2434d,-1,0.2,"The discussion is about MSK<0> change and MSK<1> MSK<2> on MSK<3> depends on the time frame . Over the course of MSK<4> , MSK<1> has a MSK<7> MSK<2> on the MSK<0> and over 100s MSK<5> of MSK<6> , the gradual warming of MSK<1> , has a larger MSK<2> . However , over the last MSK<5> MSK<6> MSK<1> has had MSK<7> or no MSK<2> . MSK<4> then man - made CO2 are the major cause of MSK<3> . ",0
220,220,220,220,220,220,4540.781,1518106837358,,1518078031059,"Dealing with effects of climate change is easier the richer you are. All IPCC scenarios suppose a GDP multiplied by 5 to 20 by 2100 \(depending on the scenario\). Therefore, it is unlikely that dealing with the effects of climate change will get more complicated. As an example, Florida is the US state with the most hurricanes, and retired Americans go there... ""for its climate"".",Dealing with the effects of climate change in the future would be much more complicated than dealing with them now,-1.0,"Due to this tackling climate change requires quick and strong action now as we would need deep behavioural, organisational change and public acceptance.",d2a5d2cf-2679-413a-8200-b9ffa49e2811,-1,0.2,"MSK<0> with MSK<1> of MSK<2> is easier the richer you are . All IPCC MSK<3> suppose a GDP multiplied by 5 to 20 by 2100 \ ( depending on the MSK<3> \ ) . Therefore , it is unlikely that MSK<0> with the MSK<1> of MSK<2> will get more complicated . As an example , MSK<4> is the US state with the most hurricanes , and retired Americans go there ... "" for MSK<4> climate "" . ",0
221,221,221,221,221,221,4540.1563,1536425001149,,1536424933247,"The linked piece says this: ""Under some circumstances a fairly small change in conditions, even something that seemed so slight as an increase of greenhouse gases, could nudge climate into a seriously different state.""","The main conclusion of the linked piece is this ""consensus developed that the climate system was unlikely to jump into an altogether different state. The most likely future was one of gradual change, with low odds for an abrupt catastrophe""",1.0,Notes from a climate science course indicate the climate exhibiting chaotic behaviour.,1124ec88-4134-4313-a34e-7c0b3d5ab6ac,-1,0.2,"The linked piece says this : "" Under some circumstances a fairly small change in conditions , even something that seemed so slight as an increase of greenhouse gases , could nudge climate into a seriously different state . "" ",0
222,222,222,222,222,222,13386.681,1554820350885,,1554820350885,"The US Energy Information Administration estimated that emissions will actually rise over the next two years.In 2018, the agency forecasts a 1.1 percent increase, and in 2019, it projects a 0.2 percent increase This is may be due to Donald Trump removing environmental protections introduced by Barack Obama.",The US has reduced emissions more than any other country,-1.0,The United States pulled out of the Paris Agreement,c04984a9-fa6d-4a78-a11a-7f750e47fc9e,-1,0.2,"MSK<0> estimated that emissions will actually rise over the next two years.In MSK<3> , MSK<0> forecasts a 1.1 MSK<2> , and in MSK<3> , MSK<0> projects a 0.2 MSK<2> This is may be due to Donald Trump removing environmental protections introduced by Barack Obama . ",0
223,223,223,223,223,223,2495.538,1524575248427,,1524575248427,"Show me this ""commitment to sustain a healthy Earth"" of which you speak. We've only seen 60 years of token efforts, half-measures, and excuses.  CO2 emissions continue to rise rapidly everywhere but the EU.  Atmospheric saturation of CO2 no longer looks like a hockey stick; it's starting to look like a vertical line.

ourworldindata.org",Giving people a Martian psychological escape clause would have the effect of diminishing their commitment to sustain a healthy Earth.,-1.0,Mars colonization will help protect species \(especially humans\) against extinction level events.,4478a15c-ef9d-4b2f-add9-52816ace703e,-1,0.2,"Show me this "" commitment to sustain a healthy Earth "" of which you speak . We 've only seen 60 years of token efforts , half - measures , and excuses . CO2 emissions continue to rise rapidly everywhere but the EU . MSK<0> no longer MSK<2> a hockey stick ; MSK<0> 's starting to MSK<2> a vertical line . ourworldindata.org ",0
224,224,224,224,224,224,6182.687,1526010709848,,1526010709848,"Between 7,500 and 52,000 Americans meet early deaths because of particulate pollution from power plant emissions. Every year, fossil fuel plants kill more people than the death toll of all nuclear power plant accidents combined.","Nuclear reactors release less radiation into the environment per kWh in comparison to coal, since radioactive compounds are concentrated and released in coal fly ash.",1.0,"Nuclear power produces lower amounts of particulate pollution than other forms of power, reducing illness.",cbe599a0-485e-417c-8455-452964393cc5,1,0.2,"Between 7,500 and 52,000 Americans meet early MSK<0> because of particulate pollution from MSK<1> MSK<2> emissions . Every year , fossil fuel MSK<2> kill more people than the MSK<0> toll of all nuclear MSK<1> MSK<2> accidents combined . ",0
225,225,225,225,225,225,15596.17,1528158389269,,1528158389269,"For example, in RPG/RPG-syle games, your actions and choices can create a unique story line or even a particular in-game social, political, economic, or cultural climate.","Active participation allows for a deeper, more enriching experience.",1.0,Video games create active participation rather than passive absorption of material.,7f17ee4b-8be1-48ca-94c8-857b8e12c36d,1,0.2,"For example , in MSK<0> / MSK<0> - syle MSK<1> , your actions and choices can create a unique story line or even a particular in - MSK<1> social , political , economic , or cultural climate . ",0
226,226,226,226,226,226,4540.1521,1558796073621,,1535926819138,"""Gigatonnes of CO2-equivalent per year"" \(GWP, GTP, \sec 2.10, and table 2.14\] is an objective measure of the effect on climate from a given amount of greenhouse gasses. Because this is how human emissions are causing warming, reductions in this measure would indicate success in efforts to curtail warming.","At present, there is no accurate measure of the success/failure of human action in terms of its impact on climate change.",-1.0,Humans should act to fight climate change.,1124ec88-4134-4313-a34e-7c0b3d5ab6ac,-1,0.2,""" Gigatonnes of CO2 - equivalent per year "" \ ( GWP , GTP , \ sec MSK<2> , and table MSK<2> \ ] is MSK<0> . Because this is how human emissions are causing MSK<1> , reductions in MSK<0> would indicate success in efforts to curtail MSK<1> . ",0
227,227,227,227,227,227,4540.162,1537005745357,,1537005745357,"We have multiple proxies that indicate past climate, including ice cores, coral growth, stalactites, pollen, tree rings and foraminifera.",This is nearly impossible because we do not have accurate records of 'past' climate.,-1.0,Predictions of climate models from the past were accurate,f5f40f30-9b56-446b-89f5-f9189eba9ac3,-1,0.2,"We have multiple proxies that indicate past climate , including ice cores , coral growth , stalactites , pollen , tree rings and foraminifera . ",0
228,228,228,228,228,228,1472.678,1484725414165,,1484725414165,"In countries with high inequality, like China or the US, emissions are the highest.","If collective actions lead to strong negative externalities, perfect equality is no good solution \(Bardhan et a., p. 16 As our societies create strong externalities, e.g. in CO2 emissions, perfect equality is detrimental.",-1.0,Inequalities bloc collective actions as the there is a lack of common identity.,aa0ebe45-4d3a-4ca3-bd7f-7c97dd942caf,-1,0.2,"In countries with high inequality , like China or the US , emissions are the highest . ",0
229,229,229,229,229,229,19119.429,1541627736452,,1541627736452,"Due to legislation by the EU to improve the quality of rivers, seas, and beaches, and reduce acid rain and sulfur emissions, member states have demonstrated their own appetite for protecting the environment.",The EU is a force for good in the world and is worth being a part of.,1.0,"Other countries may follow if Hungary leaves, setting a dangerous precedent that could lead to the dissolution of the EU.",219ffb5b-351b-4a4c-95da-203b48b04ddd,1,0.2,"Due to legislation by the EU to improve the quality of rivers , seas , and beaches , and reduce acid rain and sulfur emissions , MSK<0> have demonstrated MSK<0> own appetite for protecting the environment . ",0
230,230,230,230,230,230,31870.27,1573302326885,,1573302326885,"There are numerous studies emerging that argue that our chances of even stabilising the climate, let alone reversing climate change, are increasingly remote and improbable thinkprogress.org",The pace of global climate change is already occurring at such a rate that it would be foolish to not take actions that aid our transition to a multi-planetary species,1.0,It is essential that humans become a multi-planetary species,b895011c-a74f-4288-be35-b99b13d2a414,1,0.2,"There are numerous studies emerging that argue that our chances of even stabilising the MSK<0> , let alone reversing MSK<0> change , are increasingly remote and improbable thinkprogress.org ",0
231,231,231,231,231,231,9326.72,1526646582349,,1526646582349,"There is still a need for more reliable and predictable energy sources that can complement renewable sources that vary too much. Currently, fossil fuels are used like that, so replacing them for nuclear \(while renewable sources still develop\) is a great way to reduce greenhouse gases emissions.",Nuclear energy should be used to replace fossil fuels.,0.0,,4712d3ab-ddc3-49b4-996f-084dbf828e95,1,0.2,"There is still a need for more reliable and predictable energy MSK<0> that can complement MSK<1> MSK<0> that vary too much . Currently , MSK<2> are used like that , so replacing MSK<2> for nuclear \ ( while MSK<1> MSK<0> still develop \ ) is a great way to reduce greenhouse gases emissions . ",0
232,232,232,232,232,232,17715.306,1537230709663,,1536801268884,"It is easy to measure two variables that are isolated and in controlled conditions, and how they react to change of one input at a time. Yields are not measured in either isolated nor controlled environment; there are many other factors that can impact yield, including but not limited to climate, type of soil or pest populations","The supposedly higher yield of genetically modified crops is a widely advertised benefit, which is heavily advertised by the pro genetically modified foods lobby. The New York Times conducted an analysis of data collected by the UN. They concluded that using genetically modified crops resulted in ""no discernible advantage in yields",-1.0,Genetically modified crops can work towards mitigating world hunger and nutritional deficiencies.,6437eddd-508d-4a5a-b0ca-5bfe29d826aa,-1,0.2,"It is easy to MSK<0> two variables that are MSK<1> and in MSK<2> conditions , and how they react to change of one input at a time . MSK<3> are not MSK<0> in either MSK<1> nor MSK<2> environment ; there are many other factors that can impact MSK<3> , including but not limited to climate , type of soil or pest populations ",0
233,233,233,233,233,233,17715.169,1535918298546,,1535918298546,"Modern crops, following years of selective breeding, lack genetic diversity. This makes them particularly vulnerable to extinction as a result of disease and / or climate change.",Genetic modification can be used to prevent certain crops from becoming extinct,-1.0,Genetically modified crops threaten biodiversity.,57bf60ab-d11b-420b-88b6-95d7b1238b71,1,0.2,"MSK<0> , lack genetic diversity . This makes MSK<0> particularly vulnerable to extinction as a result of disease and / or climate change . ",0
234,234,234,234,234,234,4540.1803,1542383616784,,1542383616784,"EPA data indicates that US households and businesses, combined, are responsible for more like 11% of US GHG emissions. If that's correct, a much bigger effect could be had by making structural changes at the national level, e.g. programs to transform energy production, transportation, etc.","U.S. households are responsible for 626 million metric tons of carbon dioxide emissions per year, nearly 40 percent of U.S. greenhouse gas emissions and 8 percent of global emissions. Behavioural changes could reduce the amount of energy needed in the first place and help in a more immediate way than changing all energy sources.",-1.0,Behavioural change and public acceptance is not necessary for large energy companies to switch production from coal to solar/wind/hydro/nuclear.,1124ec88-4134-4313-a34e-7c0b3d5ab6ac,-1,0.2,"EPA data indicates that US households and businesses , combined , are responsible for more like 11 % of US GHG emissions . If that 's correct , a much bigger effect could be had by making structural changes at the national level , e.g. programs to transform energy production , transportation , etc. . ",0
235,235,235,235,235,235,1291.381,1433351502214,,1433351502214,"The Interacademy Panel Statement on Population Growth has stated that many environmental problems, such as rising levels of atmospheric carbon dioxide, global warming and pollution are aggravated by the population expansion.",Overpopulation does not cause the consumption of natural resources at a faster pace but technical development and industrialization.,-1.0,Overpopulation is causing the consumption of water and natural resources at faster pace than the rate of regeneration resulting in a deterioration of living conditions.,e6827414-cadf-4300-836e-22f4285427cf,-1,0.2,"The Interacademy Panel Statement on MSK<0> Growth has stated that many environmental problems , such as rising levels of atmospheric carbon dioxide , global warming and pollution are aggravated by the MSK<0> expansion . ",0
236,236,236,236,236,236,9226.1241,1549634827375,,1542716408198,"If we look at history, we will see that this dieoff only really happened when a civilization collapsed for good \(see Jared Diamond: ""Collapse"" Humanity is using up the natural ""capital"", and when the availability of a key resource drops, it won't come back. Alternatively, if the dieoff starts due to a global climate catastrophe, it won't revert to the previous stable point. We will be left with depleted resources and/or a global climate that is much worse. It would be good to prevent this.","If there are not enough resources, people will die and the situation will 'stabilize'.",-1.0,Earth resources may not be able to sustain human population at its current \(or any physical\) growth due to them being finite.,d2d92360-6f1f-40e9-9d40-8489f3e84ddc,-1,0.2,"If MSK<0> look at history , MSK<0> will see that MSK<1> only really happened when a civilization MSK<2> for MSK<3> \ ( see Jared Diamond : "" MSK<2> "" Humanity is using up the natural "" capital "" , and when the availability of a key MSK<4> drops , MSK<1> won't come back . Alternatively , if MSK<1> starts due to a MSK<6> catastrophe , MSK<1> won't revert to the previous stable point . MSK<0> will be left with depleted MSK<4> and / or a MSK<6> that is much worse . It would be MSK<3> to prevent this . ",0
237,237,237,237,237,237,4540.58,1516393228396,,1516393228396,"The referenced notes conclude that for all the variability of the system, climate change is no longer in doubt. 

""What was no longer in doubt was the most important insight produced by the half-century of computer experiments......The climate looked less like a simple predictable system than like a confused beast, which a dozen different forces were prodding in different directions. It responded sluggishly, but once it began to move it would be hard to stop.""",Notes from a climate science course indicate the climate exhibiting chaotic behaviour.,1.0,The climate is known to exhibit chaotic behavior \(in the mathematical/scientific sense\) and is very difficult to link effect with cause.,c70abc49-9d81-4e3d-83c0-aeb80a95cc15,-1,0.2,"The referenced notes conclude that for all the variability of the MSK<0> , climate change is no MSK<1> in MSK<2> . "" What was no MSK<1> in MSK<2> was the most important insight produced by the half - century of computer experiments ..... . MSK<3> looked less MSK<4> a simple predictable MSK<0> than MSK<4> a confused beast , which a dozen MSK<5> forces were prodding in MSK<5> directions . MSK<3> responded sluggishly , but once MSK<3> began to move MSK<3> would be hard to stop . "" ",0
238,238,238,238,238,238,4540.236,1512296058622,,1512296058622,"The correlation isnt straightforward - for example there is ample evidence of a slowdown or 'hiatus in warming during the early part of the 21st Century. Clouds, albedo, snow and other phenomenon exhibit non-linear chaotic behaviour making it extremely difficult to predict or project climate change.",Accurate measures of the increase in Earth's temperature are correlated with recent increases in CO2 levels.,-1.0,Humans should act to fight climate change.,d8360563-1287-4b86-99d1-658561b737c4,-1,0.2,"MSK<0> straightforward - for example there is ample evidence of a slowdown or ' hiatus in warming during the early part of the 21st Century . Clouds , albedo , snow and other phenomenon exhibit non-linear chaotic behaviour making MSK<0> extremely difficult to predict or project climate change . ",0
239,239,239,239,239,239,4540.1798,1542223544458,,1542223544458,"Pure conjecture, and not supportable. Portfolio managers are highly analytical and driven by facts and numbers. If they ignore ""the sky is falling"" mantra around climate change, then the sky probably isn't really falling.",This may simply indicate that portfolio managers are not completely rational in their decisions.,-1.0,"The industry doesn't take it seriously. The insurance industry has over 15 trillion invested in the market, and their assets are not in low carbon investments.",60d2718a-aa08-4a5b-9cea-3a4c9fe47f81,-1,0.2,"Pure conjecture , and not supportable . MSK<0> are highly analytical and driven by facts and numbers . If MSK<0> ignore "" MSK<1> is MSK<2> "" mantra around climate change , then MSK<1> probably isn't really MSK<2> . ",0
240,240,240,240,240,240,4540.586,1516458710315,,1516458710315,"Transitioning to a low carbon economy will have huge benefits beyond mitigating climate change. Currently air pollution is the fourth largest killer in the world, besides the many deaths due to fossil fuel extraction. Renewables allow much greater energy security, decreasing the risk of resource wars. In short, we have everything to gain and nothing to lose by making this transition.",Humans should act to fight climate change.,0.0,,d2951bbd-e1f4-425d-aa43-eb3edce0c78d,1,0.2,"MSK<0> to a low carbon economy will have huge benefits beyond mitigating climate change . Currently air pollution is the fourth largest killer in the world , besides the many deaths due to fossil fuel extraction . Renewables allow much greater energy security , decreasing the risk of resource wars . In short , we have everything to gain and nothing to lose by making this MSK<0> . ",0
241,241,241,241,241,241,4540.1928,1545238814014,,1545238814014,"There is a massive amount of evidence that anthropogenic CO₂ is warming the planet. In essence, CO₂ is a major Greenhouse Gas, CO₂ has been increasing over the past 150 years, temperature has been increasing, and we cannot explain this increase by natural variation alone, but we can explain it by including CO₂.","""The world's temperature and co2 have fluctuated in the past and so there is precedence for change.Ice core temperature graph spanning 800,000 years",1.0,We shouldn't fight climate change because it is natural.,f5f40f30-9b56-446b-89f5-f9189eba9ac3,-1,0.2,"There is a massive amount of evidence that anthropogenic MSK<0> MSK<1> is warming the planet . In essence , MSK<2> MSK<1> is a major Greenhouse Gas , MSK<2> MSK<1> has been MSK<3> over the past 150 years , temperature has been MSK<3> , and MSK<4> can not MSK<6> by natural variation alone , but MSK<4> can MSK<6> by including MSK<0> MSK<1> . ",0
242,242,242,242,242,242,15052.371,1540236406668,,1540236406668,"Global threats like climate change ask for more globally united responses then challenges of the past. Creating this unity from all countries to all countries would require 200^2 / 2 interactions, while the UN requires just 200 interactions \(if 200 is the number of nations\). The total of 200^2/2 interactions all coming out positively is not achievable, therefore an organisation like the UN is necessary.",The world doesn't need an organisation like the UN.,-1.0,The UN is a force for good.,c3c99d66-324c-4493-a1a3-2b9e073c324a,-1,0.2,"MSK<7> threats MSK<0> climate change ask for more MSK<7> united responses then challenges of the past . Creating this unity from MSK<1> to MSK<1> would MSK<2> MSK<3> ^ MSK<4> / MSK<4> MSK<5> , while MSK<6> MSK<2> just MSK<3> MSK<5> \ ( if MSK<3> is the number of nations \ ) . The total of MSK<3> ^ 2/2 MSK<5> all coming out positively is not achievable , therefore an organisation MSK<0> MSK<6> is necessary . ",0
243,243,243,243,243,243,4540.181,1542996369276,,1542996369276,"The link claims a 30% increase in plant growth at 1500ppm CO₂. However, humans begin to suffer symptoms of impaired higher cognition at those levels. Therefore, quite apart from climate change, CO₂ levels must be capped for reasons of human health.",CO₂ levels in the atmosphere are currently sub optimal for plant growth,-1.0,Humans should act to fight climate change.,f5f40f30-9b56-446b-89f5-f9189eba9ac3,-1,0.2,"The link claims a 30 % increase in plant growth at 1500ppm MSK<1> . However , MSK<2> begin to suffer symptoms of impaired higher cognition at those MSK<3> . Therefore , quite apart from climate change , MSK<1> MSK<3> must be capped for reasons of MSK<2> health . ",0
244,244,244,244,244,244,4540.1638,1537337460058,,1537337460058,"Levels of CO2 in the Carboniferous were about 1500ppm, and they fell to 350ppm in the late period, giving a mean level of about 800ppm Early Carboniferous temperatures were around 22C, and they fell to about 12C in the late Carboniferous. CO2 levels Temperatures",CO₂ is beneficial to plant life.,1.0,"A greater concentration of CO₂ should be preferable for some life on Earth, such as plants. More plant life should be beneficial to humanity.",f5f40f30-9b56-446b-89f5-f9189eba9ac3,-1,0.2,"MSK<0> of MSK<1> in MSK<2> were about MSK<5> , and MSK<2> MSK<3> to MSK<5> in the MSK<6> period , giving a mean MSK<0> of about MSK<5> MSK<6> Carboniferous MSK<4> were around MSK<7> , and MSK<2> MSK<3> to about MSK<7> in MSK<2> . MSK<1> MSK<0> MSK<4> ",0
245,245,245,245,245,245,4540.18,1542224773690,,1542224773690,"Costa Rica experiences the same changing climate, but they are well governed. Hence they are a recipient of migration, not a cause.",Climate change is one of the drivers for migration from Central America.,-1.0,Issues with migration are at times caused by conflict and poor governance. Climate change is not the only factor in this issue.,60d2718a-aa08-4a5b-9cea-3a4c9fe47f81,-1,0.2,"Costa Rica experiences the same changing climate , but MSK<0> are well governed . Hence MSK<0> are a recipient of migration , not a cause . ",0
246,246,246,246,246,246,3346.3872,1520538252701,,1520496787505,"This is true, however people do not always trust that their responses are anonymous and/or confidential. Given the climate around guns in many areas, many gun owners currently do not report that they have a gun in their homes out of fear of ending up on a registry \(or for any number of other reasons\). Similarly, those that have used a gun defensively might not be willing to report it, even to a survey.","The BJS statistics are based on the National Crime Victimisation Survey, which doesn't just survey those who have reported a crime - it surveys a random sample, and includes questions about unreported crime. While someone may not report a crime to the police at the time, they can still include it when surveyed.",-1.0,Not all defensive gun use is reported.,8d7947d6-63f2-4ded-81de-a18ebd1472c0,-1,0.2,"This is true , however MSK<0> do not always trust that MSK<0> responses are anonymous and / or confidential . Given the climate around guns in many areas , MSK<1> currently do not MSK<2> that MSK<1> have MSK<3> in MSK<1> homes out of fear of ending up on a registry \ ( or for any number of other reasons \ ) . Similarly , those that have used MSK<3> defensively might not be willing to MSK<2> MSK<3> , even to a survey . ",0
247,247,247,247,247,247,3454.145,1486967755847,,1486967755847,"As of last year, a third of the members of the US congress were denying the man-made nature of climate change, against the overwhelming scientific evidence.",There is little reason to assume that politicians' opinions are necessarily more informed than those of average voters.,-1.0,Citizens lack the knowledge and skills to draft good laws.,9972cb14-00f7-42d2-9b64-846aa0812775,1,0.2,"As of last year , a third of the members of the US congress were denying the man - made nature of climate change , against the overwhelming scientific evidence . ",0
248,248,248,248,248,248,15052.486,1554820350885,,1554820350885,"The US Energy Information Administration estimated that emissions will actually rise over the next two years.In 2018, the agency forecasts a 1.1 percent increase, and in 2019, it projects a 0.2 percent increase This is may be due to Donald Trump removing environmental protections introduced by Barack Obama.",The US has reduced emissions more than any other country,-1.0,"The UN is due to lose a key polluter from the agreement, the USA in November 2020.",c04984a9-fa6d-4a78-a11a-7f750e47fc9e,-1,0.2,"MSK<0> estimated that emissions will actually rise over the next two years.In MSK<3> , MSK<0> forecasts a 1.1 MSK<2> , and in MSK<3> , MSK<0> projects a 0.2 MSK<2> This is may be due to Donald Trump removing environmental protections introduced by Barack Obama . ",0
249,249,249,249,249,249,1229.6774,1531063852066,,1530961041752,"1 kg of chicken produces 6,9 kg CO2 eq; 1 kg of vegetables about 1.5-2 kg CO2 eq \( However, chicken has about 3-5 times more calories and up to 10 times as much protein as many vegetables, meaning you need to consume less of it on a kg to kg basis. A single mile in an airplane produces about 24 kg CO2 eq \(blueskymodel.org about the same as 2 pounds of beef - so one single domestic flight will usually offset a person's meat-related carbon emissions for a whole year.",Eating and producing meat heavily contributes to climate change.,1.0,Farming animals has severe impacts on the local environment due to its heavy resource use and impact upon the landscape.,1d21929f-cf8b-4e09-a66a-79550fbf91f0,-1,0.2,"MSK<0> MSK<1> 6,9 MSK<2> MSK<4> ; MSK<6> MSK<2> of MSK<5> about 1.5 - MSK<6> MSK<2> MSK<4> \ ( However , coref1 has about MSK<6> - MSK<6> MSK<7> more calories and up to 10 MSK<7> as much protein as many MSK<5> , meaning you need to consume less of MSK<0> on a MSK<2> to MSK<2> basis . A MSK<8> mile in an MSK<10> MSK<1> about 24 MSK<2> MSK<4> \ ( blueskymodel.org about the same as MSK<6> pounds of MSK<9> - so one MSK<8> domestic MSK<10> will usually offset a person 's MSK<9> - related carbon emissions for a whole year . ",0
250,250,250,250,250,250,15052.454,1553947806751,,1553947806751,"The USA makes around a 15% of total emissions, and china 25%. The paris agreement will be on track if emissions are reduced by 50% by 2030. Therefore the paris agreement can still be met even if the USA, China, or both dropped out.","As the US is one of the main contributors to pollution, their withdrawal from the agreement means that the reaffirmation to the commitment of other countries will have little significance in preventing climate change as it is insufficient without the US taking steps to reduce emissions as well.",-1.0,The international response to the US withdrawal was a strong reaffirmation of their commitment to the agreement.,c04984a9-fa6d-4a78-a11a-7f750e47fc9e,-1,0.2,"The MSK<0> makes around a 15 % of total MSK<1> , and MSK<2> 25 % . MSK<3> will be on track if MSK<1> are reduced by 50 % by 2030 . Therefore MSK<3> can still be met even if the MSK<0> , MSK<2> , or both dropped out . ",0
