,argument,sa_argument,hypothesis,is_fallacy
157,"The Catechism of the Catholic Church \(#47\) declares that ""the one true God, our Creator and Lord, can be known with certainty from his works, by the natural light of human reason \(cf. Vatican Council I, can. 2 § 1: DS 3026\).""","The Catechism of the Catholic Church \ ( # 47 \ ) declares that "" the one true God , our Creator and Lord , can be known with certainty from MSK<0> works , by the natural light of human reason \ ( cf. Vatican Council MSK<0> , can . 2 § 1 : DS 3026 \ ) . "" ",This argument is fallacious.,1.0
158,A self-evident conclusion is most likely an example of the fallacy begging the question.,A self - evident conclusion is most likely an example of the fallacy begging the question . ,This argument is fallacious.,1.0
159,Man has a sensus divinitatis \(sense of divinity\) that grounds \(justifies\) belief in God by the appropriate circumstances making it properly basic. Alvin Plantinga speaks of sensus divinitatis as “a disposition or set of dispositions to form theistic beliefs in various circumstances or stimuli that trigger the working of this sense of divinity.”,Man has a MSK<1> \ ( MSK<2> \ ) that grounds \ ( justifies \ ) MSK<3> in God by the appropriate MSK<4> making it properly basic . Alvin Plantinga speaks of MSK<1> as MSK<6> a MSK<5> or set of MSK<5> to form theistic MSK<3> in various MSK<4> or stimuli that trigger the working of MSK<2> . MSK<6> ,This argument is fallacious.,1.0
160,"If God's morality is beyond our comprehension, even given our imperfect being, we must act on the information that we have, because it is the only information we have, and thus what God wanted us to see. If we see God's morality as subjective, it is God's will that we interpret it as such.","If MSK<0> is beyond MSK<1> comprehension , even given MSK<1> imperfect being , MSK<1> must act on the MSK<2> that MSK<1> have , because MSK<0> is the only MSK<2> MSK<1> have , and thus what MSK<3> wanted MSK<1> to see . If MSK<1> see MSK<0> as subjective , MSK<0> is MSK<3> will that MSK<1> interpret MSK<0> as such . ",This argument is fallacious.,1.0
161,"Any obstruction in the predictability of their choices \(given all the relevant data\) would have to result from some external source \(randomness, demonic possession, etc\), not determined by the individual's will. The interjection of such an external source, though making the individual less predictable, would arguably make them even less free, since it would restrict their ability to choose according to their nature.","Any obstruction in the MSK<4> of MSK<0> MSK<3> \ ( given all the relevant data \ ) would have to result from some external source \ ( randomness , demonic possession , etc \ ) , not determined by MSK<1> will . MSK<2> , though making MSK<1> less MSK<4> , would arguably make MSK<0> even less free , since MSK<2> would restrict MSK<0> ability to MSK<3> according to MSK<0> nature . ",This argument is fallacious.,1.0
162,"The Principle of Sufficient Reason suggests that everything requires a sufficient reason for its existence, but says nothing about whether this reason is internal or external to the thing itself.","MSK<0> suggests that everything requires MSK<1> MSK<0> , but says nothing about whether MSK<1> is internal or external to MSK<2> MSK<2> . ",This argument is fallacious.,1.0
163,"Science itself falls into the same epistemological trap as any other body of knowledge. It rests on assumptions \(axioms\) which themselves cannot be proven. The axioms of science are taken as self-evident. This self-evidence is therefore a higher standard of proof than science, because science relies on it to get its axioms. Self-evident proof can also supply us with a metaphysical science.","MSK<0> falls into the same epistemological trap as any other body of knowledge . MSK<0> rests on assumptions \ ( axioms \ ) which themselves can not be MSK<5> . MSK<1> are taken as MSK<2> - MSK<3> . MSK<4> is therefore a higher standard of MSK<5> than MSK<6> , because MSK<6> relies on MSK<4> to get MSK<1> . MSK<2> - MSK<3> MSK<5> can also supply us with a metaphysical MSK<6> . ",This argument is fallacious.,1.0
164,The reliability of empirical evidence cannot be proved empirically and to assume it can is to reason in a circle.,MSK<0> can not be proved empirically and to assume MSK<0> can is to reason in a circle . ,This argument is fallacious.,1.0
165,"Phylogenetics indicates that evolution, not creation, is responsible for the diversity of life.","Phylogenetics indicates that evolution , not creation , is responsible for the diversity of life . ",This argument is fallacious.,1.0
166,"An all knowing, all seeing God would speak \(or act\) to make his presence known, and most major religions report that God makes his will clearly known by communicating to humans. Yet, no such communication exists today.","An all MSK<0> , all seeing MSK<1> would speak \ ( or act \ ) to make MSK<1> presence MSK<0> , and most major religions report that MSK<1> makes MSK<1> will clearly MSK<0> by MSK<2> to humans . Yet , no such MSK<2> exists today . ",This argument is fallacious.,1.0
167,God is an association of agency where there is none \(Type I error type 1 error is also known as a false positive and occurs when a researcher incorrectly rejects a true null hypothesis. This means that your report that your findings are significant when in fact they have occurred by chance.)\).,God is an association of agency where there is none \ ( MSK<0> I MSK<1> MSK<0> 1 MSK<1> is also known as a false positive and MSK<2> when a researcher incorrectly rejects a true null hypothesis . This means that MSK<3> report that MSK<3> are significant when in fact coref1 have MSK<2> by chance . ) \ ) . ,This argument is fallacious.,1.0
168,Holding determinist beliefs can foster nihilist viewpoints and lead individuals into inaction or destructive behaviour.,Holding determinist beliefs can foster nihilist viewpoints and lead individuals into inaction or destructive behaviour . ,This argument is fallacious.,1.0
169,"The sphere a concept from philosophy that describes this evolution — it’s called humanity’s expanding moral circle. The circle is the imaginary boundary we draw around those we consider worthy of moral consideration. Over the centuries, it’s expanded to include many people who were previously left out of it. As they were brought into the circle, those people won rights. Slavery was abolished. Women got the vote. Same-sex marriage was legalized.\n\nThe moral circle is a fundamental concept among philosophers, psychologists, activists, and others who think seriously about what motivates people to do good. It was introduced by historian William Lecky in the 1860s and popularized by philosopher Peter Singer in the 1980s.\n\nNow it’s cropping up more often in activist circles as new social movements use it to make the case for granting rights to more and more entities. Animals. Nature. Robots. Should they all get rights similar to the ones you enjoy?) of moral consideration has been gradually expanding throughout history to include all human beings and some non-human animals, indicating that human beings recognize that membership in our moral community should be extended to non-humans as well.","The sphere a MSK<0> from MSK<11> that describes MSK<1> — MSK<1> ’s called MSK<2> . MSK<2> is the imaginary boundary MSK<3> draw around those MSK<3> consider worthy of MSK<4> MSK<5> . Over the centuries , MSK<2> ’s MSK<6> to MSK<7> MSK<8> MSK<2> . As MSK<8> were brought into MSK<2> , MSK<8> won MSK<9> . Slavery was abolished . Women got the vote . Same - sex marriage was legalized . \ MSK<10> is a fundamental MSK<0> among MSK<11> , psychologists , MSK<12> , and others who think seriously about what motivates people to do good . MSK<10> was introduced by MSK<16> William Lecky in the 1860s and popularized by MSK<11> Peter Singer in the 1980s . \ n \ nNow MSK<10> ’s cropping up more often in MSK<12> circles as new social movements use MSK<10> to make the case for granting MSK<9> to more and more entities . MSK<13> . Nature . Robots . Should they all get MSK<9> similar to the ones you enjoy ? ) of MSK<4> MSK<5> has been gradually MSK<6> throughout MSK<16> to MSK<7> all MSK<14> beings and some MSK<15> MSK<13> , indicating that MSK<14> beings recognize that membership in our MSK<4> community should be MSK<6> to MSK<15> as well . ",This argument is fallacious.,1.0
170,"There are numerous reasons of why people believe in God, and some of them haven't anything to do with proofs: family pressure, wishful thinking that death isn't the end of life, indoctrination, just because they ""feel it"", agent detection etc.","There are numerous reasons of why MSK<0> believe in God , and some of MSK<0> haven't anything to do with proofs : family pressure , wishful thinking that death isn't the end of life , indoctrination , just because MSK<0> "" feel it "" , agent detection etc. . ",This argument is fallacious.,1.0
171,The word supernatural means that something is beyond the forces of nature. Logically coherent means that something is logical in nature thus explainable. A logical coherent supernatural event can not exist as it would just be a natural event.,The word supernatural means that something is beyond the forces of MSK<0> . MSK<2> coherent means that something is MSK<2> in MSK<0> thus explainable . MSK<1> can not exist as MSK<1> would just be a natural event . ,This argument is fallacious.,1.0
172,Proving His existence is likely impossible as He probably exists only in the imagination & not in reality.,Proving MSK<0> MSK<2> is MSK<1> impossible as MSK<0> MSK<1> MSK<2> only in the imagination & not in reality . ,This argument is fallacious.,1.0
173,Homosexuals are often excluded of society.,Homosexuals are often excluded of society . ,This argument is fallacious.,1.0
174,"God exists would be the logical conclusion of the argument. One could continue the argument: If the explanation of the existence of the universe is God, then God exists. Therefore, God exists \(from \(5\) and \(6\)\).","MSK<0> MSK<1> would be the logical conclusion of MSK<2> . One could continue MSK<2> : If the explanation of the MSK<1> of the universe is MSK<0> , MSK<0> MSK<1> . Therefore , MSK<0> MSK<1> \ ( from \ ( MSK<3> \ ) and \ ( MSK<3> \ ) \ ) . ",This argument is fallacious.,1.0
175,"Leibnizian Cosmological Argument \(by Dr. William Ln. Craig\)Everything that exists has an explanation of its existence, either in the necessity of its own nature or in an external cause.If the universe has an explanation of its existence, that explanation is God. The universe exists. Therefore, the universe has an explanation of its existence. Therefore, the explanation of the existence of the universe is God.","Leibnizian Cosmological Argument \ ( by Dr. William Ln . Craig \ ) Everything that MSK<0> has an MSK<1> of MSK<2> , either in the necessity of MSK<3> own nature or in an external cause.If MSK<3> has an MSK<1> of MSK<2> , that MSK<1> is MSK<4> . MSK<3> MSK<0> . Therefore , MSK<3> has an MSK<1> of MSK<2> . Therefore , the MSK<1> of MSK<2> is MSK<4> . ",This argument is fallacious.,1.0
176,"Though the amount by which the discrepancy is present varies from creation account to creation account, most creation accounts contain unverifiable claims \(existence of a god etc.\), logical inconsistencies \(light shining on Earth before Sun invented etc.\) and disconnect from currently accepted science \(age of the Earth etc.\)","Though the amount by which the MSK<4> is present varies from MSK<1> to MSK<1> , most MSK<1> contain unverifiable claims \ ( existence of a god MSK<2> \ ) , logical MSK<4> \ ( light shining on MSK<3> before Sun invented MSK<2> \ ) and disconnect from currently accepted science \ ( age of MSK<3> MSK<2> \ ) ",This argument is fallacious.,1.0
177,There is a lot of evidence supporting the Biblical account of a 6-thousand-year-old universe And so-called evidence for billions of years are based on circular reasoning.,There is a lot of MSK<0> supporting the Biblical account of a 6 - thousand - MSK<1> - old universe And so - called MSK<0> for billions of MSK<1> are based on circular reasoning . ,This argument is fallacious.,1.0
178,The universe itself can be considered 'evidence' that a material effect can emanate from a non-material singularity.,coref0 can be considered ' evidence ' that a material effect can emanate from a non-material singularity . ,This argument is fallacious.,1.0
179,Studies on toy preference suggest that gender differences may be innate.,Studies on toy preference suggest that gender differences may be innate . ,This argument is fallacious.,1.0
180,Members of a criminal organization are not strong Catholic believers if they commit crimes.,MSK<0> are not strong Catholic believers if MSK<0> commit crimes . ,This argument is fallacious.,1.0
181,Legalization will enhance the demand and supply of sex work and thus increase the size of the sex industry.,Legalization will enhance the demand and supply of MSK<0> work and thus increase the size of the MSK<0> industry . ,This argument is fallacious.,1.0
182,"When we discuss morality, even if we disagree about it, we are using some principle of reason to discuss them. Reason is objective. So morality is objective.","When MSK<0> MSK<1> MSK<2> , even if MSK<0> disagree about MSK<2> , MSK<0> are using some principle of MSK<3> to MSK<1> them . MSK<3> is MSK<4> . So MSK<2> is MSK<4> . ",This argument is fallacious.,1.0
183,"If there is an omniscient, omnibenevolent God, any decisions said God made would by its nature be the best moral response in any given situation.","If there is an omniscient , omnibenevolent God , any decisions said MSK<0> made would by MSK<0> nature be the best moral response in any given situation . ",This argument is fallacious.,1.0
184,"Board meetings, movies and social media are not real life. Real life is manual labor, being in public, spending time with your friends without thinking about trigger warnings, etc. None of those lend themselves well to being slapped with trigger warnings. That is why they aren't. Real life does not have them.","Board meetings , movies and social media are not MSK<1> . MSK<1> is manual labor , being in public , spending time with your friends without thinking about MSK<3> , etc. . None of those lend MSK<4> well to being slapped with MSK<3> . That is why MSK<4> aren't . MSK<1> does not have MSK<4> . ",This argument is fallacious.,1.0
185,"Those administering torture are unlikely to be trained as medical professionals, so they are unlikely to have taken the Hippocratic Oath.","MSK<0> are MSK<1> to be trained as medical professionals , so MSK<0> are MSK<1> to have taken the Hippocratic Oath . ",This argument is fallacious.,1.0
186,We do not know if prisoners have information that could possibly save lives until attempts are made to extract it. Agents of the state have an obligation to pursue that information even if it is unlikely to produce results.,We do not know if prisoners have MSK<0> . Agents of MSK<1> have an obligation to pursue MSK<0> even if MSK<1> is unlikely to produce results . ,This argument is fallacious.,1.0
187,"A significant number of alleged discrepancies in the Bible are actually presuppositional discrepancies, or discrepancies which only exist due to the presuppositions of the reader. These discrepancies vanish if one has complete faith in the truth of the Bible.","A significant number of MSK<0> are actually MSK<2> MSK<1> , or MSK<1> which only exist due to the MSK<2> of the reader . MSK<0> vanish if one has complete faith in the truth of coref1 . ",This argument is fallacious.,1.0
188,Men who dress traditionally are more confident and respected,Men who dress traditionally are more confident and respected ,This argument is fallacious.,1.0
189,"If men wearing dresses/skirts became normalized, then the number of men wearing them would increase, and they would cease to be a tiny minority.","If MSK<0> became normalized , then the number of men wearing MSK<0> would increase , and MSK<0> would cease to be a tiny minority . ",This argument is fallacious.,1.0
190,The real identity thesis rests on an Aristotelian concept of 'human flourishing' which can be challenged in myriad ways.,The real identity thesis rests on an Aristotelian concept of ' human flourishing ' which can be challenged in myriad ways . ,This argument is fallacious.,1.0
191,"Since humans are rational beings, they are able to decide for themselves what they will do. Some choose to study quantum mechanics. Some choose to study art. Some choose to study the Bible. In this way, people demonstrate the operation of their own free will.","Since MSK<0> are rational beings , MSK<0> are able to decide for MSK<0> what MSK<0> will do . Some MSK<1> to MSK<2> quantum mechanics . Some MSK<1> to MSK<2> art . Some MSK<1> to MSK<2> the Bible . In this way , MSK<3> demonstrate the operation of MSK<3> own free will . ",This argument is fallacious.,1.0
192,"They are immodest and full length pants are modest, therefore they are not pants.","MSK<0> are immodest and full length MSK<1> are modest , therefore MSK<0> are not MSK<1> . ",This argument is fallacious.,1.0
193,"If the existence of God is plausible, and His interference in the world if He exists is plausible, then there is no reason to consider miracles impossible.","If the MSK<2> of MSK<0> is MSK<1> , and MSK<0> interference in the world if MSK<0> MSK<2> is MSK<1> , then there is no reason to consider miracles impossible . ",This argument is fallacious.,1.0
194,"If the existence of God is plausible, and His interference in the world if He exists is plausible, then there is no reason to consider miracles impossible.","If the MSK<2> of MSK<0> is MSK<1> , and MSK<0> interference in the world if MSK<0> MSK<2> is MSK<1> , then there is no reason to consider miracles impossible . ",This argument is fallacious.,1.0
195,Naturalistic observations show dead people have the tendency of staying dead.,Naturalistic observations show MSK<0> people have the tendency of staying MSK<0> . ,This argument is fallacious.,1.0
196,"Jesus says 'my sheep hear my voice', so the believers who hear Jesus' voice can confirm that Jesus exists.","MSK<0> says ' MSK<0> sheep MSK<1> MSK<0> ' , so the believers who MSK<1> MSK<0> can confirm that MSK<0> exists . ",This argument is fallacious.,1.0
197,"The Apostles were eye witnesses to miracles, which are evidence that God exists.","The Apostles were eye witnesses to miracles , which are evidence that God exists . ",This argument is fallacious.,1.0
198,"Hallucinations are regularly experienced. However fascinating, these experiences provide no evidence supporting the existence of anything observed or experienced in the hallucination.","MSK<0> are regularly MSK<1> . However fascinating , these MSK<1> provide no evidence supporting the existence of anything observed or MSK<1> in the MSK<0> . ",This argument is fallacious.,1.0
199,"Consider two identical universes, one with God and the other without. If no distinction can be made between the two universes, then the existence of a deity does not hold any explanatory power.","Consider MSK<0> . If no distinction can be made between MSK<0> , then the existence of a deity does not hold any explanatory power . ",This argument is fallacious.,1.0
200,Positing the existence of an otherwise identical Godless reality to show that God is not necessary in our reality is a circular argument. It requires the assumption that God is not necessary for all realities to prove that assumption.,Positing the existence of MSK<0> to show that MSK<1> is not MSK<2> in MSK<0> is a circular argument . It requires the MSK<3> that MSK<1> is not MSK<2> for all realities to prove that MSK<3> . ,This argument is fallacious.,1.0
201,"Immoral actions usually are also illegal actions, which normally lead to fines or even jail time, therefore unhappiness.","Immoral MSK<0> usually are also illegal MSK<0> , which normally lead to fines or even jail time , therefore unhappiness . ",This argument is fallacious.,1.0
202,"Humanities have been used to build dark ideologies and conduct man-made disasters, resulting in disastrous consequences.","Humanities have been used to build dark ideologies and conduct man - made MSK<0> , resulting in MSK<0> consequences . ",This argument is fallacious.,1.0
203,"People claim a personal experience with God. Therefore, God exists.","People claim a personal experience with MSK<0> . Therefore , MSK<0> exists . ",This argument is fallacious.,1.0
204,"God can explain everything as He is the only omniscient being in the Universe and outside of it. Problem is, there are a many things that we could not comprehend because of our limitations. An honest person will acknowledge that men will never be able to comprehend more that is enabled to comprehend. And infinity, eternity, unlimited knowledge and understanding, unlimited power, etc. are abilities that humans can never achieve, precisely because of our limitations.","MSK<0> can explain everything as MSK<0> is the only omniscient being in MSK<1> and outside of MSK<1> . Problem is , there are a many things that MSK<2> could not MSK<3> because of MSK<2> MSK<4> . An honest person will acknowledge that men will never be able to MSK<3> more that is enabled to MSK<3> . And MSK<5> , eternity , MSK<5> knowledge and MSK<3> , MSK<5> power , etc. are abilities that humans can never achieve , precisely because of MSK<2> MSK<4> . ",This argument is fallacious.,1.0
205,Anselm's Ontological Argument supports the existence of God.,Anselm 's Ontological Argument supports the existence of God . ,This argument is fallacious.,1.0
206,"Well-established artists achieve that status by releasing popular, high-quality music. It is only natural that Spotify would want to promote this sort of content to their users.","Well - established artists achieve that status by releasing popular , high - quality music . It is only natural that Spotify would want to promote this sort of content to their users . ",This argument is fallacious.,1.0
207,"A significant number of alleged discrepancies in the Bible are actually presuppositional discrepancies, or discrepancies which only exist due to the presuppositions of the reader. These discrepancies vanish if one has complete faith in the truth of the Bible.","A significant number of MSK<0> are actually MSK<2> MSK<1> , or MSK<1> which only exist due to the MSK<2> of the reader . MSK<0> vanish if one has complete faith in the truth of coref1 . ",This argument is fallacious.,1.0
208,The Biblical text has been a critical component of anthropological and archaeological studies concerned with reconstructing certain features pertaining to the role played by ancient Israelite women in Israel's agricultural and pastoral economies.,The Biblical text has been a critical component of anthropological and archaeological studies concerned with reconstructing certain features pertaining to the role played by ancient Israelite women in Israel 's agricultural and pastoral economies . ,This argument is fallacious.,1.0
209,"Murder is defined as the unlawful killing of a person. Abortion is often lawful and therefore, not murder.","MSK<0> is defined as the MSK<1> MSK<0> of a person . Abortion is often MSK<1> and therefore , not MSK<0> . ",This argument is fallacious.,1.0
210,"If parents who can afford to choose what school their child goes to perceive the general population as abusive, unintelligible, or immoral they then have a personal obligation to protect their children from the influence of the population.","If MSK<0> who can afford to choose what school MSK<0> MSK<1> goes to perceive MSK<2> as abusive , unintelligible , or immoral MSK<0> then have a personal obligation to protect MSK<0> MSK<1> from the influence of MSK<2> . ",This argument is fallacious.,1.0
211,"Industrial livestock farming might not replicate the natural environment of animals, yet it is an expression of the food chain in which humans dominate these animals. In this sense, it is quite natural.","MSK<0> might not replicate the MSK<1> environment of MSK<2> , yet MSK<0> is an expression of the food chain in which humans dominate MSK<2> . In this sense , MSK<0> is quite MSK<1> . ",This argument is fallacious.,1.0
212,"Citizen scientists can only make contributions which require little skill or training, limiting their usefulness too much to be truly beneficial.","MSK<0> can only make contributions which require little skill or training , limiting MSK<0> usefulness too much to be truly beneficial . ",This argument is fallacious.,1.0
213,"Solipsism has been proven to be non-sensical by some of the greatest minds in history. As such, discussing it is similarly non-sensical.","MSK<0> has been proven to be MSK<1> by some of the greatest minds in history . As such , discussing MSK<0> is similarly MSK<1> . ",This argument is fallacious.,1.0
214,State and local governments were meant to create the laws of the land. Federal government was never to supercede state/local governments.,MSK<0> and MSK<1> MSK<2> were meant to create the laws of the land . Federal MSK<2> was never to supercede MSK<0> / MSK<1> MSK<2> . ,This argument is fallacious.,1.0
215,"""The only maxim of a free government ought to be to trust no man living with the power to endanger the public liberty"" John Adams So government wasn't intended by the founding fathers to control the citizen nor the public but to control powers that threaten them. In theory, it would mean government only needs enough power to perform that basic task, and the more limited societal powers are the more limited government powers could be.",""" MSK<0> ought to be to trust no man living with the MSK<1> to endanger the MSK<2> liberty "" John Adams So MSK<3> wasn't intended by coref1 to MSK<4> the citizen nor the MSK<2> but to MSK<4> MSK<5> . In theory , MSK<0> would mean MSK<3> only needs enough MSK<1> to perform that basic task , and MSK<5> are MSK<5> could be . ",This argument is fallacious.,1.0
216,"According to some scholars, nations are justified by the consent of their people to be governed and their effectiveness in ruling and satisfying people's basic needs. Taiwan fulfills both of these criteria.","According to some scholars , MSK<0> are justified by the consent of MSK<0> MSK<1> to be governed and MSK<0> effectiveness in ruling and MSK<2> MSK<1> 's basic needs . Taiwan MSK<2> both of these criteria . ",This argument is fallacious.,1.0
217,"Cultures still recognize a difference between men and women, even if the specifics of that recognition change over time.","Cultures still MSK<0> a difference between men and women , even if the specifics of that MSK<0> change over time . ",This argument is fallacious.,1.0
218,Many other countries in the world have allowed same-sex marriage,Many other countries in the world have allowed same - sex marriage ,This argument is fallacious.,1.0
219,This method has found far greater support among voting theorists than Approval Voting.,This method has found far greater support among MSK<0> theorists than Approval MSK<0> . ,This argument is fallacious.,1.0
220,"In many countries, it is forbidden by law to spank a child.","In many countries , it is forbidden by law to spank a child . ",This argument is fallacious.,1.0
221,"Tertullian lists all four of Matthew, Mark, Luke, and John as gospel authors in one passage: ""We lay it down as our first position, that the evangelical Testament has apostles for its authors ... Of the apostles, therefore, John and Matthew first instil faith into us; while of apostolic men, Luke and Mark renew it afterwards."" \(Against Marcion 4.2","Tertullian lists all four of MSK<0> , MSK<1> , MSK<2> , and MSK<3> as gospel MSK<4> in MSK<5> : "" MSK<6> lay MSK<5> down as MSK<6> first position , that the evangelical Testament has MSK<7> for MSK<5> MSK<4> ... Of the MSK<7> , therefore , MSK<3> and MSK<0> first instil faith into MSK<6> ; while of apostolic men , MSK<2> and MSK<1> renew MSK<5> afterwards . "" \ ( Against Marcion 4.2 ",This argument is fallacious.,1.0
222,"Irenaeus lists all four of Matthew, Mark, Luke, and John in one passage: ""Matthew also issued a written Gospel ... Mark, the disciple and interpreter of Peter, did also hand down to us in writing what had been preached by Peter. Luke also, the companion of Paul, recorded in a book the Gospel preached by him. Afterwards, John, the disciple of the Lord, who also had leaned upon His breast, did himself publish a Gospel during his residence at Ephesus in Asia."" \(Against Heresies 3:1","Irenaeus lists all four of MSK<0> , MSK<1> , MSK<2> , and MSK<3> in one passage : "" MSK<0> also issued a MSK<4> MSK<5> ... MSK<1> , the MSK<6> and interpreter of MSK<7> , did also hand down to us in MSK<4> what had been MSK<8> by MSK<7> . MSK<2> also , the companion of Paul , recorded in a book the MSK<5> MSK<8> by MSK<2> . Afterwards , MSK<3> , the MSK<6> of MSK<9> , who also had leaned upon MSK<9> breast , did MSK<9> publish a MSK<5> during MSK<9> residence at Ephesus in Asia . "" \ ( Against Heresies 3:1 ",This argument is fallacious.,1.0
223,"Silicon Valley, the epitome of techno-capitalism, strongly supports a UBI; therefore, the companies expect that they will benefit.","Silicon Valley , the epitome of techno - capitalism , strongly supports a UBI ; therefore , MSK<0> expect that MSK<0> will benefit . ",This argument is fallacious.,1.0
224,Facebook and Twitter are legally obliged to delete accounts affiliated with terrorism.,Facebook and Twitter are legally obliged to delete accounts affiliated with terrorism . ,This argument is fallacious.,1.0
225,"Scientific consensus does not support the claim that ""abiogenesis has substantial evidence of implausibility.""","Scientific consensus does not support the claim that "" abiogenesis has substantial evidence of implausibility . "" ",This argument is fallacious.,1.0
226,Intelligent design is rejected by the scientific community as pseudoscience.,Intelligent design is rejected by the scientific community as pseudoscience . ,This argument is fallacious.,1.0
227,"It can be justified if the subject matter, arguments and evidence is beyond the ability of non-experts to comprehend. For subjects with great consequence and which are comprehensible to lay people then it is prudent to ensure the scientists are representing good science well with the opinions in question.","It can be justified if the MSK<0> matter , arguments and evidence is beyond the ability of non-experts to comprehend . For MSK<0> with MSK<1> and which are comprehensible to lay people then MSK<1> is prudent to ensure the MSK<2> are representing good MSK<2> well with the opinions in question . ",This argument is fallacious.,1.0
228,"Charles Darwin refutes the Teleological Argument. ""The old argument of design in nature, as given by Paley, which formerly seemed to me so conclusive, fails, now that the law of natural selection has been discovered.""","MSK<0> refutes the Teleological MSK<1> . "" The old MSK<1> of design in nature , as given by Paley , which formerly seemed to MSK<0> so conclusive , fails , now that the law of natural selection has been discovered . "" ",This argument is fallacious.,1.0
229,"A far greater amount of people, including renowned scientists, believe that the Earth is a sphere.","A far greater amount of people , including renowned scientists , believe that the Earth is a sphere . ",This argument is fallacious.,1.0
230,The philosopher Plato dismissed compulsory education and instead proposed that encouraging students to pursue what amuses their minds helps them realize their full potential.,The philosopher Plato dismissed compulsory education and instead proposed that MSK<0> to pursue what amuses MSK<0> minds helps MSK<0> realize MSK<0> full potential . ,This argument is fallacious.,1.0
231,"As once said by clinical psychologist Jordan Peterson: ""In order to be able to think, you have to risk being offensive Political correctness is a direct attack on free speech, and you should only get in trouble for saying something offensive if it's meant as a threat or a vast public denigration to the person or group in case.","As once said by clinical psychologist Jordan Peterson : "" In order to be able to think , MSK<0> have to risk being MSK<1> is a direct attack on free speech , and MSK<0> should only get in trouble for saying something offensive if MSK<1> 's meant as a threat or a vast public denigration to the person or group in case . ",This argument is fallacious.,1.0
232,"What is determined morally permissible in democracies is the outcome of the will of the majority. While some state actions are revised and held to be immoral at a later date, taxation has been present across almost all modern countries and so has near-universal assent as morally permissible.","What is determined MSK<1> in democracies is the outcome of the will of the majority . While some state actions are revised and held to be immoral at a later date , taxation has been present across almost all modern countries and so has near - universal assent as MSK<1> . ",This argument is fallacious.,1.0
233,"Critical acclaim doesn't necessarily mean a movie is strong, and critics writing glowing reviews does nothing to resolve poor writing, acting, and character development.","Critical acclaim doesn't necessarily mean a movie is strong , and critics MSK<0> glowing reviews does nothing to resolve poor MSK<0> , acting , and character development . ",This argument is fallacious.,1.0
234,"Critical acclaim doesn't necessarily mean a movie is strong, and critics writing glowing reviews does nothing to resolve poor writing, acting, and character development.","Critical acclaim doesn't necessarily mean a movie is strong , and critics MSK<0> glowing reviews does nothing to resolve poor MSK<0> , acting , and character development . ",This argument is fallacious.,1.0
235,Rupert Sheldrake The Science Delusion This Ted talk shows that the Dogmas of science if turned into questions and if tested become shaky.,Rupert Sheldrake The MSK<0> Delusion This Ted talk shows that the Dogmas of MSK<0> if turned into questions and if tested become shaky . ,This argument is fallacious.,1.0
236,"Leading neuroscientists—Nobel Prize winner John Eccles, U. C. L. A. neuroscientist Jeffrey Schwartz, and Mario Beauregard, are all dualists.  Their dualism--and the central intellectual issues involved in the debate \(between physicalism and dualism\)- are quite independent of neuroscientific data.","Leading MSK<0> — Nobel Prize winner John Eccles , U. C. L. A. MSK<0> Jeffrey Schwartz , and Mario Beauregard , are MSK<1> . MSK<1> MSK<2> -- and the central intellectual issues involved in the debate \ ( between physicalism and MSK<2> \ ) - are quite independent of MSK<0> data . ",This argument is fallacious.,1.0
237,'Reputation' is a very spurious way to establish somebody's credentials.,' Reputation ' is a very spurious way to establish somebody 's credentials . ,This argument is fallacious.,1.0
238,"Thousands of scientists are warning of the effects of climate change, and that we are approaching a point of no return. It is unlikely that they are all wrong.","MSK<0> are warning of the effects of climate change , and that we are approaching a point of no return . It is unlikely that MSK<0> are all wrong . ",This argument is fallacious.,1.0
239,"Bob Woodward is a Pulitzer prize wining journalist, who has published 18 political books. Alll 18 have been national bestsellers and 12 of them have been No. 1 national nonfiction bestsellers—more No. 1 national nonfiction bestsellers than any contemporary author. He was one of two journalists that did most of the investigation and reporting on the Watergate Scandal. Woodward himself has been a recipient of nearly every major American journalism award. This gives his words weight.","MSK<0> is a Pulitzer prize wining MSK<1> , who has published MSK<2> political books . Alll MSK<2> have been MSK<3> MSK<4> and MSK<2> of them have been MSK<6> MSK<3> MSK<7> MSK<4> — more MSK<6> MSK<3> MSK<7> MSK<4> than any contemporary author . MSK<8> was one of two MSK<1> that did most of the investigation and reporting on the Watergate Scandal . MSK<0> MSK<8> has been a recipient of nearly every major American MSK<1> award . This gives MSK<0> words weight . ",This argument is fallacious.,1.0
240,Appeals to authority are not useful in making moral determinations.,Appeals to authority are not useful in making moral determinations . ,This argument is fallacious.,1.0
241,"Tertullian lists all four of Matthew, Mark, Luke, and John as gospel authors in one passage: ""We lay it down as our first position, that the evangelical Testament has apostles for its authors ... Of the apostles, therefore, John and Matthew first instil faith into us; while of apostolic men, Luke and Mark renew it afterwards."" \(Against Marcion 4.2","Tertullian lists all four of MSK<0> , MSK<1> , MSK<2> , and MSK<3> as gospel MSK<4> in MSK<5> : "" MSK<6> lay MSK<5> down as MSK<6> first position , that the evangelical Testament has MSK<7> for MSK<5> MSK<4> ... Of the MSK<7> , therefore , MSK<3> and MSK<0> first instil faith into MSK<6> ; while of apostolic men , MSK<2> and MSK<1> renew MSK<5> afterwards . "" \ ( Against Marcion 4.2 ",This argument is fallacious.,1.0
