Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.1,Unnamed: 0,source_article,logical_fallacies,masked_articles,Unnamed: 0.2,is_fallacy 
142,142,142,142,142,"In this revision , temperatures were estimated from nearby land stations . This runs afoul of basic physics .",['faulty generalization'],"In this revision , temperatures were estimated from nearby land stations . This runs afoul of basic physics . ",,1
143,143,143,143,143,"But each serial adjustment has tended to make the early years colder , which increases the warming trend . That ’ s wildly improbable .",['false dilemma'],"But each serial adjustment has tended to make the early years colder , which increases the warming trend . That ’ s wildly improbable . ",,1
144,144,144,144,144,"Even in warm summers , there ’ s plenty of ice over much of the Arctic Ocean .",['faulty generalization'],"Even in warm summers , there ’ s plenty of ice over much of the Arctic Ocean . ",,1
145,145,145,145,145,"According to the United Nations ' Intergovernmental Panel on Climate Change , there has been no systematic increase in the frequency of extreme weather events , and the ongoing rise in sea level that began with the end of the ice age continues with no great increase in magnitude .",['fallacy of credibility'],"According to the United Nations ' Intergovernmental Panel on MSK<1> Change , there has been no systematic MSK<0> in the frequency of extreme MSK<1> events , and the ongoing rise in sea level that began with the end of the ice age continues with no great MSK<0> in magnitude . ",,1
146,146,146,146,146,"NASA honored him for this achievement , and he was an author for a previous edition of the U.N. report . He told a House Science Committee hearing in March 2017 that the U.N. climate models have failed badly . Christy compared the average model projections since 1979 to the most reliable observations — those made by satellites and weather balloons over the vast tropics .",['fallacy of credibility'],"NASA honored MSK<0> for this achievement , and MSK<0> was an author for a previous edition of the MSK<1> report . MSK<0> told a House Science Committee hearing in March 2017 that the MSK<1> MSK<3> MSK<2> have failed badly . Christy compared the average MSK<2> projections since 1979 to the most reliable observations — those made by satellites and MSK<3> balloons over the vast tropics . ",,1
147,147,147,147,147,"Shelters in poorer countries are not repainted as often , and darker stations absorb more of the sun ’ s energy . It ’ s no surprise that poor tropical countries show the largest warming from this effect .","['intentional', 'false causality']","Shelters in poorer MSK<0> are not repainted as often , and darker stations absorb more of the sun MSK<2> energy . It MSK<2> no surprise that poor tropical MSK<0> show the largest warming from this effect . ",,1
148,148,148,148,148,"As long as the ice-water mix is well-stirred ( like a glass of ice water ) , the surface temperature stays at the freezing point until all the ice melts .",['fallacy of logic'],"As long as the MSK<0> - MSK<1> mix is well - stirred ( like a glass of MSK<0> MSK<1> ) , the surface temperature stays at the freezing point until all the MSK<0> melts . ",,1
149,149,149,149,149,And then you get scared .,['appeal to emotion'],And then you get scared . ,,1
150,150,150,150,150,"At six feet , though , around 12 million people in the United States would be displaced , and the world ’ s most vulnerable megacities , like Shanghai , Mumbai , and Ho Chi Minh City , could be wiped off the map .",['appeal to emotion'],"At six feet , though , around 12 million people in the United States would be displaced , and the world ’ s most vulnerable megacities , like Shanghai , Mumbai , and Ho Chi Minh City , could be wiped off the map . ",,1
151,151,151,151,151,"The glaciers of Pine Island Bay are two of the largest and fastest-melting in Antarctica . ( A Rolling Stone feature earlier this year dubbed Thwaites “ The Doomsday Glacier. ” ) Together , they act as a plug holding back enough ice to pour 11 feet of sea-level rise into the world ’ s oceans — an amount that would submerge every coastal city on the planet .",['appeal to emotion'],"The MSK<0> of Pine Island Bay are two of the largest and fastest - melting in Antarctica . ( A Rolling Stone feature earlier this year dubbed Thwaites MSK<2> The Doomsday MSK<0> . MSK<2> ) Together , they act as a plug holding back enough ice to pour 11 feet of MSK<1> - level rise into the world ’ s MSK<1> — an amount that would submerge every coastal city on the planet . ",,1
152,152,152,152,152,"Ice gets so heavy that these taller cliffs can ’ t support their own weight . Once they start to crumble , the destruction would be unstoppable .",['appeal to emotion'],"Ice gets so MSK<1> that MSK<0> can ’ t support MSK<0> own MSK<1> . Once MSK<0> start to crumble , the destruction would be unstoppable . ",,1
153,153,153,153,153,"Minute-by-minute , huge skyscraper-sized shards of ice cliffs would crumble into the sea , as tall as the Statue of Liberty and as deep underwater as the height of the Empire State Building .",['ad populum'],"MSK<0> - by - MSK<0> , huge skyscraper - sized shards of ice cliffs would crumble into the sea , as MSK<1> as the Statue of Liberty and as deep underwater as the MSK<1> of the Empire State Building . ",,1
154,154,154,154,154,All this could play out in a mere 20 to 50 years — much too quickly for humanity to adapt .,['appeal to emotion'],All this could play out in a mere 20 to 50 years — much too quickly for humanity to adapt . ,,1
155,155,155,155,155,"South Florida would be largely uninhabitable ; floods on the scale of Hurricane Sandy would strike twice a month in New York and New Jersey , as the tug of the moon alone would be enough to send tidewaters into homes and buildings .",['faulty generalization'],"South Florida would be largely uninhabitable ; floods on the scale of Hurricane Sandy would strike twice a month in MSK<0> York and MSK<0> Jersey , as the tug of the moon alone would be enough to send tidewaters into homes and buildings . ",,1
156,156,156,156,156,That ’ s a decision worth countless trillions of dollars and millions of lives .,['appeal to emotion'],That ’ s a decision worth countless MSK<0> of dollars and MSK<0> of lives . ,,1
157,157,157,157,157,"Stretching across a frozen plain more than 150 miles long , these glaciers , named Pine Island and Thwaites , have marched steadily for millennia toward the Amundsen Sea , part of the vast Southern Ocean .",['appeal to emotion'],"Stretching across a frozen plain more than 150 miles long , these glaciers , named Pine Island and Thwaites , have marched steadily for millennia toward the Amundsen MSK<0> , part of the vast Southern MSK<0> . ",,1
158,158,158,158,158,"Minute-by-minute , huge skyscraper-sized shards of ice cliffs would crumble into the sea , as tall as the Statue of Liberty and as deep underwater as the height of the Empire State Building . The result : a global catastrophe the likes of which we ’ ve never seen .",['appeal to emotion'],"MSK<0> - by - MSK<0> , huge skyscraper - sized shards of ice cliffs would crumble into the sea , as MSK<1> as the Statue of Liberty and as deep underwater as the MSK<1> of the Empire State Building . The result : a global catastrophe the likes of which we ’ ve never seen . ",,1
159,159,159,159,159,"Unfortunately , it now seems like three feet is possible only under the rosiest of scenarios .",['appeal to emotion'],"Unfortunately , it now seems like three feet is possible only under the rosiest of scenarios . ",,1
160,160,160,160,160,"Pollard and DeConto are the first to admit that their model is still crude , but its results have pushed the entire scientific community into emergency mode .",['equivocation'],"Pollard and DeConto are the first to admit that MSK<0> model is still crude , but MSK<0> results have pushed the entire scientific community into emergency mode . ",,1
161,161,161,161,161,"“ It could happen faster or slower , I don ’ t think we really know yet , ” says Jeremy Bassis , a leading ice sheet scientist at the University of Michigan . “ But it ’ s within the realm of possibility , and that ’ s kind of a scary thing . ”",['faulty generalization'],"MSK<0> MSK<1> could happen MSK<5> or MSK<5> , I don MSK<2> t think MSK<3> really know yet , MSK<0> says Jeremy Bassis , a leading ice sheet scientist at MSK<3> . MSK<0> But MSK<1> MSK<2> MSK<4> within the realm of possibility , and that MSK<2> MSK<4> kind of a scary thing . MSK<0> ",,1
162,162,162,162,162,What we do now will determine how quickly Pine Island and Thwaites collapse .,['false dilemma'],What we do now will determine how quickly Pine Island and Thwaites collapse . ,,1
163,163,163,163,163,"For 30 years I taught at MIT , during which time the climate has changed remarkably little .","['faulty generalization', 'intentional']","For 30 years I taught at MIT , during which time the climate has changed remarkably little . ",,1
164,164,164,164,164,For politicians it ’ s money and power .,['ad hominem'],For politicians it ’ s money and power . ,,1
165,165,165,165,165,"And for the media it ’ s ideology , money , and headlines .",['ad hominem'],"And for the media it ’ s ideology , money , and headlines . ",,1
166,166,166,166,166,"For politicians it ’ s money and power . For environmentalists it ’ s money for their organizations and confirmation of their near religious devotion to the idea that man is a destructive force acting upon nature .",['ad hominem'],For politicians MSK<3> and power . For environmentalists MSK<3> for MSK<4> organizations and confirmation of MSK<4> near religious devotion to the idea MSK<4> is a destructive force acting upon nature . ,,1
167,167,167,167,167,"I ’ m an atmospheric physicist . I ’ ve published more than 200 scientific papers . For 30 years I taught at MIT , during which time the climate has changed remarkably little .",['fallacy of credibility'],"MSK<0> MSK<1> m an atmospheric physicist . MSK<0> MSK<1> ve published more than 200 scientific papers . For 30 years MSK<0> taught at MIT , during which time the climate has changed remarkably little . ",,1
168,168,168,168,168,"In fact , it seems that the less the climate changes , the louder the voices of the climate alarmists get .",['false causality'],"In fact , it seems that the less the MSK<0> changes , the louder the voices of the MSK<0> alarmists get . ",,1
169,169,169,169,169,"But the cry of “ global warming ” has grown ever more shrill .",['ad hominem'],But the cry of “ global warming ” has grown ever more shrill . ,,1
170,170,170,170,170,"The following are such points of agreement : 1 ) The climate is always changing .",['faulty generalization'],The following are such points of agreement : 1 ) The climate is always changing . ,,1
171,171,171,171,171,"2 ) CO2 is a greenhouse gas without which life on earth is not possible , but adding it to the atmosphere should lead to some warming .",['fallacy of relevance'],"2 ) MSK<0> is a greenhouse gas without which life on earth is not possible , but adding MSK<0> to the atmosphere should lead to some warming . ",,1
172,172,172,172,172,"4 ) Over this period ( the past two centuries ) , the global mean temperature has increased slightly and erratically by about 1.8 degrees Fahrenheit or one degree Celsius ; but only since the 1960 ’ s have man ’ s greenhouse emissions been sufficient to play a role .","['fallacy of credibility', 'fallacy of logic']","4 ) Over this period ( the past two centuries ) , the global mean temperature has increased slightly and erratically by about 1.8 MSK<3> or one MSK<3> ; but only since the 1960 MSK<2> have man MSK<2> greenhouse emissions been sufficient to play a role . ",,1
173,173,173,173,173,"The IPCC acknowledged in its own 2007 report that “ The long-term prediction of future climate states is not possible . ”",['intentional'],MSK<0> acknowledged in MSK<0> own 2007 report that MSK<1> The long - term prediction of future climate states is not possible . MSK<1> ,,1
174,174,174,174,174,"Most importantly , the scenario that the burning of fossil fuel leads to catastrophe isn ’ t part of what either group asserts .","['fallacy of logic', 'intentional']","Most importantly , the scenario that the burning of fossil fuel leads to catastrophe isn ’ t part of what either group asserts . ",,1
175,175,175,175,175,"So why are so many people worried , indeed , panic stricken about this issue .",['appeal to emotion'],"So why are so many people worried , indeed , panic stricken about this issue . ",,1
176,176,176,176,176,"Global warming alarmism provides them , more than any other issue , with the things they most want : For politicians it ’ s money and power . For environmentalists it ’ s money for their organizations and confirmation of their near religious devotion to the idea that man is a destructive force acting upon nature . And for the media it ’ s ideology , money , and headlines .",['fallacy of extension'],"Global warming alarmism provides MSK<0> , more than any other issue , with the things MSK<0> most want : For politicians it MSK<2> MSK<3> and power . For environmentalists it MSK<2> MSK<3> for MSK<0> organizations and confirmation of MSK<0> near religious devotion to the idea that man is a destructive force acting upon nature . And for the media it MSK<2> ideology , MSK<3> , and headlines . ",,1
177,177,177,177,177,"Meanwhile , over the last decade , scientists outside of climate physics have jumped on the bandwagon , publishing papers blaming global warming for everything from acne to the Syrian civil war .",['intentional'],"Meanwhile , over the last decade , scientists outside of climate physics have jumped on the bandwagon , publishing papers blaming global warming for everything from acne to the Syrian civil war . ",,1
178,178,178,178,178,"And crony capitalists have eagerly grabbed for the subsidies that governments have so lavishly provided .",['ad hominem'],And crony capitalists have eagerly grabbed for the subsidies that governments have so lavishly provided . ,,1
179,179,179,179,179,"AD Long was not involved in the current work , but his research had previously demonstrated that ocean oxygen loss was expected to occur and that it should soon be possible to demonstrate that in the real world through measurements , despite the complexities involved in studying the global ocean and deducing trends about it .",['fallacy of credibility'],"MSK<0> was not MSK<1> in the current work , but his research had previously MSK<2> that MSK<3> was expected to occur and that MSK<3> should soon be possible to MSK<2> that in the real world through measurements , despite the complexities MSK<1> in studying the global ocean and deducing trends about MSK<0> . ",,1
180,180,180,0,0,"In June last year , a severe heatwave claimed over 1,000 lives in Karachi , Pakistan . Severe drought caused food shortages for millions of people in Ethiopia , with a lack of rainfall resulting in “ intense and widespread ” forest fires in Indonesia that belched out a vast quantity of greenhouse gas .",['intentional'],"In June last year , a MSK<0> heatwave claimed over 1,000 lives in MSK<2> , MSK<2> . MSK<0> drought caused food shortages for millions of people in Ethiopia , with a lack of rainfall resulting in MSK<1> intense and widespread MSK<1> forest fires in Indonesia that belched out a vast quantity of greenhouse gas . ",0.0,1
181,181,181,1,1,"Diminishing sea ice is causing major walrus herds to haul themselves out on to land . Arctic marine species , such as snailfish and polar cod , are being pushed out of the region by species coming from further south , attracted to the warming waters . A huge algal bloom off the west coast of North America harmed marine life and fisheries .",['intentional'],"Diminishing sea ice is causing major walrus herds to haul themselves out on to land . Arctic marine species , such as snailfish and polar cod , are being pushed out of the region by species coming from further south , attracted to the warming waters . A huge algal bloom off the west coast of North America harmed marine life and fisheries .",1.0,1
182,182,182,2,2,A landmark report from the United Nations ’ scientific panel on climate change paints a far more dire picture of the immediate consequences of climate change than previously thought and says that avoiding the damage requires transforming the world economy at a speed and scale that has “ no documented historic precedent . ”,['fallacy of credibility'],A landmark report from the United Nations ’ scientific panel on climate change paints a far more dire picture of the immediate consequences of climate change than previously thought and says that avoiding the damage requires transforming the world economy at a speed and scale that has “ no documented historic precedent . ”,2.0,1
183,183,183,3,3,"The report “ is quite a shock , and quite concerning , ” said Bill Hare , an author of previous I.P.C.C . reports and a physicist with Climate Analytics , a nonprofit organization . “ We were not aware of this just a few years ago. ”",['fallacy of credibility'],"The report “ is quite a shock , and quite concerning , ” said Bill Hare , an author of previous I.P.C.C . reports and a physicist with Climate Analytics , a nonprofit organization . “ We were not aware of this just a few years ago. ”",3.0,1
184,184,184,4,4,The World Coal Association disputed the conclusion that stopping global warming calls for an end of coal use .,['false dilemma'],The World Coal Association disputed the conclusion that stopping global warming calls for an end of coal use .,4.0,1
185,185,185,5,5,"In a statement , Katie Warrick , its interim chief executive , noted that forecasts from the International Energy Agency , a global analysis organization , “ continue to see a role for coal for the foreseeable future . ”",['fallacy of credibility'],"In a statement , Katie Warrick , its interim chief executive , noted that forecasts from the International Energy Agency , a global analysis organization , “ continue to see a role for coal for the foreseeable future . ”",5.0,1
186,186,186,6,6,Refusing to approve the document would place the United States at odds with many nations and show it rejecting established academic science on the world stage .,['appeal to emotion'],Refusing to approve the document would place the United States at odds with many nations and show it rejecting established academic science on the world stage .,6.0,1
187,187,187,7,7,"“ Carbon taxes are political poison because they increase gas prices and electric rates , ” said Myron Ebell , who heads the energy program at the Competitive Enterprise Institute , an industry-funded Washington research organization , and who led the Trump administration ’ s transition at the Environmental Protection Agency .",['intentional'],"“ Carbon taxes are political poison because they increase gas prices and electric rates , ” said Myron Ebell , who heads the energy program at the Competitive Enterprise Institute , an industry-funded Washington research organization , and who led the Trump administration ’ s transition at the Environmental Protection Agency .",7.0,1
188,188,188,8,8,"In addition , it said , the United States along with Bangladesh , China , Egypt , India , Indonesia , Japan , the Philippines and Vietnam are home to 50 million people who will be exposed to the effects of increased coastal flooding by 2040 , if 2.7 degrees of warming occur .",['equivocation'],"In addition , it said , the United States along with Bangladesh , China , Egypt , India , Indonesia , Japan , the Philippines and Vietnam are home to 50 million people who will be exposed to the effects of increased coastal flooding by 2040 , if 2.7 degrees of warming occur .",8.0,1
189,189,189,9,9,"At 3.6 degrees of warming , the report predicts a “ disproportionately rapid evacuation ” of people from the tropics . “ In some parts of the world , national borders will become irrelevant , ” said Aromar Revi , director of the Indian Institute for Human Settlements and an author of the report . “ You can set up a wall to try to contain 10,000 and 20,000 and one million people , but not 10 million . ”",['faulty generalization'],"At 3.6 degrees of warming , the report predicts a “ disproportionately rapid evacuation ” of people from the tropics . “ In some parts of the world , national borders will become irrelevant , ” said Aromar Revi , director of the Indian Institute for Human Settlements and an author of the report . “ You can set up a wall to try to contain 10,000 and 20,000 and one million people , but not 10 million . ”",9.0,1
190,190,190,10,10,“ Welcome to climate chaos .,"['faulty generalization', 'intentional', 'appeal to emotion']",“ Welcome to climate chaos .,10.0,1
191,191,191,11,11,"Scribbler and Beckwith said the anomalies were most likely precipitated by man-made climate change , which caused the jet stream to slow down and create larger waves .",['faulty generalization'],"Scribbler and Beckwith said the anomalies were most likely precipitated by man-made climate change , which caused the jet stream to slow down and create larger waves .",11.0,1
192,192,192,12,12,Something that would absolutely not happen in a normal world .,['fallacy of relevance'],Something that would absolutely not happen in a normal world .,12.0,1
193,193,193,13,13,"Meanwhile , Mr Beckwith confirmed the changes would usher in a sustained period of “ climate system mayhem ” which could prove difficult to resolve .",['appeal to emotion'],"Meanwhile , Mr Beckwith confirmed the changes would usher in a sustained period of “ climate system mayhem ” which could prove difficult to resolve .",13.0,1
194,194,194,14,14,We must declare a global climate emergency .,['appeal to emotion'],We must declare a global climate emergency .,14.0,1
195,195,195,15,15,There ’ s very strange things going on on planet Earth right now . ”,['fallacy of logic'],There ’ s very strange things going on on planet Earth right now . ”,15.0,1
196,196,196,16,16,"`` When I tell people what to expect , I say , 'Well , imagine the opening scene of The Sound of Music was filmed outside of Reno , Nevada , ' `` he says . ``","['appeal to emotion', 'faulty generalization']","`` When I tell people what to expect , I say , 'Well , imagine the opening scene of The Sound of Music was filmed outside of Reno , Nevada , ' `` he says . ``",16.0,1
197,197,197,17,17,"Some plants and wildlife , taking their thermal cue , have been able to adapt in kind . Some are thriving . Others are being left behind .",['appeal to emotion'],"Some plants and wildlife , taking their thermal cue , have been able to adapt in kind . Some are thriving . Others are being left behind .",17.0,1
198,198,198,18,18,"`` You can see it visually , '' says Rebecca Irwin , an ecologist from North Carolina State University . `` We have less flowers . ''",['fallacy of relevance'],"`` You can see it visually , '' says Rebecca Irwin , an ecologist from North Carolina State University . `` We have less flowers . ''",18.0,1
199,199,199,19,19,"`` We are projecting that all of these meadows are going to look like that , '' Harte says , pointing to the gnarled plant . `` We are homogenizing the planet . ''",['fallacy of relevance'],"`` We are projecting that all of these meadows are going to look like that , '' Harte says , pointing to the gnarled plant . `` We are homogenizing the planet . ''",19.0,1
200,200,200,20,20,"But in other parts of Antarctica , similar shelves are holding back enormous amounts of ice , and scientists fear that their future collapse could dump enough ice into the ocean to raise the sea level by many feet .",['appeal to emotion'],"But in other parts of Antarctica , similar shelves are holding back enormous amounts of ice , and scientists fear that their future collapse could dump enough ice into the ocean to raise the sea level by many feet .",20.0,1
201,201,201,21,21,"He says `` contrary to what your political leader , professor , and newspaper tell you , global warming is dominated by natural factors .",['ad populum'],"He says `` contrary to what your political leader , professor , and newspaper tell you , global warming is dominated by natural factors .",21.0,1
202,202,202,22,22,"Osaka city authorities are investing in other infrastructure to mitigate the effects of flooding , but public education is also vital , according to Toshikazu Nakaaki of the Osaka municipal government ’ s environment bureau .",['fallacy of relevance'],"Osaka city authorities are investing in other infrastructure to mitigate the effects of flooding , but public education is also vital , according to Toshikazu Nakaaki of the Osaka municipal government ’ s environment bureau .",22.0,1
203,203,203,23,23,But the same coastline that draws locals to its scenic vistas is threatening to slowly engulf the historic city as sea levels rise due to global warming .,['appeal to emotion'],But the same coastline that draws locals to its scenic vistas is threatening to slowly engulf the historic city as sea levels rise due to global warming .,23.0,1
204,204,204,24,24,"Image modelling shows that swaths of Osaka – the commercial heart of a region whose GDP is almost as big as that of the Netherlands – would disappear beneath the water in a 3C world , threatening the local economy and almost a third of the wider region ’ s 19 million residents .",['ad populum'],"Image modelling shows that swaths of Osaka – the commercial heart of a region whose GDP is almost as big as that of the Netherlands – would disappear beneath the water in a 3C world , threatening the local economy and almost a third of the wider region ’ s 19 million residents .",24.0,1
205,205,205,25,25,"As a result of global sea-level rise , storm surges and other factors , economists project that coastal flooding could put almost $ 1tn of Osaka ’ s assets at risk by the 2070s , according to the Union of Concerned Scientists .",['ad populum'],"As a result of global sea-level rise , storm surges and other factors , economists project that coastal flooding could put almost $ 1tn of Osaka ’ s assets at risk by the 2070s , according to the Union of Concerned Scientists .",25.0,1
206,206,206,26,26,"“ [ We ] still find ourselves in a situation where we are not doing nearly enough to save hundreds of millions of people from a miserable future , ” said Erik Solheim , the UN environment chief , ahead of the upcoming Bonn conference .",['appeal to emotion'],"“ [ We ] still find ourselves in a situation where we are not doing nearly enough to save hundreds of millions of people from a miserable future , ” said Erik Solheim , the UN environment chief , ahead of the upcoming Bonn conference .",26.0,1
207,207,207,27,27,"A domino-like cascade of melting ice , warming seas , shifting currents and dying forests could tilt the Earth into a “ hothouse ” state beyond which human efforts to reduce emissions will be increasingly futile , a group of leading climate scientists has warned .",['faulty generalization'],"A domino-like cascade of melting ice , warming seas , shifting currents and dying forests could tilt the Earth into a “ hothouse ” state beyond which human efforts to reduce emissions will be increasingly futile , a group of leading climate scientists has warned .",27.0,1
208,208,208,28,28,"This grim prospect is sketched out in a journal paper that considers the combined consequences of 10 climate change processes , including the release of methane trapped in Siberian permafrost and the impact of melting ice in Greenland on the Antarctic .",['appeal to emotion'],"This grim prospect is sketched out in a journal paper that considers the combined consequences of 10 climate change processes , including the release of methane trapped in Siberian permafrost and the impact of melting ice in Greenland on the Antarctic .",28.0,1
209,209,209,29,29,Another climate scientist – who was not involved in the paper – emphasised the document aimed to raise questions rather than prove a theory . “,['fallacy of credibility'],Another climate scientist – who was not involved in the paper – emphasised the document aimed to raise questions rather than prove a theory . “,29.0,1
210,210,210,30,30,"Dr. Broecker , who died in 2019 , famously warned : “ The climate system is an angry beast and we are poking it with sticks . ”",['fallacy of logic'],"Dr. Broecker , who died in 2019 , famously warned : “ The climate system is an angry beast and we are poking it with sticks . ”",30.0,1
211,211,211,31,31,"He points out that , in IPCC jargon , “ very unlikely ” translates to a probability of less than 10 percent . But if a nuclear reactor in your neighborhood had a less-than-10-percent likelihood of blowing up , he asked , “ would you be reassured ? ” “ We still don ’ t know how far away this threshold is where it could break down altogether , ” he said .",['fallacy of logic'],"He points out that , in IPCC jargon , “ very unlikely ” translates to a probability of less than 10 percent . But if a nuclear reactor in your neighborhood had a less-than-10-percent likelihood of blowing up , he asked , “ would you be reassured ? ” “ We still don ’ t know how far away this threshold is where it could break down altogether , ” he said .",31.0,1
212,212,212,32,32,"A rapid disintegration of Antarctica might , in the worst case , cause the sea to rise so fast that tens of millions of coastal refugees would have to flee inland , potentially straining societies to the breaking point .",['ad populum'],"A rapid disintegration of Antarctica might , in the worst case , cause the sea to rise so fast that tens of millions of coastal refugees would have to flee inland , potentially straining societies to the breaking point .",32.0,1
213,213,213,33,33,"Because the collapse of vulnerable parts of the ice sheet could raise the sea level dramatically , the continued existence of the world ’ s great coastal cities — Miami , New York , Shanghai and many more — is tied to Antarctica ’ s fate .",['appeal to emotion'],"Because the collapse of vulnerable parts of the ice sheet could raise the sea level dramatically , the continued existence of the world ’ s great coastal cities — Miami , New York , Shanghai and many more — is tied to Antarctica ’ s fate .",33.0,1
214,214,214,34,34,"Recent computer forecasts suggest that if greenhouse gas emissions continue at a high level , parts of Antarctica could break up rapidly , causing the ocean to rise six feet or more by the end of this century . That is double the maximum increase that an international climate panel projected only four years ago .",['ad populum'],"Recent computer forecasts suggest that if greenhouse gas emissions continue at a high level , parts of Antarctica could break up rapidly , causing the ocean to rise six feet or more by the end of this century . That is double the maximum increase that an international climate panel projected only four years ago .",34.0,1
215,215,215,35,35,"Extremely hot days , when temperatures soar to 95 degrees Fahrenheit or higher , can be miserable .",['appeal to emotion'],"Extremely hot days , when temperatures soar to 95 degrees Fahrenheit or higher , can be miserable .",35.0,1
216,216,216,36,36,"By 2100 , Washington could swelter in 95-degree weather for fully one-fifth of the year — around 74 days , on average .",['intentional'],"By 2100 , Washington could swelter in 95-degree weather for fully one-fifth of the year — around 74 days , on average .",36.0,1
217,217,217,37,37,Forget what global warming activists would lead you to believe – 2015 was not even close to the hottest year on record .,"['fallacy of logic', 'fallacy of relevance']",Forget what global warming activists would lead you to believe – 2015 was not even close to the hottest year on record .,37.0,1
218,218,218,38,38,"18 years after 1998 , global warming still has not created the runaway warming we were told to expect .",['ad populum'],"18 years after 1998 , global warming still has not created the runaway warming we were told to expect .",38.0,1
219,219,219,39,39,"As I recently reported at Forbes.com , a study presented last month at the American Geophysical Union found that well-sited and well-maintained stations report significantly less warming than the surface station network as a whole . Government overseers collect the raw temperature data from the full network of surface stations and then produce temperature summaries for public distribution .",['fallacy of credibility'],"As I recently reported at Forbes.com , a study presented last month at the American Geophysical Union found that well-sited and well-maintained stations report significantly less warming than the surface station network as a whole . Government overseers collect the raw temperature data from the full network of surface stations and then produce temperature summaries for public distribution .",39.0,1
220,220,220,40,40,A record El Nino resulting in less-than-record temperatures is another sign that global warming is not all that activists crack it up to be .,['false causality'],A record El Nino resulting in less-than-record temperatures is another sign that global warming is not all that activists crack it up to be .,40.0,1
221,221,221,41,41,"With a record El Nino , we should have experienced record high temperatures . Yet we didn ’ t .",['faulty generalization'],"With a record El Nino , we should have experienced record high temperatures . Yet we didn ’ t .",41.0,1
222,222,222,42,42,"Global warming activists do not extend “ the record ” back any further , they say , because it has only been since the late 1800s that we have had a global network of mercury thermometers .",['faulty generalization'],"Global warming activists do not extend “ the record ” back any further , they say , because it has only been since the late 1800s that we have had a global network of mercury thermometers .",42.0,1
223,223,223,43,43,"Update Jan. 25 , 2016 : As I predicted in this article , global warming activists have indeed made a full-blown public relations effort to claim 2015 was the warmest year on record .",['ad hominem'],"Update Jan. 25 , 2016 : As I predicted in this article , global warming activists have indeed made a full-blown public relations effort to claim 2015 was the warmest year on record .",43.0,1
224,224,224,44,44,"Instead , and remarkably , government overseers adjust the data to add more recent warming than is being reported in the raw temperature readings .",['faulty generalization'],"Instead , and remarkably , government overseers adjust the data to add more recent warming than is being reported in the raw temperature readings .",44.0,1
225,225,225,45,45,Only after government overseers make these highly suspect adjustments are temperature “ records ” capable of showing anything approaching record warmth .,['ad hominem'],Only after government overseers make these highly suspect adjustments are temperature “ records ” capable of showing anything approaching record warmth .,45.0,1
226,226,226,46,46,"If that ’ s not enough , it has the distinction of being the largest living structure on the planet .",['faulty generalization'],"If that ’ s not enough , it has the distinction of being the largest living structure on the planet .",46.0,1
227,227,227,47,47,"Unfortunately , because of back to back mass bleaching events , scientists are telling us that the massive , impressive Australian Great Barrier Reef is now at a ‘ terminal stage ’ —with large portions having no hope of recovery .","['faulty generalization', 'intentional', 'appeal to emotion']","Unfortunately , because of back to back mass bleaching events , scientists are telling us that the massive , impressive Australian Great Barrier Reef is now at a ‘ terminal stage ’ —with large portions having no hope of recovery .",47.0,1
228,228,228,48,48,"Throughout history , there have only been four instances of this occurrence , and after such an event , it will take decades to recover .",['intentional'],"Throughout history , there have only been four instances of this occurrence , and after such an event , it will take decades to recover .",48.0,1
229,229,229,49,49,"In an interview with The Guardian , scientists note just how dire the situation is . “ We ’ ve given up , ” said Jon Brodie , a James Cook University water quality expert , who was referring to inaction on the part of the Australian government . “",['intentional'],"In an interview with The Guardian , scientists note just how dire the situation is . “ We ’ ve given up , ” said Jon Brodie , a James Cook University water quality expert , who was referring to inaction on the part of the Australian government . “",49.0,1
230,230,230,50,50,"It ’ s been my life managing water quality , we ’ ve failed . ”",['intentional'],"It ’ s been my life managing water quality , we ’ ve failed . ”",50.0,1
231,231,231,51,51,,[],,51.0,1
232,232,232,52,52,Mahowald was n't apart of the study but told the AP that `` the new study makes sense and conveys the urgency of the man-made climate change differently than past research . '',['fallacy of credibility'],Mahowald wasn't apart of the study but told the AP that `` the new study makes sense and conveys the urgency of the man-made climate change differently than past research . '',52.0,1
233,233,233,53,53,"In the next 50 years , somewhere between 1 to 3 billion people are expected to be inflicted with unbearable heat , according to the study .",['intentional'],"In the next 50 years , somewhere between 1 to 3 billion people are expected to be inflicted with unbearable heat , according to the study .",53.0,1
234,234,234,54,54,"Not only would this have devastating direct effects , it leaves societies less able to cope with future crises like new pandemics .","['faulty generalization', 'appeal to emotion', 'intentional']","Not only would this have devastating direct effects , it leaves societies less able to cope with future crises like new pandemics .",54.0,1
235,235,235,55,55,"By 2070 , that could be about a third of the overall global population at that time .",['intentional'],"By 2070 , that could be about a third of the overall global population at that time .",55.0,1
236,236,236,56,56,"Greenhouse gas emissions have to be reduced so average annual temperatures do n't rise beyond the approximately 52 to 59 degrees Fahrenheit yearly average that humans have been able to thrive in for the past 6,000 years , USA Today reported .",['fallacy of credibility'],"Greenhouse gas emissions have to be reduced so average annual temperatures don't rise beyond the approximately 52 to 59 degrees Fahrenheit yearly average that humans have been able to thrive in for the past 6,000 years , USA Today reported .",56.0,1
