,argument,sa_argument,hypothesis,is_fallacy
340,"La salida de Cataluña supondría la necesidad de repensar España, a través de una reforma del modelo de estado y una necesaria modernización, que acabaría con los defectos actuales y ayudaría a definir una España más competitiva, más justa, y más igualitaria.","MSK<0> salida MSK<1> Cataluña supondría MSK<0> MSK<6> MSK<1> repensar MSK<2> , a través MSK<1> MSK<3> reforma del modelo MSK<1> estado MSK<4> MSK<3> MSK<6> modernización , que acabaría con MSK<0> defectos actuales MSK<4> ayudaría a definir MSK<3> MSK<2> MSK<5> competitiva , MSK<5> justa , MSK<4> MSK<5> igualitaria . ",This argument is fallacious.,0
341,"The subjective nature of parenting methods would make this test rely solely on the subjective views of the person making the test, meaning that certain parenting styles would be denied for having children, and effectively be eliminated from the social gene pool.","The MSK<0> nature of MSK<1> methods would make MSK<2> rely solely on the MSK<0> views of the person making MSK<2> , meaning that certain MSK<1> styles would be denied for having children , and effectively be eliminated from the social gene pool . ",This argument is fallacious.,0
342,"Even though disenfranchised, felons are treated just like everyone else in society. As long as the same behavior leads to the same sentence and, subsequently, to disenfranchisement, there is no inequality among the members of a society.","Even though MSK<1> , felons are treated just like everyone else in MSK<0> . As long as the same behavior leads to the same sentence and , subsequently , to MSK<1> , there is no inequality among the members of a MSK<0> . ",This argument is fallacious.,0
343,"Regardless of what firearm you purchase, current regulation of background checks \(initial and for every purchase\), license courses, and fees already make people think long and hard about the decision, as the government then lists all purchases and keeps purchasing histories.","Regardless of what firearm you MSK<0> , current regulation of background checks \ ( initial and for every MSK<0> \ ) , license courses , and fees already make people think long and hard about the decision , as the government then lists all MSK<0> and keeps MSK<0> histories . ",This argument is fallacious.,0
344,"Public money given to bullfighting can be employed for other social needs. For example, a small Spanish town that dedicated €18,000 to bullfighting festivities could instead use them to fund school supplies.","Public money given to MSK<0> can be employed for other social needs . For example , a small Spanish town that dedicated € 18,000 to MSK<0> festivities could instead use them to fund school supplies . ",This argument is fallacious.,0
345,"With a UBI, the pressure on other social welfare programs is drastically decreased. In the US, the costs of social security, unemployment benefits, medicare and health rebates, and food entitlements are approximately $2.2 trillion dollars Cutting these programs would become feasible under a UBI, where it would replace most entitlement systems.","With a MSK<0> , the pressure on MSK<1> is drastically decreased . In the US , the costs of social security , unemployment benefits , medicare and health rebates , and food MSK<2> are approximately $ 2.2 trillion dollars Cutting MSK<1> would become feasible under a MSK<0> , where MSK<1> would replace most MSK<2> systems . ",This argument is fallacious.,0
346,"Some refugees come from former colonial powers, such as Iran or Turkey, while some high-income countries have been colonized, such as Finland or Ireland. If the moral obligation is based on practice of colonialism, it would follow that it would be more moral for the UK to accept Indian refugees than for Finland to accept Iranian refugees, even if the Iranian refugees were in greater danger than the Indian, and Finland would be in a better position to accept refugees than the UK.","MSK<0> come from former MSK<7> MSK<7> , such as MSK<8> or Turkey , while some high - income countries have been colonized , such as MSK<1> or Ireland . If MSK<2> is based on practice of MSK<7> , MSK<2> would follow that MSK<2> would be more moral for MSK<3> to MSK<4> MSK<5> MSK<6> than for MSK<1> to MSK<4> MSK<8> MSK<6> , even if MSK<0> were in greater danger than the MSK<5> , and MSK<1> would be in a better position to MSK<4> MSK<6> than MSK<3> . ",This argument is fallacious.,0
347,"If UBI does replace other welfare systems, it will likely be due to the success of the system, and could not be seen as a 'con' of UBI.","If MSK<0> does replace other welfare MSK<1> , MSK<0> will likely be due to the success of the MSK<1> , and could not be seen as a ' con ' of MSK<0> . ",This argument is fallacious.,0
348,"Die Vereinigten Staaten von Europa sind ein notwendiger Schritt um effektives und effizientes Regieren, insbesondere auf Europaebene, zu gewährleisten.","Die Vereinigten Staaten MSK<0> MSK<0> MSK<0> ein notwendiger Schritt um effektives und effizientes Regieren , insbesondere MSK<0> MSK<0> , zu gewährleisten . ",This argument is fallacious.,0
349,"The introduction of new, often short-term, communities of EU workers within Britain weakens cohesion in already established communities by provoking resentment from those who experience economic harms like job loss as a result.","The introduction of new , often short - term , MSK<0> of EU workers within Britain weakens cohesion in already established MSK<0> by provoking resentment from those who experience economic harms like job loss as a result . ",This argument is fallacious.,0
350,"Humanity is harming the planet; having children for your own happiness, at the expense of the planet, is nothing short of selfishness.","Humanity is harming MSK<0> ; having children for your own happiness , at the expense of MSK<0> , is nothing short of selfishness . ",This argument is fallacious.,0
351,"Many people with experience of Communist dictatorship, including former political prisoners, dissidents and politicians, feel and point out \1 similarities between the Soviet Union and the EU, with the latter just being unable to exert such pressure. A USE would only further increase this opinion and empower calls for secession from supra-national institutions to regain liberty.","Many people with experience of Communist dictatorship , including former political prisoners , dissidents and politicians , feel and point out \ 1 similarities between the Soviet Union and the EU , with the latter just being unable to exert such pressure . A USE would only further increase this opinion and empower calls for secession from supra - national institutions to regain liberty . ",This argument is fallacious.,0
352,"People find pleasure in boxing, mixed martial arts, wrestling, and other competitive full-contact-sports despite them being brutal.","MSK<0> find pleasure in MSK<1> , mixed martial arts , MSK<1> , and other competitive full - contact - MSK<1> despite MSK<0> being brutal . ",This argument is fallacious.,0
353,"In a civilised society, there will be a proper level of politeness asked of a person, which is not the same as political correctness. Political correctness is a perverted substitution for politeness. One can dismiss another person vulgarly, or be just as confrontational using entirely polite expressions. Political correctness would prevent either mode of expression.","In a civilised society , there will be a proper level of MSK<0> asked of a MSK<1> , which is not the same as political correctness . MSK<2> is a perverted substitution for MSK<0> . One can dismiss another MSK<1> vulgarly , or be just as confrontational using entirely MSK<0> MSK<3> . MSK<2> would prevent either mode of MSK<3> . ",This argument is fallacious.,0
354,"""Castells a Catalan tradition that involves creating human towers, is also dangerous for participants \(especially children, who go on top\) and spectators, yet the UNESCO classified it as an Intangible Heritage of Humanity.",""" Castells a Catalan tradition that involves creating human towers , is also dangerous for participants \ ( especially children , who go on top \ ) and spectators , yet MSK<0> classified MSK<0> as an Intangible Heritage of Humanity . ",This argument is fallacious.,0
355,"The minimal amount of sovereignty Britain may win back from Europe is useless if it inhibits future governments from maintaining British prosperity. A Hard Brexit, with its economic and political consequences, calls this into question.","The minimal amount of sovereignty MSK<0> may win back from Europe is useless if MSK<0> inhibits future governments from maintaining British prosperity . A Hard Brexit , with MSK<0> economic and political consequences , calls this into question . ",This argument is fallacious.,0
356,"Scholars argue that the right to vote for everyone is part of the American Constitution, even if only implicitly, and ""the only just basis for self-government"" as well as the ""standards of human rights"" that America promotes.","Scholars argue that the right to vote for everyone is part of the American Constitution , even if only implicitly , and "" the only just basis for self - government "" as well as the "" standards of human rights "" that America promotes . ",This argument is fallacious.,0
357,"Christian and Jewish holy texts, followed by over a billion people, delegate Israel to the Jews.","Christian and MSK<0> holy texts , followed by over a billion people , delegate Israel to the MSK<0> . ",This argument is fallacious.,0
358,"Beyond illegitimacy, the exclusion of convicts makes the electorate less reflective of society overall, which will lead to public policy that does not serve the needs of all citizens equally.","Beyond illegitimacy , the exclusion of convicts makes the electorate less reflective of society overall , which will lead to public policy that does not serve the needs of all citizens equally . ",This argument is fallacious.,0
359,"At the moment, there are strong social taboos against suicide, which means that many people irrationally choose to continue living very miserable lives. Even if some people irrationally choose to die under this policy, this would be outweighed by many other people who rationally choose to die.","At the moment , there are strong social taboos against suicide , which means that many MSK<0> MSK<1> MSK<2> to continue living very miserable lives . Even if some MSK<0> MSK<1> MSK<2> to MSK<3> under this policy , this would be outweighed by many other MSK<0> who rationally MSK<2> to MSK<3> . ",This argument is fallacious.,0
360,"In some regions of Spain, children under 14 years of age have to be accompanied by an adult because of the cruelty of the events \(Brandes, p. 788","In some regions of Spain , children under 14 years of age have to be accompanied by an adult because of the cruelty of the events \ ( Brandes , p. 788 ",This argument is fallacious.,0
361,"Banning a 15000 years old established religious, cultural and hygienic practice that does not violate any universally recognized human right is, simply putting, intended tyranny of a loud minority against the will of a quiet majority.","Banning a 15000 years old established religious , cultural and hygienic practice that does not violate any universally recognized human right is , simply putting , intended tyranny of a MSK<0> MSK<0> against the will of a MSK<0> MSK<0> . ",This argument is fallacious.,0
362,"Like felons, non-citizen residents are not allowed to vote but are a part of society and are affected by electoral outcomes. This does not mean that political decisions are illegitimate, only that a smaller portion of residents \(i.e. citizens\) have the privilege of participating in the political system.","Like felons , MSK<2> MSK<0> are not allowed to vote but are a part of society and are affected by electoral outcomes . This does not mean that MSK<1> decisions are illegitimate , only that a smaller portion of MSK<0> \ ( MSK<2> MSK<2> \ ) have the privilege of participating in the MSK<1> system . ",This argument is fallacious.,0
363,"This would allow the UK to implement a merit-based immigration policy which, due to strict policing and mandatory quotas, would be impossible under EU regulations.","This would allow the UK to implement a merit - based immigration policy which , due to strict policing and mandatory quotas , would be impossible under EU regulations . ",This argument is fallacious.,0
364,"Problems associated with children's exposure to violence include disruption of typical developmental trajectories through psychobiological effects, posttraumatic stress disorder \(PTSD\), cognitive consequences, and peer problems.","MSK<0> associated with children 's exposure to violence include disruption of typical developmental trajectories through psychobiological effects , MSK<1> MSK<1> disorder \ ( MSK<1> \ ) , cognitive consequences , and peer MSK<0> . ",This argument is fallacious.,0
365,"Bullfighting does not actually employ as many people as one might expect. While there might be 10,000 people employed, the number of full-time jobs it provides in Spain is not even 400 \(Larene Read, p. 12","MSK<0> does not actually MSK<1> as many MSK<2> as one might expect . While there might be 10,000 MSK<2> MSK<1> , the number of full - time jobs MSK<0> provides in Spain is not even 400 \ ( Larene Read , p. 12 ",This argument is fallacious.,0
366,"An examination of whose perspectives were considered in the erection of these monuments reveals immense bias towards one side of the Confederacy. This is because African Americans weren't able to exercise their rights, their votes, or their voice in the post-war South as Whites could.","An examination of whose perspectives were considered in the erection of MSK<0> reveals immense bias towards one side of the Confederacy . MSK<0> is because MSK<1> weren't able to exercise MSK<1> rights , MSK<1> votes , or MSK<1> voice in the post-war South as Whites could . ",This argument is fallacious.,0
367,"The traditional monotheistic conception of God requires omnipotence, omnibenevolence, and omniscience.","The traditional monotheistic conception of God requires MSK<0> , MSK<0> , and MSK<0> . ",This argument is fallacious.,0
368,"Under the plan proposed here, Jews would retain access to their most important religious sites, such as the Temple Mount and the Wailing Wall in Jerusalem. A two-state solution can thus accommodate the religious claims of Jews.","Under the plan proposed here , MSK<0> would retain access to MSK<0> most important MSK<1> sites , such as the Temple Mount and the Wailing Wall in Jerusalem . A two - state solution can thus accommodate the MSK<1> claims of MSK<0> . ",This argument is fallacious.,0
369,"If this is true, pet ownership is slavery, meat is murder, and scientific testing on mice is the moral equivalent to Imperial Japanese and Nazi human experimentation.","If this is true , pet ownership is slavery , meat is murder , and scientific testing on mice is the moral equivalent to Imperial Japanese and Nazi human experimentation . ",This argument is fallacious.,0
370,"In other social contexts, it is or has been thought that showing ankles or wrists or upper breasts is inherently sexual. But in most western contexts, noone today would see any sexual undertone in showing ankles or wrists. Even showing legs beneath the knees is increasingly devoid of sexual undertone.","In other social MSK<0> , it is or has been thought that showing MSK<1> or MSK<2> or upper breasts is inherently MSK<3> . But in most western MSK<0> , noone today would see any MSK<3> MSK<4> in showing MSK<1> or MSK<2> . Even showing legs beneath the MSK<1> is increasingly devoid of MSK<3> MSK<4> . ",This argument is fallacious.,0
371,"God is perfectly capable of existing regardless of whether humans know of his existence or not. 

For many years, men believed that coelacanths were extinct, until one was caught. Our lack of knowledge did not prevent the fish from existing.","MSK<0> is perfectly capable of MSK<1> regardless of whether humans know of MSK<0> MSK<1> or not . For many years , men believed that coelacanths were extinct , until one was caught . Our lack of knowledge did not prevent the fish from MSK<1> . ",This argument is fallacious.,0
372,"The claim that moral or ethical arguments for or against something exist isn't, in itself, a real argument. It's just a longer way of saying that ""some people feel otherwise,"" without actually articulating the rational reasons for doing so. It's like saying ""some reasons exist,"" a statement that is true in almost every case, but fails to articulate anything that can be evaluated to any serious degree.","MSK<0> isn't , in MSK<0> , a real argument . MSK<0> 's just a longer way of saying that "" some people feel otherwise , "" without actually MSK<1> the rational MSK<2> for doing so . MSK<0> 's like saying "" some MSK<2> exist , "" a statement that is true in almost every case , but fails to MSK<1> anything that can be evaluated to any serious degree . ",This argument is fallacious.,0
373,"On the votes in the European Parliament, the majority agreed with the UK in 95% of cases In 2%, the UK did not express an opinion.","On the votes in the European Parliament , the majority agreed with MSK<0> in 95 % of cases In 2 % , MSK<0> did not express an opinion . ",This argument is fallacious.,0
374,"Some events in the movie are story-breaking elements that either cheapen prior events, weaken the Star Wars lore, or provide a solution that renders much of the technology superfluous.","Some MSK<0> in the movie are story - breaking elements that either cheapen prior MSK<0> , weaken the Star Wars lore , or provide a solution that renders much of the technology superfluous . ",This argument is fallacious.,0
375,"We arbitrarily picked some qualities that a human life is worth more than an animal, a plant or a stone, but there is no authority that can do these arbitrary picking among humans and thus five lives cannot be worth more than one.","We MSK<3> MSK<3> some qualities that a MSK<0> MSK<1> is MSK<2> more than an animal , a plant or a stone , but there is no authority that can do these MSK<3> MSK<3> among MSK<0> and thus five MSK<1> can not be MSK<2> more than one . ",This argument is fallacious.,0
376,"Absent capital punishment, life imprisonment would be the only choice, which can be equally, if not more, cruel.","Absent capital MSK<0> , life MSK<0> would be the only choice , which can be equally , if not more , cruel . ",This argument is fallacious.,0
377,"If BBC became subscription-based, not only will people not be forced to have a service and tax they don't want, the BBC would have to become more competitive and produce better material seeing as it would not be publicly funded.","If MSK<0> became subscription - based , not only will MSK<1> not be forced to have a service and tax MSK<1> don't want , MSK<0> would have to become more competitive and produce better material seeing as MSK<0> would not be publicly funded . ",This argument is fallacious.,0
378,"The water used to cool nuclear plants warms up, when that water is released to the ecosystem it changes the thermal balance of the river it came from, disrupting most fish and plants communities.","The water used to cool nuclear MSK<0> warms up , when MSK<1> is released to the ecosystem MSK<1> changes the thermal balance of the river MSK<1> came from , disrupting most fish and MSK<0> communities . ",This argument is fallacious.,0
379,"Gender roles, greed, politics, personal power, good intentions, activism, etc. have all been used as a form of social control too.","Gender roles , greed , politics , personal power , good intentions , activism , etc. have all been used as a form of social control too . ",This argument is fallacious.,0
380,"Society regularly allows people to consent to activities with a high risk of death such as base jumping, acting as an undercover informant, or smoking. Even if the odds of death are lower, participants nevertheless consent to the possibility.","Society regularly allows people to MSK<0> to activities with a high risk of MSK<1> such as base jumping , acting as an undercover informant , or smoking . Even if the odds of MSK<1> are lower , participants nevertheless MSK<0> to the possibility . ",This argument is fallacious.,0
381,"While it is true that some people would feel safer if there were less guns but it is the ill-informed. Police officers, who are likely better informed than the general public, often thank people who safely and lawfully carry as it helps them feel safer on the streets. policeone.com","While MSK<0> is true that MSK<1> would MSK<3> if there were less guns but MSK<0> is the ill - MSK<4> . Police officers , who are likely better MSK<4> than the general public , often thank people who safely and lawfully carry as MSK<0> helps MSK<1> MSK<3> on the streets . policeone.com ",This argument is fallacious.,0
382,"While virtual reality may not be 'real' in the conventional sense, it nonetheless feels real because our experience is fundamentally defined by how we perceive our environment through our senses. When we can fully simulate our sense-perception, then virtual experiences are likely to be just as visceral, and thus impactful, as in physical reality.","While MSK<0> may not be ' MSK<1> ' in the conventional MSK<2> , MSK<0> nonetheless feels MSK<1> because MSK<3> MSK<4> is fundamentally defined by how MSK<3> MSK<5> MSK<3> environment through MSK<3> senses . When MSK<3> can fully simulate MSK<3> MSK<2> - MSK<5> , then virtual MSK<4> are likely to be just as visceral , and thus impactful , as in physical reality . ",This argument is fallacious.,0
383,"As rehabilitation is harder to objectively measure than a reasoned length of punishment, it is necessary to focus primarily on the more concrete concept, i.e. punishment.","As MSK<0> is harder to objectively measure than a reasoned length of MSK<1> , MSK<0> is necessary to focus primarily on the more concrete concept , i.e. MSK<1> . ",This argument is fallacious.,0
384,"Art, as the superior aesthetic expression of our creative inner selves, cannot include torture and violence.","Art , as the superior aesthetic expression of our creative inner selves , can not include torture and violence . ",This argument is fallacious.,0
385,"Trump has commented on the idea of an EU army in a tweet, saying Macron’s proposal for an EU army to protect against threats from Russia, China and even from the United States is “very insulting.”","Trump has commented on the idea of an MSK<1> in a tweet , saying Macron ’s proposal for an MSK<1> to protect against threats from Russia , China and even from the United States is MSK<2> very insulting . MSK<2> ",This argument is fallacious.,0
386,"The United Kingdom controls more than 98 per cent of its public expenditure. \(Niblett, 2016, pg. 1","MSK<0> controls more than 98 per cent of MSK<0> public expenditure . \ ( Niblett , 2016 , pg . 1 ",This argument is fallacious.,0
387,"The EU is not a third party imposing an immigration policy on the UK. As a member of the EU, the UK was involved in the drafting of, and signed up to, the Maastricht Treaty which introduced the notion of EU citizenship, and the right of any citizen to reside anywhere within the Union. The UK was exercising its right to decide its immigration policy by introducing free movement \(along with its fellow EU-members\).","MSK<0> is not a third party imposing MSK<1> . As a MSK<2> of MSK<0> , MSK<3> was involved in the drafting of , and signed up to , the Maastricht Treaty which MSK<4> the notion of MSK<0> MSK<6> , and the MSK<5> of any MSK<6> to reside anywhere within the Union . MSK<3> was exercising MSK<3> MSK<5> to decide MSK<1> by MSK<4> free movement \ ( along with MSK<3> fellow EU - MSK<2> \ ) . ",This argument is fallacious.,0
388,"Generally speaking, in all societies, humans treat a human's life as more important than that of an animal.","Generally speaking , in all societies , MSK<0> treat a MSK<0> 's life as more important than that of an animal . ",This argument is fallacious.,0
389,"Recidivism is higher in countries which focus on punishment, like the US rather than rehabilitation, like Norway","Recidivism is higher in countries which focus on punishment , MSK<0> the US rather than rehabilitation , MSK<0> Norway ",This argument is fallacious.,0
390,"Stephen Hawking has said ""To my mathematical brain, the numbers alone make thinking about aliens perfectly rational"". “The real challenge is to work out what aliens might actually be like."" Furthermore, he supported the Breakthrough Listen project, a new investment in searching for alien life.","MSK<0> has said "" To MSK<0> mathematical brain , the numbers alone make thinking about MSK<1> perfectly rational "" . “ The real challenge is to work out what MSK<1> might actually be like . "" Furthermore , he supported the Breakthrough Listen project , a new investment in searching for MSK<1> life . ",This argument is fallacious.,0
391,"As with the legalization of prostitution in New South Wales in Australia legalising drugs would remove an important source of corruption in the police, the government, and the judiciary.","As with the MSK<0> of prostitution in MSK<1> MSK<1> MSK<1> in MSK<1> MSK<0> drugs would remove an important source of corruption in the police , the government , and the judiciary . ",This argument is fallacious.,0
392,"An anarchist society, lacking any central coercive authority, would quickly degenerate into violent chaos.","An anarchist society , lacking any central coercive authority , would quickly degenerate into violent chaos . ",This argument is fallacious.,0
393,"To be a true feminist, you have to stand up for all women including lesbian women. The Bible condemns lesbian women, and therefore is not feminist.","To be a true MSK<0> , you have to stand up for all MSK<1> including MSK<2> MSK<1> . The Bible condemns MSK<2> MSK<1> , and therefore is not MSK<0> . ",This argument is fallacious.,0
394,"Discrimination based on genetic differences, such as racism or prejudices against those born with genetic diseases, represents a worse violation of human dignity than does the genetic enhancement of humans.","MSK<2> based on MSK<0> differences , such as MSK<2> or MSK<2> against those born with MSK<0> diseases , represents a worse violation of MSK<1> dignity than does the MSK<0> enhancement of MSK<1> . ",This argument is fallacious.,0
395,"In July 2016, the bullfighter Victor Barrios was the first to die in the ring since 1985. Therefore, the practice went 31 years without a single dead professional bullfighter in Spain.","In July 2016 , the MSK<0> Victor Barrios was the first to die in the ring since 1985 . Therefore , the practice went 31 years without a single dead professional MSK<0> in Spain . ",This argument is fallacious.,0
396,"According to the global political stability index of the World Bank, 3 European monarchies are in the top 10 \(Liechtenstein, Andorra, Luxembourg\), 6 in the top 40 \(Norway, Sweden and Netherlands\), and all 11 in the top 80.","According to the global political stability index of the World Bank , MSK<3> European monarchies are in the top MSK<1> \ ( MSK<2> , Andorra , MSK<2> \ ) , MSK<3> in the top 40 \ ( MSK<0> , MSK<0> and MSK<2> \ ) , and all MSK<1> in the top 80 . ",This argument is fallacious.,0
397,"Many spectators want to leave the bullring before the end of the fight because they can't stand the show, even if this is often very difficult to do. \(Hosseinpour, p.37\)","MSK<0> want to leave the bullring before the end of the fight because MSK<0> can't stand the show , even if this is often very difficult to do . \ ( Hosseinpour , p. 37 \ ) ",This argument is fallacious.,0
398,"The audience response to bullfightingdepends on the individual’s own taste, social and educational background, and their tolerance of other cultures.","The audience response to bullfightingdepends on the individual ’s own taste , social and educational background , and their tolerance of other cultures . ",This argument is fallacious.,0
399,"Las encuestas no son una base suficientemente sólida como para decidir si Cataluña debería, o no, seguir formando parte del Estado español, un referendum es la mejor herramienta para determinar qué es lo que quiere una mayoría de los ciudadanos.","Las encuestas no son MSK<0> base suficientemente sólida como MSK<1> decidir si Cataluña debería , o no , seguir formando parte del Estado español , un referendum MSK<2> la mejor herramienta MSK<1> determinar qué MSK<2> lo que quiere MSK<0> mayoría de los ciudadanos . ",This argument is fallacious.,0
400,"Hollywood blockbusters, while often depicting imagined violence, do not inflict real violence, torture, or death on those involved in their production.","Hollywood blockbusters , while often depicting imagined MSK<0> , do not inflict real MSK<0> , torture , or death on coref0 . ",This argument is fallacious.,0
401,"Charles Bolden, administrator of NASA since 2009, believes that we will someday find other forms of life or a form of life, if not in our solar system then in some of the other solar systems.","Charles Bolden , administrator of MSK<0> since 2009 , believes that MSK<0> will someday find other MSK<1> of MSK<2> or a MSK<1> of MSK<2> , if not in MSK<0> MSK<4> then in some of the other MSK<4> . ",This argument is fallacious.,0
402,"In Bentham's hedonic calculus the intensity, duration, certainty, purity and fecundity of a pleasure and pain are considered along with the scope \(number of people affected\). By all measures except for scope, the suffering of the animal greatly exceeds the enjoyment of the audience.","In Bentham 's hedonic calculus the intensity , duration , certainty , purity and fecundity of a pleasure and pain are considered along with the MSK<0> \ ( number of people affected \ ) . By all measures except for MSK<0> , the suffering of the animal greatly exceeds the enjoyment of the audience . ",This argument is fallacious.,0
403,"6 of the top 10 countries listed in the Legatum Prosperity Index 2016 are European monarchies. The ranking is based on a variety of factors including wealth, economic growth, education, health, personal well-being, and quality of life.","6 of the top 10 countries listed in the Legatum MSK<0> Index 2016 are European monarchies . The ranking is based on a variety of factors including MSK<0> , economic growth , education , health , personal well - being , and quality of life . ",This argument is fallacious.,0
404,"Even when there is a ""slippery slope,"" it does not necessarily follow that we cannot see some things as cases of unwarranted spectacularization.  This is why most countries ban dog fighting, for example.","Even when there is MSK<0> , "" MSK<0> does not necessarily follow that we can not see some things as cases of unwarranted spectacularization . This is why most countries ban dog fighting , for example . ",This argument is fallacious.,0
405,"Banning drugs actually cause them to become more dangerous. There is little accountability for people who produce poor quality or poisonous substances, and young people sometimes take excessive amounts and overdose when they see police, to avoid being arrested.","Banning drugs actually cause them to become more dangerous . There is little accountability for people who produce poor quality or poisonous substances , and MSK<0> sometimes take excessive amounts and overdose when MSK<0> see police , to avoid being arrested . ",This argument is fallacious.,0
406,"If gender is a social construct meant to exalt the masculine and suppress the feminine, it is unclear why a biological male would chose to identify as a female, to his own disadvantage.","If MSK<0> is a social construct meant to exalt the MSK<2> and suppress the MSK<2> , MSK<0> is unclear why MSK<1> would chose to identify as a MSK<2> , to MSK<1> own disadvantage . ",This argument is fallacious.,0
407,"Joseph Smith, the purported translator of the Book of Mormon, is not credible.","Joseph Smith , the purported translator of the Book of Mormon , is not credible . ",This argument is fallacious.,0
408,"Bullfighters, and by extension, bullfighting enthusiasts, are uncommonly sensation-seeking individuals The thrill comes from the extreme nature of the sport. It is unlikely that a rodeo will satisfy these desires.","MSK<0> , and by extension , MSK<0> MSK<0> , are uncommonly sensation - seeking individuals The thrill comes from the extreme nature of the sport . It is unlikely that a rodeo will satisfy these desires . ",This argument is fallacious.,0
409,"Industry needs change, and with them employment needs. Think of coal, newspapers, or landline phones. Technological and societal changes have more or less killed these industries.","MSK<0> MSK<1> MSK<2> , and with them employment MSK<1> . Think of coal , newspapers , or landline phones . Technological and societal MSK<2> have more or less killed these MSK<0> . ",This argument is fallacious.,0
410,"If she became pregnant from being raped, and was not mentally stable ""to carry"" or raise a child, then abortion may have to be a consideration.","If she became pregnant from being raped , and was not mentally stable "" to carry "" or raise a child , then abortion may have to be a consideration . ",This argument is fallacious.,0
411,"The practice of the ""Tienta is also cruel: bulls are tested at age two to see if they are suitable for breeding, bullfighting, or meat. Those who do not pass the proof are slaughtered.","The practice of the "" Tienta is also cruel : bulls are tested at age two to see if they are suitable for breeding , bullfighting , or meat . Those who do not pass the proof are slaughtered . ",This argument is fallacious.,0
412,"Cultural transformation does not occur from individual choices, but from collective action. Social movements are the main agents of social change \(Della Porta & Diani, p. 21 and their actions are meant to influence their rulers' decisions.","Cultural transformation does not occur from individual choices , but from collective MSK<0> . MSK<1> movements are the main agents of MSK<1> change \ ( Della Porta & Diani , p. 21 and MSK<2> MSK<0> are meant to influence MSK<2> rulers ' decisions . ",This argument is fallacious.,0
413,"This declaration divides the Spanish population \(Douglass, 1997, p. 3 Many Spaniards identify themselves with a more liberal, modern, service-oriented, artistically avant-garde, culturally innovative, democratically open, internationally respected Spain, which in their opinion does not include bullfighting.","This declaration divides the Spanish population \ ( Douglass , 1997 , p. 3 Many Spaniards identify MSK<0> with a more liberal , modern , service - oriented , artistically avant - garde , culturally innovative , democratically open , internationally respected Spain , which in MSK<0> opinion does not include bullfighting . ",This argument is fallacious.,0
414,"When hate speech is driven underground, it does not reach the ears of people who are more susceptible to harmful persuasive arguments, and does not permeate into the status quo of language in our society, making it a less effective tool for causing harm.","When MSK<0> is driven underground , MSK<0> does not reach the ears of people who are more susceptible to harmful persuasive arguments , and does not permeate into the status quo of language in our society , making MSK<0> a less effective tool for causing harm . ",This argument is fallacious.,0
415,"It takes more time, money, and effort to undo the effects of bad policy than it does to implement the policy in the first place. Therefore, nullifying potential damage is an important issue.","MSK<0> takes more time , money , and effort to undo the effects of MSK<1> than MSK<0> does to implement MSK<1> in the first place . Therefore , nullifying potential damage is an important issue . ",This argument is fallacious.,0
416,"The fact that some people men might abuse this space is not a reason to prevent trans people from accessing it. It is better to have policies to remove people trying to abuse the space, rather than remove access to the space for trans women, given the space can be beneficial to them.","MSK<0> is not a reason to prevent trans MSK<1> from MSK<2> MSK<3> . MSK<0> is better to have policies to MSK<4> MSK<1> trying to abuse MSK<3> , rather than MSK<4> MSK<2> to MSK<3> for MSK<5> , MSK<3> can be beneficial to MSK<5> . ",This argument is fallacious.,0
417,"In the realm of higher education, trigger warnings are contrary to the purpose of higher learning. If one chooses to learn at the adult level, it is the duty of the lecturer/teacher to challenge all points of view at times, playing 'devil's advocate' as a teaching device to encourage a constructive rationale.","In the realm of MSK<0> education , trigger warnings are contrary to the purpose of MSK<0> MSK<2> . If one chooses to MSK<2> at the adult level , it is the duty of the MSK<1> / MSK<1> to challenge all points of view at times , playing ' devil 's advocate ' as a MSK<1> device to encourage a constructive rationale . ",This argument is fallacious.,0
418,"An all knowing, all seeing God would speak \(or act\) to make his presence known, and most major religions report that God makes his will clearly known by communicating to humans. Yet, no such communication exists today.","An all MSK<0> , all seeing MSK<1> would speak \ ( or act \ ) to make MSK<1> presence MSK<0> , and most major religions report that MSK<1> makes MSK<1> will clearly MSK<0> by MSK<2> to humans . Yet , no such MSK<2> exists today . ",This argument is fallacious.,0
419,"Esto se aplica a cualquier región de cualquier país, y, por lo tanto, sería una argumento para que todas las regiones se independicen.","Esto MSK<0> aplica a MSK<1> MSK<2> MSK<2> MSK<1> país , y , por lo tanto , sería una argumento para que todas las MSK<2> MSK<0> independicen . ",This argument is fallacious.,0
420,"Most UFO sightings are reported by laypersons with no sophisticated knowledge, and not by professionals who observe the sky daily, or by the tens of thousands of active hobby astronomers.","Most UFO sightings are reported by laypersons with no sophisticated knowledge , and not by professionals who observe the sky daily , or by the tens of thousands of active hobby astronomers . ",This argument is fallacious.,0
421,"The more restrictions on voting that exist, the easier it is to justify more, as the government can simply point to other groups which have lost their right to vote as a basis to take it from others. This restriction therefore undermines the future stability of the democracy.","The more restrictions on MSK<1> that exist , the easier it is to justify more , as MSK<0> can simply point to other groups which have lost their right to MSK<1> as a basis to take MSK<0> from others . MSK<0> therefore undermines the future stability of the democracy . ",This argument is fallacious.,0
